http://ieeexplore.ieee.org/search/searchresult.jsp?download-format=download-csv&bulkSetSize=2000&refinements%3D4291944822%2C4291944246%26ranges%3D2009_2016_p_Publication_Year%26matchBoolean%3Dtrue%26searchField%3DSearch_All_Text%26queryText%3D%28%28.QT.Recall.QT.%29+AND+.QT.Intrusion+Detection+System.QT.%29,11/9/2015 17:09,"((""Recall"") AND ""Intrusion Detection System"")",IEEE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Document Title,Authors,Author Affiliations,Publication Title,Date Added To Xplore,Year,Volume,Issue,Start Page,End Page,Abstract,ISSN,ISBN,EISBN,DOI,PDF Link,Author Keywords,IEEE Terms,INSPEC Controlled Terms,INSPEC Non-Controlled Terms,MeSH Terms,Article Citation Count,Patent Citation Count,Reference Count,Copyright Year,Online Date,Issue Date,Meeting Date,Publisher,Document Identifier,,,
Anomaly Detection via Online Oversampling Principal Component Analysis,"Lee, Yuh-Jye; Yeh, Yi-Ren; Wang, Yu-Chiang Frank","National Taiwan University of Science and Technology, Taipei","Knowledge and Data Engineering, IEEE Transactions on",20130521,2013,25,7,1460,1470,"Anomaly detection has been an important research topic in data mining and machine learning. Many real-world applications such as intrusion or credit card fraud detection require an effective and efficient framework to identify deviated data instances. However, most anomaly detection methods are typically implemented in batch mode, and thus cannot be easily extended to large-scale problems without sacrificing computation and memory requirements. In this paper, we propose an online oversampling principal component analysis (osPCA) algorithm to address this problem, and we aim at detecting the presence of outliers from a large amount of data via an online updating technique. Unlike prior principal component analysis (PCA)-based approaches, we do not store the entire data matrix or covariance matrix, and thus our approach is especially of interest in online or large-scale problems. By oversampling the target instance and extracting the principal direction of the data, the proposed osPCA allows us to determine the anomaly of the target instance according to the variation of the resulting dominant eigenvector. Since our osPCA need not perform eigen analysis explicitly, the proposed framework is favored for online applications which have computation or memory limitations. Compared with the well-known power method for PCA and other popular anomaly detection algorithms, our experimental results verify the feasibility of our proposed method in terms of both accuracy and efficiency.",1041-4347,,,10.1109/TKDE.2012.99,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6200273,Anomaly detection;least squares;online updating;oversampling;principal component analysis,Algorithm design and analysis;Covariance matrix;Data mining;Data models;Eigenvalues and eigenfunctions;Memory management;Principal component analysis,,,,4,,26,,5/15/2012,Jul-13,,IEEE,IEEE Journals & Magazines,,,
"Simulation of Protection Mechanisms Based on ""Nervous Network System"" against Infrastructure Attacks","Kotenko, I.; Shorov, A.; Novikova, E.","Lab. of Comput. Security Problems, St. Petersburg Inst. for Inf. & Autom., St. Petersburg, Russia","Parallel, Distributed and Network-Based Processing (PDP), 2013 21st Euromicro International Conference on",20130415,2013,,,526,533,"The paper is devoted to the analysis of the network protection mechanism ""nervous network system"" based on the bio-inspired metaphor. Packet-level simulation is proposed in order to investigate the ""nervous network system"" protection mechanism. We describe the architecture of the protection system based on the given mechanism, its operation algorithms and present results of the experiments. Using obtained results the efficiency of the protection mechanism ""nervous network system"" against infrastructure attacks is analyzed.",1066-6192,978-1-4673-5321-2,978-0-7695-4939-2,10.1109/PDP.2013.85,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6498601,DDoS-attacks;bio-inspired approaches;computer network protection;infrastructure attacks;network worms;simulation,Computational modeling;Databases;IP networks;Nervous system;Protocols;Security;Servers,security of data,bio-inspired metaphor;infrastructure attacks;nervous network system;operation algorithms;packet-level simulation;protection mechanism simulation,,1,,16,,,Feb. 27 2013-March 1 2013,,IEEE,IEEE Conference Publications,,,
Matrix-based pairwise key establishment in wireless mesh networks using deployment knowledge,Yuexin Zhang; Li Xu; Yang Xiang; Xinyi Huang,"Sch. of Math. & Comput. Sci., Fujian Normal Univ., Fuzhou, China","Communications (ICC), 2013 IEEE International Conference on",20131107,2013,,,1604,1608,"Due to the nature of wireless transmission, communication in wireless mesh networks (WMNs) is vulnerable to many adversarial activities including eavesdropping. Pair-wise key establishment is one of the fundamental issues in securing WMNs. This paper presents a new matrix-based pairwise key establishment scheme for mesh clients. Our design is motivated by the fact that in WMNs, mesh routers are more powerful than mesh clients, both in computation and communication. By exploiting this heterogeneity, expensive operations can be delegated to mesh routers, which help alleviate the overhead of mesh clients during key establishment. The new scheme possesses two desirable features: (1) Neighbor mesh clients can directly establish pairwise keys; and (2) Communication and storage costs at mesh clients are significantly reduced.",1550-3607,,,10.1109/ICC.2013.6654744,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6654744,Deployment knowledge;Matrix;Pairwise key;Wireless mesh networks;Wireless sensor networks,Ad hoc networks;Communication system security;Knowledge engineering;Security;Symmetric matrices;Wireless mesh networks;Wireless sensor networks,matrix algebra;telecommunication network routing;telecommunication security;wireless mesh networks,WMN;adversarial activities;communication costs;deployment knowledge;eavesdropping;matrix-based pairwise key establishment scheme;mesh routers;neighbor mesh clients;security issue;storage costs;wireless mesh networks;wireless transmission,,1,,16,,,9-13 June 2013,,IEEE,IEEE Conference Publications,,,
Security Games for Node Localization through Verifiable Multilateration,"Basilico, N.; Gatti, N.; Monga, M.; Sicari, S.","Sch. of Eng., Univ. of California, Merced, Merced, CA, USA","Dependable and Secure Computing, IEEE Transactions on",20140205,2014,11,1,72,85,"Most applications of wireless sensor networks (WSNs) rely on data about the positions of sensor nodes, which are not necessarily known beforehand. Several localization approaches have been proposed but most of them omit to consider that WSNs could be deployed in adversarial settings, where hostile nodes under the control of an attacker coexist with faithful ones. Verifiable multilateration (VM) was proposed to cope with this problem by leveraging on a set of trusted landmark nodes that act as verifiers. Although VM is able to recognize reliable localization measures, it allows for regions of undecided positions that can amount to the 40 percent of the monitored area. We studied the properties of VM as a noncooperative two-player game where the first player employs a number of verifiers to do VM computations and the second player controls a malicious node. The verifiers aim at securely localizing malicious nodes, while malicious nodes strive to masquerade as unknown and to pretend false positions. Thanks to game theory, the potentialities of VM are analyzed with the aim of improving the defender's strategy. We found that the best placement for verifiers is an equilateral triangle with edge equal to the power range R, and maximum deception in the undecided region is approximately 0.27R. Moreover, we characterizedâin terms of the probability of choosing an unknown node to examine furtherâthe strategies of the players.",1545-5971,,,10.1109/TDSC.2013.30,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6560057,Game theory;localization games;security;wireless sensor networks,Electronic mail;Game theory;Games;Monitoring;Robustness;Wireless sensor networks,game theory;security of data;wireless sensor networks,VM;game theory;malicious node;node localization;noncooperative two-player game;probability;security games;trusted landmark nodes;verifiable multilateration;wireless sensor networks,,0,,42,,7/16/2013,Jan.-Feb. 2014,,IEEE,IEEE Journals & Magazines,,,
Monitoring and detecting abnormal behavior in mobile cloud infrastructure,"Taehyun Kim; Yeongrak Choi; Seunghee Han; Jae Yoon Chung; Jonghwan Hyun; Jian Li; Hong, J.W.-K.","Div. of IT Convergence Eng., POSTECH, Pohang, South Korea","Network Operations and Management Symposium (NOMS), 2012 IEEE",20120607,2012,,,1303,1310,"Recently, several mobile services are changing to cloud-based mobile services with richer communications and higher flexibility. We present a new mobile cloud infrastructure that combines mobile devices and cloud services. This new infrastructure provides virtual mobile instances through cloud computing. To commercialize new services with this infrastructure, service providers should be aware of security issues. In this paper, we first define new mobile cloud services through mobile cloud infrastructure and discuss possible security threats through the use of several service scenarios. Then, we propose a methodology and architecture for detecting abnormal behavior through the monitoring of both host and network data. To validate our methodology, we injected malicious programs into our mobile cloud test bed and used a machine learning algorithm to detect the abnormal behavior that arose from these programs.",1542-1201,978-1-4673-0267-8,978-1-4673-0268-5,10.1109/NOMS.2012.6212067,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6212067,Mobile cloud computing;abnormal behavior monitoring;machine learning;mobile cloud infrastructure;mobile cloud service scenarios,Cloud computing;IEEE 802.11 Standards;Malware;Mobile communication;Mobile computing;Mobile handsets;Monitoring,cloud computing;invasive software;learning (artificial intelligence);mobile computing,abnormal behavior detection;abnormal behavior monitoring;cloud computing;cloud-based mobile services;machine learning algorithm;malicious programs;mobile cloud infrastructure;mobile cloud test bed;network data;security issues;security threats;service providers;virtual mobile instances,,1,,24,,,16-20 April 2012,,IEEE,IEEE Conference Publications,,,
Hidden Markov Model based anomaly intrusion detection,"Jain, R.; Abouzakhar, N.S.","Dept. of Comput. Sci., Univ. of Hertfordshire, Hatfield, UK","Internet Technology And Secured Transactions, 2012 International Conference for",20130311,2012,,,528,533,"This paper aims to investigate and identify distinguishable TCP services, that comprise of both attack and normal types of TCP packets, using J48 decision tree algorithm. A predictive model capable of discriminating between normal and abnormal behavior of network traffic is developed by integrating Hidden Markov Model (HMM) technique with anomaly intrusion detection approach for each distinguishable TCP service. The model has been trained for each TCP session of the KDD Cup 1999 dataset using Baum-Welch training (BWT) and Viterbi training (VT) algorithms. Evaluation of the developed HMM model is performed using Forward and Backward algorithms. Results show that the proposed model is able to classify network traffic with approximately 76% to 99% accuracy. The overall performance of model is measured using standard evaluation method ROC curves.",,978-1-4673-5325-0,,,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6470866,Anomaly intrusion detection;Distinguishable TCP services;Hidden Markov Model,Bioinformatics;Genomics;Hidden Markov models;Security;Silicon;Training;Viterbi algorithm,Internet;computer network security;decision trees;hidden Markov models;learning (artificial intelligence);pattern classification;transport protocols,BWT algorithm;Baum-Welch training algorithm;HMM technique;J48 decision tree algorithm;KDD Cup 1999 dataset;ROC curve;TCP packet;TCP service;VT algorithm;Viterbi training algorithm;anomaly intrusion detection;backward algorithm;forward algorithm;hidden Markov model;network traffic;network traffic classification;receiver operating characteristic curve;transfer control protocol,,1,,19,,,10-12 Dec. 2012,,IEEE,IEEE Conference Publications,,,
GPU-to-GPU and Host-to-Host Multipattern String Matching on a GPU,"Xinyan Zha; Sahni, S.","Comput. & Inf. Sci. & Eng, Univ. of Florida, Gainesville, FL, USA","Computers, IEEE Transactions on",20130429,2013,62,6,1156,1169,"We develop GPU adaptations of the Aho-Corasick and multipattern Boyer-Moore string matching algorithms for the two cases GPU-to-GPU (input to the algorithms is initially in GPU memory and the output is left in GPU memory) and host-to-host (input and output are in the memory of the host CPU). For the GPU-to-GPU case, we consider several refinements to a base GPU implementation and measure the performance gain from each refinement. For the host-to-host case, we analyze two strategies to communicate between the host and the GPU and show that one is optimal with respect to runtime while the other requires less device memory. This analysis is done for GPUs with one I/O channel to the host as well as those with 2. Experiments conducted on an NVIDIA Tesla GT200 GPU that has 240 cores running off of a Xeon 2.8 GHz quad-core host CPU show that, for the GPU-to-GPU case, our Aho-Corasick GPU adaptation achieves a speedup between 8.5 and 9.5 relative to a single-thread CPU implementation and between 2.4 and 3.2 relative to the best multithreaded implementation. For the host-to-host case, the GPU AC code achieves a speedup of 3.1 relative to a single-threaded CPU implementation. However, the GPU is unable to deliver any speedup relative to the best multithreaded code running on the quad-core host. In fact, the measured speedups for the latter case ranged between 0.74 and 0.83. Early versions of our multipattern Boyer-Moore adaptations ran 7 to 10 percent slower than corresponding versions of the AC adaptations and we did not refine the multipattern Boyer-Moore codes further.",0018-9340,,,10.1109/TC.2012.61,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6165263,Aho-Corasick;CUDA;GPU;Multipattern string matching;multipattern Boyer-Moore,Arrays;Bandwidth;Dictionaries;Doped fiber amplifiers;Graphics processing unit;Instruction sets;Pattern matching,graphics processing units;multi-threading;pattern matching,Boyer-Moore adaptations;GPU AC code;GPU adaptations;GPU memory;GPU-to-GPU;I/O channel;NVIDIA Tesla GT200 GPU;device memory;host-to-host multipattern string matching;multipattern Boyer-Moore string matching algorithms;multithreaded implementation,,4,,39,,3/6/2012,Jun-13,,IEEE,IEEE Journals & Magazines,,,
Toward Unsupervised Protocol Feature Word Extraction,"Zhuo Zhang; Zhibin Zhang; Lee, P.P.C.; Yunjie Liu; Gaogang Xie","Inst. of Comput. Technol., Beijing, China","Selected Areas in Communications, IEEE Journal on",20141127,2014,32,10,1894,1906,"Protocol feature words are byte subsequences within traffic payload that can distinguish application protocols, and they form the building blocks of many constructions of deep packet analysis rules in network management, measurement, and security systems. However, how to systematically and efficiently extract protocol feature words from network traffic remains a challenging issue. Existing approaches like those based on n-gram or Common String (CS), which simply breaks payload into equal-length pieces or attempts to find a frequent itemset, are ineffective in capturing the hidden statistical structure of the payload content. In this paper, we propose ProWord, an unsupervised approach that extracts protocol feature words from traffic traces. ProWord builds on two nontrivial algorithms. First, we propose an unsupervised segmentation algorithm based on the modified Voting Experts algorithm, such that we break payload into candidate words according to entropy information and provide more accurate segmentation than existing n-gram and CS approaches. Second, we propose a ranking algorithm that incorporates different types of well-known feature word retrieval heuristics, such that we can build an ordered structure on the candidate words and select the highest ranked ones as protocol feature words. We compare ProWord and existing prior approaches via evaluation on real-world traffic traces. We show that ProWord captures true protocol feature words more accurately and performs significantly faster.",0733-8716,,,10.1109/JSAC.2014.2358857,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6902777,Network traffic analysis;network traffic identification;protocol reverse engineering;unsupervised information extraction,Algorithm design and analysis;Entropy;Feature extraction;Partitioning algorithms;Payloads;Protocols;Redundancy,Internet;computer network management;protocols;unsupervised learning,ProWord approach;application protocols;common string;deep packet analysis rules;entropy information;feature word retrieval heuristics;n-gram;network management system;network measurement system;network security system;ranking algorithm;traffic payload;unsupervised protocol feature word extraction;unsupervised segmentation algorithm;voting experts algorithm,,0,,44,,9/18/2014,Oct. 2014,,IEEE,IEEE Journals & Magazines,,,
A Novel Feature Selection Approach for Intrusion Detection Data Classification,"Ambusaidi, M.A.; Xiangjian He; Zhiyuan Tan; Nanda, P.; Liang Fu Lu; Nagar, U.T.","Center for Innovation in IT Services & Applic. (iNEXT) Sch. of Comput. & Commun., Univ. of Technol., Sydney, NSW, Australia","Trust, Security and Privacy in Computing and Communications (TrustCom), 2014 IEEE 13th International Conference on",20150119,2014,,,82,89,"Intrusion Detection Systems (IDSs) play a significant role in monitoring and analyzing daily activities occurring in computer systems to detect occurrences of security threats. However, the routinely produced analytical data from computer networks are usually of very huge in size. This creates a major challenge to IDSs, which need to examine all features in the data to identify intrusive patterns. The objective of this study is to analyze and select the more discriminate input features for building computationally efficient and effective schemes for an IDS. For this, a hybrid feature selection algorithm in combination with wrapper and filter selection processes is designed in this paper. Two main phases are involved in this algorithm. The upper phase conducts a preliminary search for an optimal subset of features, in which the mutual information between the input features and the output class serves as a determinant criterion. The selected set of features from the previous phase is further refined in the lower phase in a wrapper manner, in which the Least Square Support Vector Machine (LSSVM) is used to guide the selection process and retain optimized set of features. The efficiency and effectiveness of our approach is demonstrated through building an IDS and a fair comparison with other stateof-the-art detection approaches. The experimental results show that our hybrid model is promising in detection compared to the previously reported results.",,,,10.1109/TrustCom.2014.15,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7011237,Feature selection;Floating search;Intrusion detection;Least square support vector machines;Mutual information,Accuracy;Feature extraction;Intrusion detection;Mutual information;Redundancy;Support vector machines;Training,feature selection;filtering theory;least squares approximations;pattern classification;security of data;support vector machines,IDS;LSSVM;feature selection approach;filter selection process;intrusion detection data classification;least square support vector machine;wrapper selection process,,0,,30,,,24-26 Sept. 2014,,IEEE,IEEE Conference Publications,,,
Two Proposals for Improving the Image-Based Authentication System: H-IBAS-H,"Vuksanovic, B.; Al-Sinani, H.","Dept. of Electron. & Comput. Eng., Univ. of Portsmouth, Portsmouth, UK","Evolving Internet, 2009. INTERNET '09. First International Conference on",20091002,2009,,,168,171,The paper describes a flexible image-based authentication system developed at the University of Portsmouth and proposes two possible additions to the existing system - an additional knowledge-based (KB) authentication stage and an intrusion detection (ID) feature. The knowledge-based part of the authentication procedure will include a real-time question and answer session before the users are allowed to proceed to the second stage and identify the correct images from a number of challenge-sets presented to them. The proposed ID algorithm will employ a statistical data classification technique based on the real-time tracking of the user behavior. Two statistical algorithms are proposed for the implementation of these additional features of the system. Importance sampling technique will be employed to select the attributes for the knowledge-based authentication stage while the expectation maximization (EM) algorithm will form the basis of the intrusion detection part of the system. The paper outlines some issues that need to be resolved before proceeding with the implementation of the additional system features and lists some contributions and insights that might be gained from this work. The paper also reports on a recent pilot experiment conducted in relevance with the work.,,978-1-4244-4718-3,978-0-7695-3748-1,10.1109/INTERNET.2009.34,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5277788,Bayes classification;EM algorithm;image-based authentication;importance sampling;intrusion detection,Authentication;Classification algorithms;Computer vision;Information security;Internet;Intrusion detection;Knowledge engineering;Monte Carlo methods;Proposals;System testing,expectation-maximisation algorithm;image classification;importance sampling;knowledge based systems;message authentication;portals,H-IBAS-H;University of Portsmouth;attribute selection;expectation maximization algorithm;image-based authentication system;importance sampling technique;intrusion detection feature;knowledge-based authentication stage;portal;real-time question answer session;real-time user behavior tracking;statistical data classification technique,,0,,8,,,23-29 Aug. 2009,,IEEE,IEEE Conference Publications,,,
Accelerating Multipattern Matching on Compressed HTTP Traffic,"Bremler-Barr, A.; Koral, Y.","Interdiscipl. Center, Efi Arazi Sch. of Comput. Sci., Herzlia, Israel","Networking, IEEE/ACM Transactions on",20120612,2012,20,3,970,983,"Current security tools, using “signature-based” detection, do not handle compressed traffic, whose market-share is constantly increasing. This paper focuses on compressed HTTP traffic. HTTP uses GZIP compression and requires some kind of decompression phase before performing a string matching. We present a novel algorithm, Aho-Corasick-based algorithm for Compressed HTTP (ACCH), that takes advantage of information gathered by the decompression phase in order to accelerate the commonly used Aho-Corasick pattern-matching algorithm. By analyzing real HTTP traffic and real Web application firewall signatures, we show that up to 84% of the data can be skipped in its scan. Surprisingly, we show that it is faster to perform pattern matching on the compressed data, with the penalty of decompression, than on regular traffic. As far as we know, we are the first paper that analyzes the problem of “on-the-fly” multipattern matching on compressed HTTP traffic and suggest a solution.",1063-6692,,,10.1109/TNET.2011.2172456,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6062397,Compressed HTTP;computer security;intrusion detection;pattern matching,Acceleration;Browsers;Dictionaries;Doped fiber amplifiers;Memory management;Pattern matching;Security,Internet;authorisation;computer network security;data compression;hypermedia;string matching;telecommunication traffic;transport protocols,ACCH;Aho-Corasick-based algorithm for Compressed HTTP;GZIP compression;compressed HTTP traffic;data compression;decompression phase;market-share;multipattern matching acceleration;pattern matching;real Web application firewall signatures;security tools;signature-based detection;string matching,,3,,34,,10/27/2011,Jun-12,,IEEE,IEEE Journals & Magazines,,,
A Goal-Oriented Approach for Modeling and Analyzing Attack Graph,Xuejiao Liu; Chengfang Fang; Debao Xiao; Hui Xu,"Inst. of Comput. Network & Commun., HuaZhong Normal Univ., Hubei, China","Information Science and Applications (ICISA), 2010 International Conference on",20100607,2010,,,1,8,"As network components are often highly interdependent and interconnected,an adversary outside can take advantage of multiple vulnerabilities in unexpected ways, incrementally penetrate a network and compromise critical systems. Attack graph is commonly used for analyzing network security level for its capability in reflecting all network vulnerabilities and their inter relationships. However, attack graph assumes an over pessimistic situation by giving the attacker unlimited power of exploiting each chain of vulnerabilities in the network, leading the complexity of analyzing to grow exponentially with the size of network. Therefore, the weakest paths suggested by such analysis could be inaccurate for adversary with limited computation power. In this paper, we investigate how attackers are planning to exploit vulnerabilities towards their targets and present the idea of a goal-oriented analysis of attack graph to address this problem. We give algorithms for analyzing network vulnerabilities, predicting attackers's potential target, and giving suggestions on patching the weakest nodes based on attackers' targets.",,978-1-4244-5941-4,978-1-4244-5943-8,10.1109/ICISA.2010.5480282,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5480282,,Algorithm design and analysis;Computer networks;Independent component analysis;National security;Performance analysis;Power system security;Protection;Software performance;Software systems;Software tools,computer network security,attack graph analyzing;attack graph modeling;critical systems;goal-oriented approach;network security;network vulnerabilities,,2,,27,,,21-23 April 2010,,IEEE,IEEE Conference Publications,,,
Flow Inspection Router Assignment (FIRA) in Access/Aggregation Network Clouds,"Wang, Jianping; Qiao, Chunming; Sudhaakar, Raghuram S.; Addepalli, Sateesh; Jin, Yaohui; Argibay-Losada, Pablo Jesus",,"Distributed Computing Systems Workshops (ICDCSW), 2012 32nd International Conference on",20120806,2012,,,436,445,"Sufficient computing resources available at future generation routers in the access/aggregation networks can be pooled to form a cloud at edge, which we call Access/Aggregation Network Cloud (or ANC). An ANC can be used to handle some of the information processing conventionally done inside the enterprise networks. ANC computing can also result in a much less delay and more flexibility than if such information processing is done centrally in a data center in the core. In this paper, we formulate two representative optimization problems related to Flow Inspection Router Assignment (FIRA) in ANCs. Their objectives are to minimize the (weighted) number of flows that still need to be inspected inside the enterprise network when only some flows can be assigned to the ANC due to the additional flow inspection delay in the ANC, and when all the flows can be assigned to the ANC, to minimize the additional flow inspection delay, respectively. We prove the NP-hardness of these two new problems, study their performance bounds and propose efficient heuristics. We further extend the formulation and solution to support multicast flows. Simulation shows that our heuristic algorithms can perform close to their performance bounds, implying their near optimality and the tightness of the bounds. In addition, simulation also demonstrates how inspection computing resources can be reduced for multicast flows.",1545-0678,978-1-4673-1423-7,,10.1109/ICDCSW.2012.86,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6258190,,Delay;Educational institutions;Heuristic algorithms;Inspection;Logic gates;Optimization;Upper bound,,,,0,,19,,,18-21 June 2012,,IEEE,IEEE Conference Publications,,,
A Flow Classifier with Tamper-Resistant Features and an Evaluation of Its Portability to New Domains,"Guixi Zou; Kesidis, G.; Miller, D.J.","EE & CS & E Depts, Pennsylvania State Univ., University Park, PA, USA","Selected Areas in Communications, IEEE Journal on",20110728,2011,29,7,1449,1460,"Flow classification by application type is motivated by on-line anomaly detection, off-line network planning, and on-line enforcement of terms-of-use policies by public ISPs or by administrators of private-enterprise networks. Both signature matching and a variety of feature-based pattern recognition methods have been applied to address this problem. In this paper, we propose a TCP flow classifier that employs neither packet header information that is protocol-specific (including port numbers) nor packet-payload information. Techniques based on the former are readily evadable, while detailed yet scalable inspection of packet payloads is difficult to achieve, may violate privacy laws, and is defeated by data encryption. Our classifier is tested on two contemporary publicly available datasets recorded in similar networking contexts. We consider the often encountered scenario where ground-truth labels, necessary for supervised classifier training, are unavailable for a domain where flow classification needs to be applied. In this case, one must ""port over"" a classifier trained on one domain to make decisions on another. We address issues in reconciling differences in class definitions between the two domains. We also demonstrate by our results that domain differences in the class-conditional feature distributions, which will exist in practice, can lead to substantial losses in classification accuracy on the new domain. Finally, we also propose and evaluate a hypothesis testing approach to detect port spoofing by exploiting confusion matrix statistics.",0733-8716,,,10.1109/JSAC.2011.110810,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5963163,domain adaptation;flow-based classification,Accuracy;Electronic mail;Feature extraction;Payloads;Protocols;Servers;Training,cryptography;pattern classification;transport protocols,confusion matrix statistics;data encryption;feature based pattern recognition method;flow classification;offline network planning;online anomaly detection;private-enterprise network;tamper-resistant feature,,4,,29,,,Aug-11,,IEEE,IEEE Journals & Magazines,,,
Structural TLR algorithm for anomaly detection based on Danger Theory,"Nejad, F.S.; Salkhi, R.; Azmi, R.; Pishgoo, B.","Oper. Syst. Security Lab. (OSSL), Alzahra Univ., Tehran, Iran","Information Security and Cryptology (ISCISC), 2012 9th International ISC Conference on",20130110,2012,,,156,161,"Artificial Immune Systems have long been used in the field of computer security and especially in Intrusion Detection systems. The first generation of AISs which is inspired only by the adaptive immune system has some weak points and suffers from excessive amount of false alarms. The next generation of AISs is inspired by “Danger Theory” and tries to mimic the innate immune system along with the adaptive immune system of the body. Two algorithms named TLR and DCA are proposed in this new area that both of them are trying to identify the antigens based on a simple identifier. They suffer from low accuracy due to the fact that they are not taking the structure of antigens into account. In this paper we propose an algorithm called STLR (structural TLR), which is an extended form of TLR algorithm. STLR tries to model the interaction of adaptive and innate biological immune system and at the same time considers the structure of the antigens. In this algorithm, each system call represents an antigen whose structure is determined by the system call's arguments and some other parameters. Our experimental results show that using the structural aspects of an antigen, STLR can lead to a great increase in the detection rate and accuracy.",,978-1-4673-2387-1,,10.1109/ISCISC.2012.6408214,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6408214,Anomaly Detection;Antigen Structure;Atificial Immune Systems;Danger Theory,Accuracy;Adaptive systems;Intrusion detection;Lymph nodes;Signal processing algorithms;Training,artificial immune systems;security of data,AIS;DCA;IDS;STLR;adaptive biological immune system;adaptive immune system;anomaly detection;antigens;artificial immune systems;computer security;danger theory;innate biological immune system;innate immune system;intrusion detection systems;structural TLR algorithm;system call arguments,,0,,18,,,13-14 Sept. 2012,,IEEE,IEEE Conference Publications,,,
Multipattern string matching on a GPU,"Xinyan Zha; Sahni, S.","Comput. & Inf. Sci. & Eng., Univ. of Florida, Gainesville, FL, USA","Computers and Communications (ISCC), 2011 IEEE Symposium on",20110818,2011,,,277,282,We develop GPU adaptations of the Aho-Corasick string matching algorithm for the the case when all data reside initially in the GPU memory and the results are to be left in this memory. We consider several refinements to a base GPU implementation and measure the performance gain from each refinement. Experiments conducted on an NVIDIA Tesla GT200 GPU that has 240 cores running off of a Xeon 2.8GHz quad-core host CPU show that our Aho-Corasick GPU adaptation achieves a speedup between 8.5 and 9.5 relative to a single-thread CPU implementation and between 2.4 and 3.2 relative to the best multithreaded implementation.,1530-1346,978-1-4577-0680-6,978-1-4577-0678-3,10.1109/ISCC.2011.5983790,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5983790,Aho-Corasick;CUDA;GPU;Multipattern string matching,Arrays;Bandwidth;Doped fiber amplifiers;Graphics processing unit;Instruction sets;Memory management;Registers,computer graphic equipment;coprocessors;multi-threading;multiprocessing systems;string matching,Aho-Corasick string matching algorithm;GPU memory;NVIDIA Tesla GT200 GPU;Xeon 2.8GHz quad core host CPU;multipattern string matching;multithreaded implementation;single thread CPU implementation,,5,,17,,,June 28 2011-July 1 2011,,IEEE,IEEE Conference Publications,,,
"Detection, correlation, and visualization of attacks against critical infrastructure systems","Briesemeister, L.; Cheung, S.; Lindqvist, U.; Valdes, A.","SRI Int., Menlo Park, CA, USA","Privacy Security and Trust (PST), 2010 Eighth Annual International Conference on",20100930,2010,,,15,22,"Digital control systems are essential to the safe and efficient operation of a variety of industrial processes in sectors such as electric power, oil and gas, water treatment, and manufacturing. Modern control systems are increasingly connected to other control systems as well as to corporate systems. They are also increasingly adopting networking technology and system and application software from conventional enterprise systems. These trends can make control systems vulnerable to cyber attack, which in the case of control systems may impact physical processes causing environmental harm or injury. We present some results of the DATES (Detection and Analysis of Threats to the Energy Sector) project, wherein we adapted and developed several intrusion detection technologies for control systems. The suite of detection technologies was integrated and connected to a commercial security event correlation framework from ArcSight. We demonstrated the efficacy of our detection and correlation solution on two coupled testbed environments. We particularly focused on detection, correlation, and visualization of a network traversal attack, where an attacker penetrates successive network layers to compromise critical assets that directly control the underlying process. Such an attack is of particular concern in the layered architectures typical of control system implementations.",,978-1-4244-7551-3,978-1-4244-7549-0,10.1109/PST.2010.5593242,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5593242,alert correlation;anomaly detection;control system security;critical infrastructure security;intrusion;security information event management,Control systems;Correlation;Intrusion detection;Monitoring;Process control;Servers,security of data,DATES;commercial security event correlation framework;cyber attack;digital control systems;intrusion detection technologies;network traversal attack,,4,,22,,,17-19 Aug. 2010,,IEEE,IEEE Conference Publications,,,
