http://ieeexplore.ieee.org.ezproxy.rit.edu/search/searchresult.jsp?download-format=download-csv&bulkSetSize=2000&refinements%3D4291944822%2C4291944246%26ranges%3D1998_2016_p_Publication_Year%26matchBoolean%3Dtrue%26searchField%3DSearch_All_Text%26queryText%3D%28%28.QT.Recall.QT.%29+AND+.QT.Intrusion+Detection+System.QT.%29,11/20/2015 17:41,"((""Recall"") AND ""Intrusion Detection System"")",IEEE
Document Title,Authors,Author Affiliations,Publication Title,Date Added To Xplore,Year,Volume,Issue,Start Page,End Page,Abstract,ISSN,ISBN,EISBN,DOI,PDF Link,Author Keywords,IEEE Terms,INSPEC Controlled Terms,INSPEC Non-Controlled Terms,MeSH Terms,Article Citation Count,Patent Citation Count,Reference Count,Copyright Year,Online Date,Issue Date,Meeting Date,Publisher,Document Identifier
Effective Monitoring of a Survivable Distributed Networked Information System,"Rubel, P.; Atighetchi, M.; Fong, M.; O'Brien, R.","Partha Pal, BBN Technol., Cambridge, MA","Availability, Reliability and Security, 2008. ARES 08. Third International Conference on",20080523,2008,,,1306,1312,"In 2002, DARPA put together a challenging proposition to the research community: demonstrate using an existing information system and available DARPA developed and other COTS technologies that a very high level of survivability against unconstrained attack by a nation-state-level red team is achievable. This report describes the monitoring, intrusion detection, and reporting infrastructure of the resulting system, highlighting the design principles and lessons learned that are generally applicable to survivable information systems.",,978-0-7695-3102-1,,10.1109/ARES.2008.188,http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=4529495,Alerts;Distributed Systems;Monitoring;Survivability,Availability;Correlators;Humans;Information management;Information security;Information systems;Intrusion detection;Monitoring;Protection;Virtual private networks,distributed processing;security of data,intrusion detection;nation-state-level red team;survivable distributed networked information system;unconstrained attack,,0,,7,,,4-7 March 2008,,IEEE,IEEE Conference Publications,,
Fast multipattern search algorithms for intrusion detection,"Kuri, J.; Navarro, G.","Ecole Superieure d''Electr., Gif-sur-Yvette, France","String Processing and Information Retrieval, 2000. SPIRE 2000. Proceedings. Seventh International Symposium on",20020806,2000,,,169,180,"Presents new search algorithms to detect the occurrences of any pattern from a given pattern set in a text, allowing in the occurrences a limited number of spurious text characters among those of the pattern. This is a common requirement in intrusion detection applications. Our algorithms exploit the ability to represent the search state of one or more patterns in the bits of a single machine word and to update all the search states in a single operation. We show analytically and experimentally that the algorithms are able of rapidly searching large sets of patterns, allowing a large number of spurious characters, yielding about a 75-fold improvement over the classical algorithm",,0-7695-0746-8,,10.1109/SPIRE.2000.878193,http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=878193,,Algorithm design and analysis;Biological system modeling;Biology computing;Computational biology;Computer science;Information retrieval;Intrusion detection;Pattern analysis;Pattern matching;Search engines,algorithm theory;search problems;security of data;string matching,fast multi-pattern search algorithms;intrusion detection;machine word;pattern occurrence detection;search state representation;search state updating;spurious characters;spurious text characters,,3,4,19,,,2000,27 Sep 2000-29 Sep 2000,IEEE,IEEE Conference Publications,,
e-NeXSh: achieving an effectively non-executable stack and heap via system-call policing,"Kc, G.S.; Keromytis, A.D.","Google Inc., Mountain View, CA","Computer Security Applications Conference, 21st Annual",20060103,2005,,,15 pp.,302,"We present e-NeXSh, a novel security approach that utilises kernel and LIBC support for efficiently defending systems against process-subversion attacks. Such attacks exploit vulnerabilities in software to override its program control-flow and consequently invoke system calls, causing out-of-process damage. Our technique defeats such attacks by monitoring all LIBC function and system-call invocations, and validating them against process-specific information that strictly prescribes the permissible behaviour for the program (unlike general sandboxing techniques that require manually maintained, explicit policies, we use the program code itself as a guideline for an implicit policy). Any deviation from this behaviour is considered malicious, and we halt the attack, limiting its damage to within the subverted process. We implemented e-NeXSh as a set of modifications to the Linux-2.4.18-3 kernel and a new user-space shared library (e-NeXSh.so). The technique is transparent, requiring no modifications to existing libraries or applications. e-NeXSh was able to successfully defeat both code-injection and LIBC-based attacks in our effectiveness tests. The technique is simple and lightweight, demonstrating no measurable overhead for select UNIX utilities, and a negligible 1.55% performance impact on the Apache Web server",1063-9527,0-7695-2461-3,,10.1109/CSAC.2005.22,http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=1565256,,Application software;Code standards;Error correction codes;Guidelines;Kernel;Libraries;Monitoring;Security;Testing;Web server,Internet;Linux;operating system kernels;security of data,Apache Web server;Linux kernel;UNIX utility;code-injection attack;e-NeXSh;nonexecutable heap;nonexecutable stack;process-subversion attack;program control flow;software vulnerability;standard C library;system call invocation;system call policing;user-space shared library,,3,3,65,,,5-9 Dec. 2005,,IEEE,IEEE Conference Publications,,
Conditional disclosure of encrypted whitelists for DDoS attack mitigation,"Bianchi, G.; Rajabi, H.; Caponi, A.; Picierro, G.",,"Globecom Workshops (GC Wkshps), 2013 IEEE",20140605,2013,,,200,206,"Defensive techniques against Internet-scale attacks can significantly benefit from sharing network security data among different domains. One compelling example, proposed in this paper, is the case of whitelists for DDoS mitigation, where domains broadcast, for each possible DDoS target (!), the set of legitimate customers (client IP addresses) whose traffic should not be blocked while a DDoS attack is in progress. However, such a fine-grained whitelist sharing approach appears hardly appealing (to say the least) to operators; not only the indiscriminate sharing of customers' addresses raises privacy concerns, but also it discloses, to competitor domains, business critical information on the identity and activity of customers. In a previous work, we proposed a cryptographic approach called conditional data sharing, devised to permit disclosure of cross-domain shared fine-grained organized subsets of network monitoring data, only when a threshold number of domains are ready to reveal their data. In this paper, we cast such technique to a realistic scenario of whitelist sharing for DDoS mitigation, and we significantly extend the underlying cryptographic approach so as to support disclosure not only for threshold-based policies, but for more general (monotone) access structures.",,,,10.1109/GLOCOMW.2013.6824986,http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=6824986,,Access control;Computer crime;Conferences;Cryptography;IP networks;Monitoring,computer network security;cryptography,DDoS mitigation;Internet-scale attacks;client IP addresses;competitor domains;conditional data sharing;cross-domain shared fine-grained organized subsets;cryptographic approach;defensive techniques;domains broadcast;legitimate customers;network monitoring data;network security data sharing;privacy concerns;threshold-based policies;whitelist sharing,,0,,39,,,9-13 Dec. 2013,,IEEE,IEEE Conference Publications,,
On the completeness of attack mutation algorithms,"Rubin, S.; Jha, S.; Miller, B.P.","Dept. of Comput. Sci., Wisconsin Univ., Madison, WI","Computer Security Foundations Workshop, 2006. 19th IEEE",20060731,2006,,,14 pp.,56,"An attack mutation algorithm takes a known instance of an attack and transforms it into many distinct instances by repeatedly applying attack transformations. Such algorithms are widely used for testing intrusion detection systems. We investigate the notion of completeness of a mutation algorithm: its capability to generate all possible attack instances from a given set of attack transformations. We define the notion of a Phi-complete mutation algorithm. Given a set of transformations Phi, an algorithm is complete with respect to Phi, if it can generate every instance that the transformations in Phi derive. We show that if the rules in Phi are uniform and reversible then a Phi-complete algorithm exists. Intuitively speaking, uniform and reversible transformations mean that we can first exclusively apply transformations that simplify the attack, then exclusively apply transformations that complicate it, and still get all possible instances that are derived by the rules in Phi. Although uniformity and reversibility may appear severe restrictions, we show that common attack transformations are indeed uniform and reversible. Therefore, our Phi-complete algorithm can be incorporated into existing testing tools for intrusion detection systems. Furthermore, we show that a Phi-complete algorithm is useful, not only for testing purposes, but also for determining whether two packet traces are two different mutations of the same attack",1063-6900,0-7695-2615-2,,10.1109/CSFW.2006.21,http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=1648707,,Computer security;Conferences;Encoding;Feeds;Genetic mutations;Intrusion detection;Pattern matching;System testing;TCPIP;Uniform resource locators,security of data,Phi-complete mutation algorithm;attack mutation algorithms;attack transformations;intrusion detection systems;reversible transformations;transformations Phi;uniform transformations,,0,13,29,,,0-0 0,,IEEE,IEEE Conference Publications,,
Session initiation protocol firewall for the IP multimedia subsystem core,"Bessis, Thierry; Gurbani, Vijay K.; Rana, Ashwin","Alcatel-Lucent Common Platform Development Department in Naperville, Illinois",Bell Labs Technical Journal,20140429,2011,15,4,169,187,"As the deployment of Session Initiation Protocol (SIP) accelerates, there is an accompanying need to secure the SIP infrastructure. One way to do so is through a SIP firewall, which is loosely defined as a device that blocks attacks mounted via SIP. Using this definition, a firewall is indistinguishable from a session border controller (SBC), also used by SIP service providers to secure their networks. SIP firewalls and SBCs are often deployed by SIP service providers at the periphery of the network to impose some manner of order on the SIP traffic before allowing it to enter the network. In this vein, a SIP firewall needs to effectively block many SIP attacks and distinguish a distributed denial of service (DDoS) attack from a classic overload traffic arrival rate. But what exactly is a firewall and what features should it provide in its role of inspecting SIP traffic bound for the service provider's network? What are the economic and technical tradeoffs necessary for ubiquitous deployment? In this paper, we define the role of a firewall in protecting the IP Multimedia Subsystem (IMS) or SIP-based core network, distinguish it from an SBC, and characterize the specific threats to SIP messages at the L2 (data link layer), L3 (network layer), L4 (transport layer), and L5 (session layer). We show how a SIP firewall can thwart these attacks and we propose an implementation based on a simplified, but fully hardware accelerated SIP proxy as a front end SIP firewall. Such a system naturally blocks most attacks and implements many defense mechanisms.",1089-7089,,,10.1002/bltj.20479,http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=6772564,,,,,,0,,,,,Mar-11,,Alcatel-Lucent,Alcatel-Lucent Journal,,
Finite State Machine Parsing for Internet Protocols: Faster Than You Think,"Graham, R.D.; Johnson, P.C.",,"Security and Privacy Workshops (SPW), 2014 IEEE",20141120,2014,,,185,190,"A parser's job is to take unstructured, opaque data and convert it to a structured, semantically meaningful format. As such, parsers often operate at the border between untrusted data sources (e.g., the Internet) and the soft, chewy center of computer systems, where performance and security are paramount. A firewall, for instance, is precisely a trust-creating parser for Internet protocols, permitting valid packets to pass through and dropping or actively rejecting malformed packets. Despite the prevalence of finite state machines (FSMs) in both protocol specifications and protocol implementations, they have gained little traction in parser code for such protocols. Typical reasons for avoiding the FSM computation model claim poor performance, poor scalability, poor expressibility, and difficult or time-consuming programming. In this research report, we present our motivations for and designs of finite state machines to parse a variety of existing Internet protocols, both binary and ASCII. Our hand-written parsers explicitly optimize around L1 cache hit latency, branch misprediction penalty, and program-wide memory overhead to achieve aggressive performance and scalability targets. Our work demonstrates that such parsers are, contrary to popular belief, sufficiently expressive for meaningful protocols, sufficiently performant for high-throughput applications, and sufficiently simple to construct and maintain. We hope that, in light of other research demonstrating the security benefits of such parsers over more complex, Turing-complete codes, our work serves as evidence that certain ``practical'' reasons for avoiding FSM-based parsers are invalid.",,,,10.1109/SPW.2014.34,http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=6957302,,Automata;Internet;Pipelines;Program processors;Protocols;Servers;Switches,Internet;finite state machines;protocols,FSM;Internet protocols;L1 cache hit latency;branch misprediction penalty;finite state machine parsing;program-wide memory overhead;protocol implementations;protocol specifications,,0,,9,,,17-18 May 2014,,IEEE,IEEE Conference Publications,,
Cyber Scanning: A Comprehensive Survey,"Bou-Harb, E.; Debbabi, M.; Assi, C.","Concordia Inst. for Inf. Syst. Eng., Canada","Communications Surveys & Tutorials, IEEE",20140819,2014,16,3,1496,1519,"Cyber scanning refers to the task of probing enterprise networks or Internet wide services, searching for vulnerabilities or ways to infiltrate IT assets. This misdemeanor is often the primarily methodology that is adopted by attackers prior to launching a targeted cyber attack. Hence, it is of paramount importance to research and adopt methods for the detection and attribution of cyber scanning. Nevertheless, with the surge of complex offered services from one side and the proliferation of hackers' refined, advanced, and sophisticated techniques from the other side, the task of containing cyber scanning poses serious issues and challenges. Furthermore recently, there has been a flourishing of a cyber phenomenon dubbed as cyber scanning campaigns - scanning techniques that are highly distributed, possess composite stealth capabilities and high coordination - rendering almost all current detection techniques unfeasible. This paper presents a comprehensive survey of the entire cyber scanning topic. It categorizes cyber scanning by elaborating on its nature, strategies and approaches. It also provides the reader with a classification and an exhaustive review of its techniques. Moreover, it offers a taxonomy of the current literature by focusing on distributed cyber scanning detection methods. To tackle cyber scanning campaigns, this paper uniquely reports on the analysis of two recent cyber scanning incidents. Finally, several concluding remarks are discussed.",1553-877X,,,10.1109/SURV.2013.102913.00020,http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=6657498,Cyber scanning;Network reconnaissance;Probing;Probing campaigns;Scanning events,Cyberspace;Internet;Monitoring;Ports (Computers);Probes;Protocols;Servers,Internet;security of data,Internet wide services;cyber scanning technique;distributed cyber scanning detection method;enterprise networks;targeted cyber attack,,0,,113,,11/7/2013,Third Quarter 2014,,IEEE,IEEE Journals & Magazines,,
Stealthy Attacks in Wireless Ad Hoc Networks: Detection and Countermeasure,"Khalil, I.; Bagchi, S.","Coll. of Inf. Technol., United Arab Emirates Univ., Al Ain, United Arab Emirates","Mobile Computing, IEEE Transactions on",20110620,2011,10,8,1096,1112,"Stealthy packet dropping is a suite of four attacks-misrouting, power control, identity delegation, and colluding collision-that can be easily launched against multihop wireless ad hoc networks. Stealthy packet dropping disrupts the packet from reaching the destination through malicious behavior at an intermediate node. However, the malicious node gives the impression to its neighbors that it performs the legitimate forwarding action. Moreover, a legitimate node comes under suspicion. A popular method for detecting attacks in wireless networks is behavior-based detection performed by normal network nodes through overhearing the communication in their neighborhood. This leverages the open broadcast nature of wireless communication. An instantiation of this technology is local monitoring. We show that local monitoring, and the wider class of overhearing-based detection, cannot detect stealthy packet dropping attacks. Additionally, it mistakenly detects and isolates a legitimate node. We present a protocol called Sadec that can detect and isolate stealthy packet dropping attack efficiently. Sadec presents two techniques that can be overlaid on baseline local monitoring: having the neighbors maintain additional information about the routing path, and adding some checking responsibility to each neighbor. Additionally, Sadec provides an innovative mechanism to better utilize local monitoring by considerably increasing the number of nodes in a neighborhood that can do monitoring. We show through analysis and simulation experiments that baseline local monitoring fails to efficiently mitigate most of the presented attacks while SADEC successfully mitigates them.",1536-1233,,,10.1109/TMC.2010.249,http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=5677538,KeywordsLocal monitoring;misrouting;multihop wireless networks;packet dropping;transmission power control.,Base stations;Monitoring;Power control;Relays;Routing protocols;Wireless networks,ad hoc networks;cryptographic protocols;telecommunication security;wireless sensor networks,Sadec;attacks detection;malicious behavior;multihop wireless networks;overhearing based detection;packet dropping;protocol;transmission power control;wireless ad hoc network;wireless communication,,6,,39,,12/30/2010,Aug. 2011,,IEEE,IEEE Journals & Magazines,,
On the confidential auditing of distributed computing systems,"Shen, Y.; Lam, T.C.; Jyh-Charn Liu; Wei Zhao","Dept. of Comput. Sci., Texas A&M Univ., College Station, TX, USA","Distributed Computing Systems, 2004. Proceedings. 24th International Conference on",20050228,2004,,,600,607,"We propose a confidential logging and auditing service for distributed information systems. We propose a cluster-based TTP (trusted third party) architecture for the event log auditing services, so that no single TTP node can have the full knowledge of the logs, and thus no single node can misuse the log information without being detected. On the basis of a relaxed form of secure distributed computing paradigms, one can implement confidential auditing service so that the auditor can retrieve certain aggregated system information, e.g. the number of transactions, the total volume, the event traces, etc., without having to access the full log data. Similar to the peer relationship of routers to provide global network routing services, the mutually supported, mutually monitored cluster TTP architecture allows independent systems to collaborate in network-wide auditing without compromising their private information.",1063-6927,0-7695-2086-3,,10.1109/ICDCS.2004.1281627,http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=1281627,,Computer architecture;Computer science;Distributed computing;Distributed information systems;Event detection;Information retrieval;Intrusion detection;Peer to peer computing;Privacy;Protocols,cryptography;data privacy;distributed processing;message authentication;open systems;telecommunication network routing,cluster-based trusted third party architecture;confidential auditing;confidential logging;distributed computing systems;distributed information systems;network routing services;network-wide auditing,,0,,30,,,2004,,IEEE,IEEE Conference Publications,,
Statistical estimation for Single Linkage Hierarchical Clustering,"Zhu Dekang; Guralnik, D.; Wang Xuezhi; Li Xiang; Moran, B.","Sch. of Electron. Sci. & Eng., Nat. Univ. of Defense Technol., Changsha, China","Cyber Technology in Automation, Control, and Intelligent Systems (CYBER), 2015 IEEE International Conference on",20151005,2015,,,745,750,"Clustering is a key component of most detectors of cyber-attacks, and increasingly, for both theoretical and practical reasons, methods that produce hierarchical clusterings (dendrograms) are being deployed in this context. In particular Single Linkage Hierarchical Clustering (SLHC) is attracting considerable interest. Existing clustering algorithms take no account of uncertainties in the data. In this paper, we derive a statistical model for the estimation of dendrograms, taking into account the uncertainty (through noise or corruption) in the distances among data points. We focus on just the estimation of the hierarchy of partitions afforded by the dendrogram, rather than the heights in the latter. The concept of estimating this dendrogram structure under SLHC is introduced, and an approximate maximum likelihood estimator (MLE) for the dendrogram structure is described. The proposed concept is demonstrated by a simple Monte Carlo simulation which demonstrates that the proposed MLE method performs better than SLHC in obtaining the correct structure.",,978-1-4799-8728-3,,10.1109/CYBER.2015.7288035,http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=7288035,,Clustering algorithms;Clustering methods;Couplings;Maximum likelihood estimation;Measurement;Monte Carlo methods,Monte Carlo methods;maximum likelihood estimation;pattern clustering;statistical analysis,MLE method;Monte Carlo simulation;SLHC;approximate maximum likelihood estimator;data points;data uncertainties;dendrogram structure estimation;distance uncertainty;partition hierarchy estimation;single-linkage hierarchical clustering;statistical estimation,,,,,,,8-12 June 2015,,IEEE,IEEE Conference Publications,,
Summarization - compressing data into an informative representation,"Chandola, V.; Kumar, V.","Dept. of Comput. Sci., Minnesota Univ., Minneapolis, MN, USA","Data Mining, Fifth IEEE International Conference on",20060103,2005,,,8 pp.,,"In this paper, we formulate the problem of summarization of a dataset of transactions with categorical attributes as an optimization problem involving two objective functions - compaction gain and information loss. We propose metrics to characterize the output of any summarization algorithm. We investigate two approaches to address this problem. The first approach is an adaptation of clustering and the second approach makes use of frequent item sets from the association analysis domain. We illustrate one application of summarization in the field of network data where we show how our technique can be effectively used to summarize network traffic into a compact but meaningful representation. Specifically, we evaluate our proposed algorithms on the 1998 DARPA Off-line Intrusion Detection Evaluation data and network data generated by SKAION Corp for the ARDA information assurance program.",1550-4786,0-7695-2278-5,,10.1109/ICDM.2005.137,http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=1565667,,Clustering algorithms;Compaction;Computer science;Data analysis;Data mining;Data visualization;Intrusion detection;Itemsets;Monitoring;Telecommunication traffic,data compression;data mining;optimisation;transaction processing,association analysis;compaction gain;data summarization;frequent item sets;information loss;informative representation;objective function;optimization problem;transaction data,,1,,21,,,27-30 Nov. 2005,,IEEE,IEEE Conference Publications,,
"F-Sign: Automatic, Function-Based Signature Generation for Malware","Shabtai, A.; Menahem, E.; Elovici, Y.","Dept. of Inf. Syst. Eng., Ben-Gurion Univ., Beer-Sheva, Israel","Systems, Man, and Cybernetics, Part C: Applications and Reviews, IEEE Transactions on",20110616,2011,41,4,494,508,"In this research, we present a new method, termed F-Sign, for automatic extraction of unique signatures from malware files. F-Sign is primarily intended for high-speed network traffic filtering devices that are based on deep-packet inspection. Malicious executables are analyzed using two approaches: disassembly, utilizing IDA-Pro, and the application of a dedicated state machine in order to obtain the set of functions comprising the executables. The signature extraction process is based on a comparison with a common function repository. By eliminating functions appearing in the common function repository from the signature candidate list, F-Sign can minimize the risk of false-positive detection errors. To minimize false-positive rates even further, F-Sign proposes intelligent candidate selection using an entropy score to generate signatures. Evaluation of F-Sign was conducted under various conditions. The findings suggest that the proposed method can be used for automatically generating signatures that are both specific and sensitive.",1094-6977,,,10.1109/TSMCC.2010.2068544,http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=5585792,Automatic signature generation (ASG);malware;malware filtering,Binary codes;Grippers;Libraries;Malware;Monitoring;Real time systems;Software,digital signatures;error detection;finite state machines;invasive software,F-sign;IDA-Pro;automatic extraction;automatic signature generation;common function repository;deep packet inspection;entropy score;false positive detection error;function-based signature generation;high speed network traffic filtering device;intelligent candidate selection;malware;signature candidate list;signature extraction process;state machine,,1,,38,,9/27/2010,Jul-11,,IEEE,IEEE Journals & Magazines,,
Quantifying resiliency and detection latency of intrusion detection structures,"Striki, M.; Manousakis, K.; Kindred, D.; Sterne, D.; Lawler, G.; Ivanic, N.; Tran, G.",,"Military Communications Conference, 2009. MILCOM 2009. IEEE",20100115,2009,,,1,8,"A network intrusion detection (ID) system detects malicious behavior by analyzing network traffic. Malicious behavior may target the disruption of communications, infrastructure services, and applications. A number of ID techniques proposed for dynamic wireless networks (e.g., sensor, ad-hoc and mobile ad-hoc networks) are based on the creation of an overlay hierarchy or other structure to organize the collection and processing of ID data. The particular structure chosen may significantly impact the ID system's performance with respect to network overhead, responsiveness, scalability, detection latency, resiliency to failures, and other factors. In this paper, we propose the formal definition and quantification of resiliency and detection latency. Specifically, we introduce analytical expressions that map ID structures to the metric space of real numbers. We define this mapping for a) various types of tree structures that have been proposed previously for dynamic wireless systems and b) a hypercube structure that presents promising resiliency characteristics. This analysis reveals important tradeoffs among the various ID structures under consideration.",,978-1-4244-5238-5,978-1-4244-5239-2,10.1109/MILCOM.2009.5379997,http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=5379997,,Ad hoc networks;Delay;Hypercubes;Intrusion detection;Mobile communication;Scalability;System performance;Telecommunication traffic;Tree data structures;Wireless sensor networks,ad hoc networks;mobile communication;telecommunication security;telecommunication traffic;trees (mathematics),detection latency;dynamic wireless network;hypercube structure;malicious behavior detection;network intrusion detection;network traffic;resiliency quantification;tree structure,,0,,16,,,18-21 Oct. 2009,,IEEE,IEEE Conference Publications,,
A Network Activity Classification Schema and Its Application to Scan Detection,"Treurniet, J.","Defence R&D Canada, Ottawa, ON, Canada","Networking, IEEE/ACM Transactions on",20111013,2011,19,5,1396,1404,"Internet traffic is neither well-behaved nor well-understood, which makes it difficult to detect malicious activities such as scanning. A large portion of scanning activity is of a slow scan type and is not currently detectable by security appliances. In this proof-of-concept study, a new scan detection technique is demonstrated that also improves our understanding of Internet traffic. Sessions are created using models of the behavior of packet-level data between host pairs, and activities are identified by grouping sessions based on patterns in the type of session, the IP addresses, and the ports. In a 24-h data set of nearly 10 million incoming sessions, a prodigious 78% were identified as scan probes. Of the scans, 80% were slower than basic detection methods can identify. To manage the large volume of scans, a prioritization method is introduced wherein scans are ranked based on whether a response was made and on the periodicity of the probes in the scan. The data is stored in an efficient manner, allowing activity information to be retained for very long periods of time. This technique provides insight into Internet traffic by classifying known activities, giving visibility to threats to the network through scan detection, while also extending awareness of the activities occurring on the network.",1063-6692,,,10.1109/TNET.2011.2109009,http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=5720528,Security and protection;system management;traffic analysis,Backscatter;Computer crime;IP networks;Internet;Probes;Protocols;Sockets,IP networks;Internet;security of data;telecommunication security,IP address;Internet traffic;activity information;malicious activity detection;network activity classification schema;packet-level data;periodicity;scan detection;scan probes;scanning activity;time 24 h,,9,,35,,2/28/2011,Oct. 2011,,IEEE,IEEE Journals & Magazines,,
DelPHI: wormhole detection mechanism for ad hoc wireless networks,Hon Sun Chiu; King-Shan Lui,"Dept. of Electr. & Electron. Eng., Hong Kong Univ., China","Wireless Pervasive Computing, 2006 1st International Symposium on",20060410,2006,,,6 pp.,,"In mobile ad hoc networks, data transmission is performed within an untrusted wireless environment. Various kinds of attack have been identified and corresponding solutions have been proposed. Wormhole attack is one of the serious attacks which forms a serious threat in the networks, especially against many ad hoc wireless routing protocols and location-based wireless security system. We identify two types of wormhole attacks. In the first type, malicious nodes do not take part in finding routes, meaning that, legitimate nodes do not know their existence. In the second type, malicious nodes do create route advertisements and legitimate nodes are aware of the existence of malicious nodes, just do not know they are malicious. Some researchers have proposed detection mechanisms for the first type. In this paper, we propose an efficient detection method called delay per hop indication (DelPHI). By observing the delays of different paths to the receiver, the sender is able to detect both kinds of wormhole attacks. This method requires neither synchronized clocks nor special hardware equipped mobile nodes. The performance of DelPHI is justified by simulations.",,0-7803-9410-0,,10.1109/ISWPC.2006.1613586,http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=1613586,Ad Hoc;Security;Tunnel;Wireless;Wormhole,Clocks;Communication system security;Data communication;Delay;Mobile ad hoc networks;Routing protocols;Synchronization;Telecommunication traffic;Tunneling;Wireless networks,ad hoc networks;data communication;mobile radio;routing protocols;telecommunication security,DelPHI;ad hoc wireless routing protocols;data transmission;delay per hop indication;location-based wireless security system;malicious nodes;mobile ad hoc wireless networks;route advertisements;untrusted wireless environment;wormhole attacks;wormhole detection mechanism,,20,,14,,,16-18 Jan. 2006,,IEEE,IEEE Conference Publications,,
A zero-sum game theoretic framework for jamming detection and avoidance in Wireless Sensor Networks,Xingkun Xu; Kunlun Gao; Xiaokun Zheng; Ting Zhao,"Inf. &amp; Commun. Dept., China Electron. Power Res. Inst., Beijing, China","Computer Science and Information Processing (CSIP), 2012 International Conference on",20120924,2012,,,265,270,"Wireless Sensor Networks have demonstrated successful applications for both civil and military tasks in recent years. However, sensor networks are susceptible to jamming attacks because they are randomly deployed in open and unprotected environments, and sensor nodes are always resource-limited. Therefore, it is necessary to utilize effective mechanisms to protect sensor networks against malicious jamming. In this paper, we propose a noncooperative zero-sum game theoretic framework for jamming detection and avoidance framework integrated for single-hop wireless sensor networks. Furthermore, we provide two utility function types and analyze the Nash Equilibrium of the proposed zero-sum game. Based on the analyzed results, our scheme can prevent jamming attacks on sensor networks efficiently.",,978-1-4673-1410-7,,10.1109/CSIP.2012.6308845,http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=6308845,Jamming Attacks;Nash Equilibrium;Noncooperative Zero-Sum Game;Wireless Sensor Network,Games;Jamming;Media Access Protocol,game theory;interference suppression;jamming;wireless sensor networks,Nash equilibrium;jamming attacks;jamming avoidance framework;jamming detection;noncooperative zero-sum game theoretic framework;sensor nodes;single-hop wireless sensor networks;utility function,,0,,12,,,24-26 Aug. 2012,,IEEE,IEEE Conference Publications,,
