http://ieeexplore.ieee.org/search/searchresult.jsp?download-format=download-csv&bulkSetSize=2000&refinements%3D4291944822%2C4291944246%26ranges%3D2009_2016_p_Publication_Year%26matchBoolean%3Dtrue%26searchField%3DSearch_All_Text%26queryText%3D%28%28%28%28%28.QT.False+positive.QT.%29+OR+.QT.misclassification.QT.%29+OR+.QT.False+alarm.QT.%29+OR+.QT.type+I+error.QT.%29+AND+.QT.Intrusion+Detection+System.QT.%29,11/9/2015 17:18,"(((((""False positive"") OR ""misclassification"") OR ""False alarm"") OR ""type I error"") AND ""Intrusion Detection System"")",IEEE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Document Title,Authors,Author Affiliations,Publication Title,Date Added To Xplore,Year,Volume,Issue,Start Page,End Page,Abstract,ISSN,ISBN,EISBN,DOI,PDF Link,Author Keywords,IEEE Terms,INSPEC Controlled Terms,INSPEC Non-Controlled Terms,MeSH Terms,Article Citation Count,Patent Citation Count,Reference Count,Copyright Year,Online Date,Issue Date,Meeting Date,Publisher,Document Identifier,,,
Analyses of flow based techniques to detect Distributed Denial of Service attacks,"Saboor, A.; Aslam, B.","Mil. Coll. of Signals, Rawalpindi, Pakistan","Applied Sciences and Technology (IBCAST), 2015 12th International Bhurban Conference on",20150312,2015,,,354,362,"Distributed Denial of Service (DDoS) attacks comprise of sending huge network traffic to a victim system using multiple systems. Detecting such attacks has gained much attention in current literature. Studies have shown that flow-based anomaly detection mechanisms give promising results as compared to typical signature based attack detection mechanisms which have not been able to detect such attacks effectively. For this purpose, a variety of flow-based DDoS detection algorithms have been put forward. We have divided the flow-based DDoS attack detection techniques broadly into two categories namely, packet header based and mathematical formulation based. Analyses has been done for two techniques one belonging to each category. The paper has analyzed and evaluated these with respect to their detection accuracy and capability. Finally, we have suggested improvements that can be helpful to give results better than both the previously proposed algorithms. Furthermore, our findings can be applied to DDoS detection systems for refining their detection capability.",,,,10.1109/IBCAST.2015.7058529,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7058529,Distributed Denial of Service Attack;Exploitation Tools;Flow-based attack detection;Intrusion Detection;cyber security,Correlation;Correlation coefficient;IP networks,computer network security;mathematical analysis;telecommunication traffic,flow-based anomaly detection mechanisms;flow-based distributed denial of service attack detection techniques;mathematical formulation;multiple systems;network traffic;packet header;signature based attack detection mechanisms;victim system,,0,,37,,,13-17 Jan. 2015,,IEEE,IEEE Conference Publications,,,
Routing attacks detection and reaction scheme for mobile ad hoc networks using statistical methods,"Mustafa, H.; Yan Xiong","Sch. of Comput. Sci. & Technol., Univ. of Sci. & Technol. of China, Hefei, China","Wireless and Optical Communication Conference (WOCC), 2013 22nd",20131202,2013,,,659,664,"Due to the vulnerabilities of nodes and channels, absence of central management, and the resources constraints, mobile ad hoc network (MANET) is relatively vulnerable to malicious attacks. In MANET, routing attacks try to disrupt the routing protocol functions by intentionally or unintentionally dropping packets or by propagating faked routing messages. However, due to their computation requirements and inefficiency against internal attacks, the prevention only mechanisms are not powerful enough to secure MANET routing protocols. In this paper, we present a distributed and cooperative scheme for MANETs routing attacks detection. The scheme collects and analyzes data that are sensitive to routing attacks so as to detect anomalous events. In this scheme, both direct observations and indirect observations are used so as to characterize the behaviors of both neighboring and remote nodes. The scheme utilizes the Grubb's test to develop new methods for detecting routing attacks and evaluating the exchanged information.",,978-1-4673-5697-8,,10.1109/WOCC.2013.6676457,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6676457,MANET;anomaly;intrusion detection;misbehaved node;routing attacks;routing protocol;statistical methods,,mobile ad hoc networks;routing protocols;statistical analysis;telecommunication network management;telecommunication security,MANET routing protocol security;central management;data analysis;dropping packets;faked routing messages;malicious attacks;mobile ad hoc networks;reaction scheme;routing attacks detection;routing protocol functions;statistical methods,,0,,11,,,16-18 May 2013,,IEEE,IEEE Conference Publications,,,
Performance analysis Toolset for wireless intrusion detection systems,"Fayssal, S.; Byoung Uk Kim","Euclidia Technol., Beirut, Lebanon","High Performance Computing and Simulation (HPCS), 2010 International Conference on",20100812,2010,,,484,490,"This paper presents a Toolset that can be used to evaluate the performance and effectiveness of wireless intrusion detection techniques. Recently, autonomic computing methods have been widely used for intrusion detection [1]. Although some wireless intrusion detection systems (WIDSs) exist on the market, recent studies show that wireless networks are still vulnerable to complex, dynamic, and knowledgeable attacks. In this paper, we review current wireless intrusion detection systems and evaluate their performance to detect a wide range of wireless network attacks. To evaluate the performance of WIDSs, we use several performance metrics to quantify the accuracy, extendibility, adaptability, scalability, overhead, and latency of the examined WIDSs. Our experimental results show that this toolset can reveal different weaknesses in the examined WIDSs.",,978-1-4244-6827-0,,10.1109/HPCS.2010.5547095,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5547095,Performance Analysis;Security;WNetFlow;Wireless Network Security,Communication system security;Intrusion detection;Monitoring;Wireless LAN;Wireless networks;Wireless sensor networks,,,,1,,17,,,June 28 2010-July 2 2010,,IEEE,IEEE Conference Publications,,,
A Novel Feature Extraction Method Assembled with PCA and ICA for Network Intrusion Detection,Lei Xie; Jin Li,"Dept. of Comput. Sci. & Technol., Xinyang Normal Univ., Xinyang, China","Computer Science-Technology and Applications, 2009. IFCSTA '09. International Forum on",20100119,2009,3,,31,34,"In network intrusion detection systems, feature extraction plays an important role in a sense of improving classification performance and reducing the computational complexity. Principle Component Analysis and Independent Component Analysis are both common feature extraction methods currently. This paper proposed a novel feature extraction method for network intrusion detection and the core of this method is a combiner which is assembled with Principle Component Analysis and Independent Component Analysis. The extracted features are employed by Support Vector Machine (SVM) for classification. The KDDCUP99 data set is used to evaluate the performance of this method. The test results show that the method takes the advantage of PCA and ICA in feature extraction, and has a preferable performance for network intrusion detection.",,978-0-7695-3930-0,978-1-4244-5423-5,10.1109/IFCSTA.2009.245,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5384712,Independent Component Analysis;Intrusion Detection;Principal Component Analysis;Support Vector Machine,Assembly;Computational complexity;Data mining;Feature extraction;Independent component analysis;Intrusion detection;Principal component analysis;Support vector machine classification;Support vector machines;Testing,computational complexity;computer network security;feature extraction;independent component analysis;pattern classification;principal component analysis;support vector machines,ICA;KDDCUP99 data set;PCA;classification performance improvement;computational complexity reduction;feature extraction method;independent component analysis;network intrusion detection;principle component analysis;support vector machine,,3,,11,,,25-27 Dec. 2009,,IEEE,IEEE Conference Publications,,,
On effective localization attacks against Internet Threat monitors,Wei Yu; Sixiao Wei; Guanhui Ma; Xinwen Fu; Nan Zhang,,"Communications (ICC), 2013 IEEE International Conference on",20131107,2013,,,2011,2015,"Internet Threat Monitoring (ITM) systems have been widely deployed to detect and characterize dangerous Internet global threats such as botnet and malware propagation. Nonetheless, the effectiveness of ITM systems largely depends on the confidentiality of their monitor locations. In this paper, we investigate localization attacks aiming to identify ITM monitor location and propose the formal model of such attacks using communication channel theory. We also develop novel techniques that significantly increases the accuracy, efficiency, and secrecy of ITM localization attacks. Specifically, we introduce (i) a frequency-based modulation technique to effectively reduce the interference from the background traffic and achieve a high attack accuracy, (ii) both time and space hopping techniques to randomize signal pattern and make the attack hard to detect by the defender, and (iii) Multiple Input and Multiple Output (MIMO) based techniques to increase the attack efficiency of identifying multiple monitors simultaneously. We derive closed formulae for the performance analysis of our proposed techniques and conduct extensive simulations. Our data validate our theoretical findings and demonstrate that the adversary can identify ITM monitors accurately, efficiently, and secretly.",1550-3607,,,10.1109/ICC.2013.6654820,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6654820,,Accuracy;Frequency modulation;Internet;MIMO;Monitoring;Ports (Computers),Internet;MIMO communication;invasive software;modulation;telecommunication traffic,ITM localization attack secrecy;ITM monitor location;ITM systems;Internet threat monitoring;MIMO based techniques;background traffic;communication channel theory;effective localization attacks;frequency-based modulation technique;interference;malware propagation;multiple input multiple output;randomize signal pattern;space hopping techniques;time hopping techniques,,0,,13,,,9-13 June 2013,,IEEE,IEEE Conference Publications,,,
Adaptive network management for countering selective capture in wireless sensor networks,"Al-Hamadi, H.; Ing-Ray Chen","Virginia Tech, Blacksburg, VA, USA","Network and Service Management (CNSM), 2013 9th International Conference on",20140130,2013,,,203,210,"We propose and analyze adaptive network management for countering selective capture which aims to compromise critical sensor nodes close to the base station in a wireless sensor network (WSN) to block data delivery. We consider 3 countermeasures in the protocol design: (1) dynamic radio range adjustment; (2) multisource multipath routing for intrusion tolerance; and (3) voting-based intrusion detection. We identify the best protocol settings in terms of the best redundancy level used for multisource multipath routing, and the best number of voters and the intrusion invocation interval used for intrusion detection under which the lifetime of a WSN is maximized in the presence of selective capture which turns nodes into malicious nodes capable of performing packet dropping attacks and bad-mouthing attacks.",,,,10.1109/CNSM.2013.6727838,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6727838,Wireless sensor networks;intrusion detection;lifetime maximization;multipath routing;selective capture,Equations;Intrusion detection;Peer-to-peer computing;Redundancy;Routing;Tin;Wireless sensor networks,protocols;security of data;telecommunication network management;telecommunication security;wireless sensor networks,adaptive network management;bad-mouthing attacks;base station;critical sensor nodes;data delivery;dynamic radio range adjustment;intrusion invocation interval;intrusion tolerance;malicious nodes;multisource multipath routing;packet dropping attacks;protocol design;protocol settings;redundancy level;selective capture;voting-based intrusion detection;wireless sensor networks,,0,,25,,,14-18 Oct. 2013,,IEEE,IEEE Conference Publications,,,
Distributed Cooperative Sensing in Cognitive Radio Networks: An Overlapping Coalition Formation Approach,"Tianyu Wang; Lingyang Song; Zhu Han; Saad, W.","State Key Lab. of Adv. Opt. Commun. Syst. & Networks, Peking Univ., Beijing, China","Communications, IEEE Transactions on",20140919,2014,62,9,3144,3160,"Cooperative spectrum sensing has been shown to yield a significant performance improvement in cognitive radio networks. In this paper, we consider distributed cooperative sensing (DCS) in which secondary users (SUs) exchange data with one another instead of reporting to a common fusion center. In most existing DCS algorithms, the SUs are grouped into disjoint cooperative groups or coalitions, and within each coalition the local sensing data is exchanged. However, these schemes do not account for the possibility that an SU can be involved in multiple cooperative coalitions thus forming overlapping coalitions. Here, we address this problem using novel techniques from a class of cooperative games, known as overlapping coalition formation games, and based on the game model, we propose a distributed DCS algorithm in which the SUs self-organize into a desirable network structure with overlapping coalitions. Simulation results show that the proposed overlapping algorithm yields significant performance improvements, decreasing the total error probability up to 25% in the Q<sub>m</sub> + Q<sub>f</sub> criterion, the missed detection probability up to 20% in the Q<sub>m</sub>/Q<sub>f</sub> criterion, the overhead up to 80%, and the total report number up to 10%, compared with the state-of-the-art non-overlapping algorithm.",0090-6778,,,10.1109/TCOMM.2014.2350503,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6881693,Cognitive radio;cooperative games;cooperative spectrum sensing,Bandwidth;Cascading style sheets;Cognitive radio;Detectors;Games;Vectors,cognitive radio;cooperative communication;game theory;signal detection,cognitive radio network;common fusion center;cooperative games;cooperative spectrum sensing;distributed sensing;multiple cooperative coalition;overlapping coalition formation;secondary user,,0,,37,,8/21/2014,Sept. 2014,,IEEE,IEEE Journals & Magazines,,,
A New Framework for Rapid Wireless Tracking Verifications Based on Optimized Trajectories in Received Signal Strength Measurements,"Santoso, F.","Sch. of Eng. & Inf. Technol., Univ. of New South Wales, Canberra, ACT, Australia","Systems, Man, and Cybernetics: Systems, IEEE Transactions on",20151013,2015,45,11,1424,1436,"Secure physical regions (e.g., border areas, nuclear zones, or military facilities) are often patrolled by networked robotic vehicles that require the capability to rapidly verify the advertised location of a potential intruder based on received signal strengths. In this paper, we develop novel algorithms by which mobile robots can coordinate their motions in order to minimize the time required to verify the advertised location for given accuracy bounds. Our specific contributions on this paper are threefold. Firstly, we develop a framework that uses a combination of the particle filters (for position estimation) and the Cramér-Rao lower bounds (for threshold of validation) to drive the motion models for rapid verification of the reported position. We believe our approach is the first in the literature that is accurate, easy to compute, and feasible for practical implementation. Secondly, we propose a centralized coordinated motion algorithm that is optimal at each sampling time. This provides a lower bound on detection time that can be used as a benchmark for practical considerations. Thirdly, we present a practical heuristic approach that allows for distributed protocol based on the concept of the gradient vectors. Subsequently, we also advocate a sub-optimal approach, derived from our heuristic approach, which provides a good trade-off between performance and computational resources. Our results are important for the development of secure access control schemes to prevent unauthorized access of communication networks from malicious users.",2168-2216,,,10.1109/TSMC.2015.2398834,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7066967,Particle filters;intrusion detections;networked multi-robot systems;target tracking,Base stations;Intrusion detection;Mathematical model;Robot kinematics;Trajectory;Wireless communication,RSSI;mobile robots;optimisation;particle filtering (numerical methods);radio transceivers;radionavigation,Cramer-Rao lower bounds;centralized coordinated motion algorithm;distributed protocol;gradient vectors;heuristic approach;mobile robots;optimized trajectory;particle filters;position estimation;rapid wireless tracking verification;received signal strength measurements;suboptimal approach,,0,,,,3/24/2015,Nov. 2015,,IEEE,IEEE Journals & Magazines,,,
Social network anomaly and attack patterns analysis,"Limsaiprom, P.; Tantatsanawong, P.","Dept. of Comput., Silpakorn Univ., Nakorn Pathom, Thailand","Networked Computing (INC), 2010 6th International Conference on",20100614,2010,,,1,6,"The anomaly and attack patterns using data mining have attracted in recent years. The social network anomaly and attack patterns analysis is focused in this research. The data mining system is developed with a cluster algorithm by distance measure and K-Means clustering method to analyze a large amount of IDS log data of social network to discover unknown social network anomaly and attack patterns. The analysis is computed the model and evaluate with test set shows four attackers' patterns (i) attackers from social network group 2 attempt to execute an arbitrary program on infected systems, (ii) an anomaly pattern came from social network group 1, 5, 6, and 7, (iii) remote attacker from social network group 1 can gain control of vulnerable systems, and (iv) Denial of Service came from social network group 3 and 4. The data mining tools reveal useful insights which are the anomaly and attack patterns. They are applied as a guide to further investigation of social network behaviors.",,978-1-4244-6986-4,978-89-88678-20-6,,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5484847,anomaly and attack;clustering;data mining;social network,Algorithm design and analysis;Clustering algorithms;Clustering methods;Computer networks;Data mining;Gain control;Intrusion detection;Pattern analysis;Social network services;System testing,,,,0,,13,,,11-13 May 2010,,IEEE,IEEE Conference Publications,,,
Detecting intrusions within RFID systems through non-monotonic reasoning cleaning,"Darcy, P.; Stantic, B.; Mitrokotsa, A.; Sattar, A.","Inst. for Integrated & Intell. Syst., Griffith Univ. Queensland, Griffith, QLD, Australia","Intelligent Sensors, Sensor Networks and Information Processing (ISSNIP), 2010 Sixth International Conference on",20110204,2010,,,257,262,"Radio Frequency Identification (RFID) technology uses wireless radio technology to automatically track items spanning various locations with little effort or cost. It is used for various applications such as supply chains and health care. Unfortunately, due to the nature of the passive RFID architecture, cloned tags lower the overall accuracy of the system and may allow unauthorised personnel access to sensitive areas/information. To combat this considerable threat, we have proposed a cleaning algorithm designed specifically to identify and flag potential intrusions utilising intelligent analysis coupled with Non-Monotonic Reasoning. We conclude this research by analysing the potential benefits and drawbacks within our proposed methodology.",,978-1-4244-7174-4,,10.1109/ISSNIP.2010.5706753,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5706753,,Cleaning;Cognition;Engines;Intrusion detection;Nuclear magnetic resonance;Radiofrequency identification,nonmonotonic reasoning;radiofrequency identification;telecommunication security,RFID;cleaning algorithm;intrusion detection;non monotonic reasoning;radiofrequency identification;wireless radio technology,,0,,21,,,7-10 Dec. 2010,,IEEE,IEEE Conference Publications,,,
Applying an Intrusion Detection Algorithm to Wireless Sensor Networks,Qi Wang; Shu Wang; Zhonglou Meng,"Dept. of Electron. & Inf. Eng., Huazhong Univ. of Sci. & Technol., Wuhan","Knowledge Discovery and Data Mining, 2009. WKDD 2009. Second International Workshop on",20090202,2009,,,284,287,"Although static sensor nodes have low computation and communication capabilities, they have specific properties, and can acquire stable neighboring nodespsila information, which can be used for detection of anomalies in networking and behaviors of the neighbor nodes, thus providing security for wireless sensor networks. In many attacks against sensor networks, the first step for an attacker is to impersonate itself as a legitimate node within the network. To make a sensor node capable of detecting an intruder, a simple dynamic statistical model of the neighboring nodes is needed to build, together with a low-complexity detection algorithm to monitor received packet power levels. A detection algorithm based on security scheme for wireless sensor networks is introduced in this paper.",,978-0-7695-3543-2,,10.1109/WKDD.2009.92,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4771932,Wireless sensor networks;abnormal receive power;algorithm simulation;intrusion detection algorithm,Communication system security;Computer networks;Data engineering;Data mining;Detection algorithms;Information security;Intrusion detection;Knowledge engineering;Mobile ad hoc networks;Wireless sensor networks,security of data;statistical analysis;telecommunication security;wireless sensor networks,anomalies detection;dynamic statistical model;intrusion detection algorithm;static sensor nodes;wireless sensor networks,,7,,16,,,23-25 Jan. 2009,,IEEE,IEEE Conference Publications,,,
A framework for secure live migration of virtual machines,"Anala, M.R.; Shetty, J.; Shobha, G.","Dept. of Comput. Sci. & Eng., RVCE, Bangalore, India","Advances in Computing, Communications and Informatics (ICACCI), 2013 International Conference on",20131021,2013,,,243,248,"Server virtualization is an emerging technology that provides efficient resource utilization and cost-saving benefits. It consolidates many physical servers into a single physical server saving the hardware resources, physical space, power-consumption, air conditioning capacity and man power to manage the servers. Thus virtualization assists “Green Technology”. Live migration is an essential feature of virtualization that allows transition of a running virtual machine from one system to another without halting the virtual machine. Live migration extends the list of benefits server virtualization provides. Almost all virtualization softwares now include support for live migration of virtual machine. Live migration is in its infant stage where security of live migration is yet to be analyzed. The usages of live migration and security exploits over it have both increased over time. The security concern of live migration is a major factor for its adoption by the IT industry. In this paper we discuss the attack model on the virtualization system and design and implement a security framework for secure live migration of virtual machines. The framework is an integrated security solution that addresses role based access policy, network intrusion, firewall protection and encryption for secure live migration process.",,978-1-4799-2432-5,,10.1109/ICACCI.2013.6637178,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6637178,inter VM attacks;live migration;live migration attack model;live migration security;reactive IDS;role based access control policy,Access control;Cryptography;Intrusion detection;Servers;Virtual machining;Virtualization,authorisation;cryptography;firewalls;green computing;virtual machines;virtualisation,cost-saving benefit;encryption;firewall protection;green technology;live migration security framework;network intrusion;resource utilization benefit;role based access control policy;security concern;server virtualization;virtual machines;virtualization feature;virtualization softwares;virtualization system,,2,,19,,,22-25 Aug. 2013,,IEEE,IEEE Conference Publications,,,
An active defense system based on immune principle study,Meng Xiu-feng; Peng Hong; Guan Xin,"Resources & Safety Eng. Coll., China Univ. of Min., Beijing, China","Computer Engineering and Technology (ICCET), 2010 2nd International Conference on",20100617,2010,4,,V4-333,V4-336,"This In this paper, the community is now growing network security issue, which is based on principles of active immune intrusion defense system. First, design improvements based on immune mechanisms of the existing intrusion prevention system, detection engine, and use mathematical methods to be proved. Then proposed a model of active defense system, in which the model was introduced honey net system as a network module lured them with the traditional intrusion prevention system combines creative to join attack on the module, thereby achieving intrusion prevention real-time and initiative.",,978-1-4244-6347-3,,10.1109/ICCET.2010.5485558,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5485558,Attack Defense;IPS;Immune principle;honey net;honey pot,Computer viruses;Design engineering;Engines;Immune system;Intrusion detection;Leak detection;Operating systems;Protection;System testing;Telecommunication traffic,artificial immune systems;computer network security,active defense system;active immune intrusion defense system;design improvements;detection engine;immune principle study;intrusion prevention system;mathematical method;network security,,0,,8,,,16-18 April 2010,,IEEE,IEEE Conference Publications,,,
Measurement Data Reduction through Variation Rate Metering,"Bianchi, G.; Boschi, E.; Teofili, S.; Trammell, B.","Univ. degli Studi di Roma Tor Vergata, Rome, Italy","INFOCOM, 2010 Proceedings IEEE",20100506,2010,,,1,9,"We present an efficient network measurement primitive that measures the rate of variations, or unique values for a given characteristic of a traffic flow. The primitive is widely applicable to a variety of data reduction and pre-analysis tasks at the measurement interface, and we show it to be particularly useful for building data-reducing preanalysis stages for scan detection within a multistage network analysis architecture. The presented approach is based upon data structures derived from Bloom filters, and as such yields high performance with probabilistic accuracy and controllable worst-case time and memory complexity. This predictability makes it suitable for hardware implementation in dedicated network measurement devices. One key innovation of the present work is that it is self-tuning, adapting to the characteristics of the measured traffic.",0743-166X,978-1-4244-5836-3,,10.1109/INFCOM.2010.5462043,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5462043,,Communication system traffic control;Communications Society;Condition monitoring;Data structures;Detectors;Europe;Filters;Fluid flow measurement;Hardware;Scalability,data reduction;data structures;probability;traffic engineering computing,Bloom filters;data structures;measurement data reduction;memory complexity;multistage network analysis;network measurement devices;probabilistic accuracy;traffic measurement;variation rate metering,,1,,28,,,14-19 March 2010,,IEEE,IEEE Conference Publications,,,
DIDS based on hybrid detection,"Chovanec, M.; Chovancova, E.; Dufala, M.","Inst. of Comput. Technol., Tech. Univ. of Kosice, Kosice, Slovakia","Emerging eLearning Technologies and Applications (ICETA), 2014 IEEE 12th International Conference on",20150514,2014,,,79,83,"Information security is one of the priorities in the context of communication technologies. The work is focused on intrusion detection in high-speed computer networks. Request-transition diagrams method describing the time-dependent phenomena provides an effective method to announce passages preceding the existence of disturbance. Modified hybrid detection reduces the responsiveness of the system and method provides real-time tracking. In a correct state of the system is used only one method of detection, which is provided in real-time. Definition of indefinite field brings extension to dual detection methods to ensure accuracy and recovery of erroneous detections. Distributed detection methods based on descriptive rules accelerate the detection process.",,978-1-4799-7739-0,,10.1109/ICETA.2014.7107552,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7107552,,Authentication;Computers;Intrusion detection;Monitoring;Sensor systems,computer network security,DIDS;communication technologies;descriptive rules;dual detection methods;high-speed computer networks;hybrid detection;information security;intrusion detection;modified hybrid detection;real-time tracking;request-transition diagram method;time-dependent phenomena,,0,,8,,,4-5 Dec. 2014,,IEEE,IEEE Conference Publications,,,
Distributed PCA-based anomaly detection in wireless sensor networks,"Livani, M.A.; Abadi, M.","Dept. of Electr. & Comput. Eng., Tarbiat Modares Univ., Tehran, Iran","Internet Technology and Secured Transactions (ICITST), 2010 International Conference for",20101230,2010,,,1,8,"Detecting anomalies is an important challenge for intrusion detection and fault diagnosis in wireless sensor networks (WSNs). In this paper, we propose a distributed energy-efficient approach for detecting anomalies in sensed data in a WSN. The anomalies in sensed data can be caused due to compromised or malfunctioning nodes. In the proposed approach, we use distributed principal component analysis (DPCA) and fixed-width clustering (FWC) in order to establish a global normal profile and to detect anomalies. The process of establishing the global normal profile is distributed among all sensor nodes. We also use weighted coefficients and a forgetting curve to periodically update the established normal profile. We demonstrate that the proposed distributed approach achieves comparable accuracy compared to a centralized approach, while the communication overhead in the network and energy consumption is significantly reduced.",,978-1-4244-8862-9,978-0-9564263-6-9,,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5678106,,Heating;Wireless sensor networks,fault diagnosis;principal component analysis;security of data;wireless sensor networks,anomaly detection;communication overhead;distributed principal component analysis;fault diagnosis;fixed-width clustering;intrusion detection;wireless sensor networks,,1,,16,,,8-11 Nov. 2010,,IEEE,IEEE Conference Publications,,,
Signature Tree Generation for Polymorphic Worms,Yong Tang; Bin Xiao; Xicheng Lu,"Coll. of Comput., Nat. Univ. of Defense Technol., Changsha, China","Computers, IEEE Transactions on",20110228,2011,60,4,565,579,"Network-based signature generation (NSG) has been proposed as a way to automatically and quickly generate accurate signatures for worms, especially polymorphic worms. In this paper, we propose a new NSG system-PolyTree, to defend against polymorphic worms. We observe that signatures from worms and their variants are relevant and a tree structure can properly reflect their familial resemblance. Hence, in contrast to an isolated view of generated signatures in previous approaches, PolyTree organizes signatures extracted from worm samples into a tree structure, called signature tree, based on the formally defined ""more specific” relation of simplified regular expression signatures. PolyTree is composed of two components, signature tree generator and signature selector. The signature tree generator implements an incremental signature tree generation algorithm from worm sample clustering, up-to-date signature refinement to efficient tree construction. The incremental signature tree construction gives insight on how the worm variants evolve over time and allows signature refinement upon a new worm sample arrival. The signature selector chooses a set of signatures for worm detection from a benign traffic pool and the current signature tree constructed by the signature tree generator. Experiments show that PolyTree cannot only generate accurate signatures for polymorphic worms with noise, but these signatures are well organized in the signature tree to reflect the inherent relations of worms and their variants.",0018-9340,,,10.1109/TC.2010.130,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5487493,Signature tree;polymorphic worm;sequence alignment.;signature generation,,digital signatures;invasive software;tree data structures,NSG system;PolyTree;network based signature generation;polymorphic worm;signature extraction;signature selection;signature tree generation;tree structure;up-to-date signature refinement;worm sample clustering,,7,,36,,6/17/2010,Apr-11,,IEEE,IEEE Journals & Magazines,,,
A Study on the Application of Data Stream Clustering Mining through a Sliding and Damped Window to Intrusion Detection,Zhu Can-Shi; Dun Xiao; Zhu Lin,"Eng. Coll., Air Force Eng. Univ., Xi'an, China","Information and Computing (ICIC), 2011 Fourth International Conference on",20110714,2011,,,22,26,"With an ever-greater increase in network bandwidth, network speed and network traffic, network attack techniques are constantly changing and improving, making it formidable for the traditional network security defense measures to keep pace with this challenge. In this paper, a theoretical analysis is made first of both the traditional intrusion detection and the data stream mining, and then, a research is conducted into a network security defense technique based on the integration of data stream mining and intrusion detection, thereby coming up with an algorithm in the light of data stream clustering mining through a sliding and damped window. And this algorithm is applied to the intrusion detection systems so as to approach the traditional problem of inadequate real-time intrusion detection. Through analysis and simulation, it turns out that the algorithm has a lower requirement for operating environment but a higher clustering quality, thus facilitating good reference to improvement in the performance of intrusion detection.",,978-1-61284-688-0,,10.1109/ICIC.2011.30,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5954494,clustering mining;data streams;intrusion detection;sliding window,Accuracy;Algorithm design and analysis;Approximation algorithms;Clustering algorithms;Data mining;Intrusion detection;Real time systems,data mining;security of data,damped window;data stream clustering mining;intrusion detection;network attack techniques;network bandwidth;network security;network speed;network traffic;sliding window,,1,,6,,,25-27 April 2011,,IEEE,IEEE Conference Publications,,,
Improving network security using machine learning techniques,"Akbar, S.; Chandulal, J.A.; Rao, K.N.; Kumar, G.S.","Dept. of Comput. Sci. & Eng., SVIET, Nandamuru, India","Computational Intelligence & Computing Research (ICCIC), 2012 IEEE International Conference on",20130502,2012,,,1,5,"Discovery of malicious correlations in computer networks has been an emergent problem motivating extensive research in computer science to develop improved intrusion detecting systems (IDS). In this manuscript, we present a machine learning approach known as Decision Tree (C4.5) Algorithm and Genetic Algorithm, to classify such risky/attack type of connections. The algorithm obtains into consideration dissimilar features in network connections and to create a classification rule set. Every rule in rule set recognizes a particular attack type. For this research, we implement a GA, C.45 and educated it on the KDD Cup 99 data set to create a rule set that can be functional to the IDS to recognize and categorize dissimilar varieties of assault links. During our study, we have developed a rule set contain of six rules to classify six dissimilar attack type of connections that fall into 4 modules namely DoS, U2R, root to local and probing attacks. The rule produces works with 93.70% correctness for detecting the denial of service type of attack connections, and with significant accuracy for detecting the root to local, user to root and probe connections. Results from our experiment have given hopeful results towards applying enhanced genetic algorithm for NIDS.",,978-1-4673-1342-1,,10.1109/ICCIC.2012.6510197,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6510197,C4.5 Algorithm;Computer networks;Data mining;Genetic Algorithm;Intrusion Detection;KDDCup-p99,,computer network security;decision trees;genetic algorithms;learning (artificial intelligence);pattern classification,C4.5 algorithm;DoS;IDS;KDD Cup 99 data set;NIDS;U2R;assault links;classification rule set;decision tree algorithm;denial of service;genetic algorithm;intrusion detecting systems;machine learning techniques;malicious correlation dicovery;network security;probing attacks;root-local attack,,0,,10,,,18-20 Dec. 2012,,IEEE,IEEE Conference Publications,,,
