"http://ieeexplore.ieee.org/search/searchresult.jsp?download-format=download-csv&ar=6996640,7140344,5438108,5963289,7196515,5983282,6985604,5453687,5209819,5456628,6973823,5231868,5072103,5369477,5473507,5474764,7011006,5452061,7312172,5403427,5136261,6766353,6164365,6137122,5307046,4918857,7113224,6423689,5274916,6320109,6405624,7033812,5374752,6567003,5628755,6406079,5542665,6449834,7180512,6405746,6495288,7118081,6089060,5978790,5485558,5556740,7155011,6418760,6251362,6151272,5401474,6466104,6415599,5170599,5280069,5554839,5543917,5623380,5683321,6754931,6149943,7013133,6122808,5741696,7280815,6220971,5541152,5169030,7141237,5358813,4771925,6681625,5362097,5483812,5226620,6006209,6057762,6968979,6736756,5972093,6900887,5473884,5376342,6821480,7210322,5136640,6816584,6997530,5689069,6164870,6121331,5640375,6644096,5460823,6208721,5620179,6848074,6122784,6568370,6201871",2015/11/03 10:05:15
"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Year","Volume","Issue","Start Page","End Page","Abstract","ISSN","ISBN","EISBN","DOI",PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","MeSH Terms",Article Citation Count,Patent Citation Count,"Reference Count","Copyright Year","Online Date",Issue Date,"Meeting Date","Publisher",Document Identifier
"A curious learning companion in Virtual Learning Environment","Wu, Q.; Miao, C.; Shen, Z.","Sch. of Comput. Eng., Nanyang Technol. Univ., Singapore, Singapore","Fuzzy Systems (FUZZ-IEEE), 2012 IEEE International Conference on","20120813","2012","","","1","8","The open space characteristic and the lack of a strict script in the Virtual Learning Environment (VLE) often pose the learners in a state of confusion or being lost. This phenomenon adversely affects the learning outcomes. Curious learning companions, who detect interesting learning objects tailored to the learner's current level of knowledge, can unobtrusively prevent them from experiencing such confusion. Hence, we present a comprehensive computational model of curiosity based on the psychological theory by Berlyne. For modeling the complex relationships between curiosity stimulating factors, we employ Fuzzy Cognitive Map (FCM). To test our model's effectiveness, we implement it into a learning companion and conduct two case studies. These case studies demonstrate our model's consistency with the underlying theories, and a small scale field study proves our hypothesis that curious learning companions can help the learners to explore more knowledge in the VLE.","1098-7584","978-1-4673-1507-4","978-1-4673-1505-0","10.1109/FUZZ-IEEE.2012.6251362","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6251362","Curiosity;Fuzzy Cognitive Maps;Learning Companion;Virtual Learning Environment","Computational modeling;Helium;Psychology","cognitive systems;computer aided instruction;fuzzy set theory;psychology","computational model;curiosity stimulating factors;curious learning companion;fuzzy cognitive map;learning objects;psychological theory;strict script;virtual learning environment","","2","","15","","","10-15 June 2012","","IEEE","IEEE Conference Publications"
"Table of contents","","","Communication Systems and Networks (COMSNETS), 2012 Fourth International Conference on","20120213","2012","","","1","9","Presents the table of contents of the proceedings.","","978-1-4673-0296-8","978-1-4673-0297-5","10.1109/COMSNETS.2012.6151272","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6151272","","","","","","0","","","","","3-7 Jan. 2012","","IEEE","IEEE Conference Publications"
"Enhanced Location Privacy Protection of Base Station in Wireless Sensor Networks","Xinfeng Li; Xiaoyuan Wang; Nan Zheng; Zhiguo Wan; Ming Gu","Key Lab. of Inf. Syst. Security, Tsinghua Univ., Beiiing, China","Mobile Ad-hoc and Sensor Networks, 2009. MSN '09. 5th International Conference on","20100129","2009","","","457","464","Location privacy in wireless sensor networks has gained a wide concern. Particularly, the location privacy of base station requires ultimate protection due to its crucial position in wireless sensor networks. In this paper, we propose an efficient scheme, consisting of anonymous topology discovery and intelligent fake packet injection (IFPI), to protect the location privacy of base station. Anonymous topology discovery eliminates the potential threats against base station within topology discovery period. On the other hand, IFPI enhances privacy protection strength during data transmission period. Under given conditions, comprehensive simulations demonstrate that our scheme significantly improves privacy strength compared with existing strategies.","","978-1-4244-5468-6","","10.1109/MSN.2009.19","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5401474","Base Station;Location Privacy","Base stations;Data communication;Data privacy;Image sensors;Intelligent sensors;Network topology;Protection;Sensor systems;Telecommunication traffic;Wireless sensor networks","data privacy;telecommunication network topology;telecommunication security;wireless sensor networks","anonymous topology discovery;base station protection;intelligent fake packet injection;location privacy;wireless sensor networks","","0","","11","","","14-16 Dec. 2009","","IEEE","IEEE Conference Publications"
"List of papers","","","Computer Communication and Informatics (ICCCI), 2013 International Conference on","20130221","2013","","","1","8","Presents the table of contents of the proceedings record.","","978-1-4673-2906-4","","10.1109/ICCCI.2013.6466104","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6466104","","","","","","0","","","","","4-6 Jan. 2013","","IEEE","IEEE Conference Publications"
"Direction finding of a compromised node in a spread-spectrum network","Torrieri, D.","","MILITARY COMMUNICATIONS CONFERENCE, 2012 - MILCOM 2012","20130128","2012","","","1","6","When a spread-spectrum receiver in a network discovers that it is processing a jamming signal transmitted by a compromised node, its first response is to attempt to identify the compromised node. In this paper, an adaptive array is used to find the direction to the jamming source despite the presence of interference signals transmitted by both legitimate network nodes and external sources. Unlike other direction-finding algorithms, the desired-signal classification (DESIC) algorithm requires no information or special assumptions about the interference signals to effectively cancel them and find the desired direction. Simulation experiments show that the DESIC algorithm provides an excellent performance in many scenarios, even when the received signals cannot be resolved by the widely used MUSIC algorithm.","2155-7578","978-1-4673-1729-0","","10.1109/MILCOM.2012.6415599","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6415599","","Arrays;Direction of arrival estimation;Fading;Interference;Monitoring;Multiple signal classification;Vectors","jamming;radio receivers;signal classification;spread spectrum communication","DESIC algorithm;MUSIC algorithm;adaptive array;compromised node;desired-signal classification;direction finding;interference signals;jamming signal;jamming source;spread-spectrum network;spread-spectrum receiver","","1","","11","","","Oct. 29 2012-Nov. 1 2012","","IEEE","IEEE Conference Publications"
"PID-Based Feature Weight Learning and Its Application in Intrusion Detection","Qian Quan; Cai Yu-hua; Wu Yue","Sch. of Comput. Eng. & Sci., Shanghai Univ., Shanghai, China","Computer Science and Information Engineering, 2009 WRI World Congress on","20090724","2009","5","","570","574","In case-based reasoning (CBR), cases are generally represented by features. Different features have different importance, which are often described by weights. So how to adaptively learning weights of different features is a very key issue in CBR, which impact directly the quality and performance of case extraction. Currently, in most practical CBR systems, the feature weights are given by domain experts subjectively. In this paper, we propose a PID operator-based feature weight learning method based on the fundamental theory of the control system. PID-based feature weighting method is a self-adaptive method, which utilizing the similar neural network architecture to construct the case base. Through designing 3 kinds of adjusting operators: Proportional, integral and derivative operator (PID), and each operator with different properties: reactive, prudent and sensitive, we can adjust the feature weight from different point of views, such as the current adjust results, the history results or the last two results. In order to evaluate the effectiveness of the method, the experiment of network anomaly detection is conducted and the experimental results show that all 3 operators are effective which can converge the intrusion detection system into a stable state in relative small iterations.","","978-0-7695-3507-4","","10.1109/CSIE.2009.355","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5170599","Feature Weight Learning;Intrusion Detection;PID operators","Application software;Computer science;Control systems;Costs;History;Indexing;Intrusion detection;Learning systems;Neural networks;Three-term control","adaptive control;case-based reasoning;learning (artificial intelligence);learning systems;neurocontrollers;security of data;self-adjusting systems;stability;three-term control","CBR system;PID-based feature weight learning method;adaptively learning weight;case-based reasoning;domain expert;intrusion detection system;network anomaly detection;neural network architecture;proportional-integral-and-derivative operator;self-adaptive method;stable state","","0","","16","","","March 31 2009-April 2 2009","","IEEE","IEEE Conference Publications"
"The Method of Classified Danger Sensed for Windows Process Intrusion Detection","Fei Xu; Chengyu Tan; Yi Zheng; Ming Geng","Sch. of Comput. Sci., Wuhan Univ., Wuhan, China","Management of e-Commerce and e-Government, 2009. ICMECG '09. International Conference on","20091006","2009","","","469","472","Once the computer system is intruded, the change from normal to abnormal is a gradual procedure. Setting up a calculating model based on danger theory for danger signal during the procedure will improve the accuracy and efficiency of artificial immune system (AIS) greatly. In this paper, the method of classified danger sensed (MCDS) for windows process intrusion detection based on danger theory is proposed. This method divides the processpsilas behavior parameters into two types: numeric and non-numeric types, using the functionpsilas difference and correlation coefficient to analyze the rule and relevance of numeric parameterspsila change, and evaluating the degree of danger of non-numeric parameters by analyzing the danger level and time relationship (TR) of data. Based on these methods, we establish calculating models of numeric and non-numeric danger signals separately, finally give the definition and calculating method of ""danger degree"".","","978-0-7695-3778-8","","10.1109/ICMeCG.2009.72","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5280069","Artificial Immune System;Danger Sensed;Information Security;Intrusion Detection","Artificial immune systems;Clouds;Computer science;Conference management;Data analysis;Electronic government;Information security;Intrusion detection;Numerical models;Statistical analysis","artificial immune systems;operating systems (computers);security of data","Windows process intrusion detection;artificial immune system;computer system;danger theory model;method-of-classified danger sensed","","0","","8","","","16-19 Sept. 2009","","IEEE","IEEE Conference Publications"
"Realization of product quality and food security internet public opinion supervision system","Wang Su; Liang Meiyu; Gao Tian; Du Junping","Beijing Key Lab. of Intell. Telecommun. Software & Multimedia, Beijing Univ. of Posts & Telecommun., Beijing, China","Intelligent Control and Automation (WCICA), 2010 8th World Congress on","20100823","2010","","","2735","2740","This paper presents the outline, composition, key technologies, structure and the function as well as the actual operating conditions for the Internet public opinion supervision system for product quality and food safety. The system combines the vertical search engine technology and the network information mining technology and carries on the filtration, collection and compiling of the English report, prediction information and reviews, etc. The system runs well and satisfies the requirement for product quality and food safety Internet public opinion supervision.","","978-1-4244-6712-9","","10.1109/WCICA.2010.5554839","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5554839","information collection;information extraction;supervision system","Crawlers;Data mining;Databases;HTML;Internet;Search engines;Web pages","Internet;data mining;production management;search engines","Internet;food security;network information mining technology;product quality realization;public opinion supervision system;search engine","","0","","14","","","7-9 July 2010","","IEEE","IEEE Conference Publications"
"A new scheme for detecting misbehaving zone manager with collaborative honesty neighbours","Pakzad, F.; Rafsanjani, M.K.; Saeid, A.B.","Arak Branch, Dept. of Comput. Eng., Islamic Azad Univ., Arak, Iran","Ubi-media Computing (U-Media), 2010 3rd IEEE International Conference on","20100809","2010","","","108","112","In these years, many IDS (intrusion detection system) researches have tended to hierarchical and distributed architecture or hybrid architecture. However, in most of these architectures, monitoring nodes is supposed to be valid nodes in order to initiate IDS and response systems. So, if these nodes have been misbehavior nodes then they can send false information to other nodes or report an innocent node as destructive. In our proposed scheme, a hierarchical distributed model of multi-level intrusion detection is presented to overcome the shortcomings of existing intrusion detection techniques. The network is divided to zones with one zone manager which is monitoring on cluster heads in its zone, but the most important problem is how can recognize the trustworthiness of zone manager which is done by “honest neighbors” of zone manager. These honest neighbors prevent false accusations, and also allow manager if it is wrongly misbehaving, but if manger repeats its misbehaving then it will lose its management degree.","","978-1-4244-6708-2","","10.1109/UMEDIA.2010.5543917","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5543917","","Authentication;Collaboration;Computer architecture;Cryptography;Distributed computing;Intrusion detection;Mobile ad hoc networks;Monitoring;Routing;Spread spectrum communication","computer network management;computer network security;groupware;open systems","collaborative honest neighbour;distributed architecture;hierarchical architecture;hybrid architecture;intrusion detection system;management degree;zone manager","","0","","12","","","5-6 July 2010","","IEEE","IEEE Conference Publications"
"DKSM: Subverting Virtual Machine Introspection for Fun and Profit","Bahram, S.; Xuxian Jiang; Zhi Wang; Grace, M.; Jinku Li; Srinivasan, D.; Junghwan Rhee; Dongyan Xu","North Carolina State Univ., Raleigh, NC, USA","Reliable Distributed Systems, 2010 29th IEEE Symposium on","20101109","2010","","","82","91","Virtual machine (VM) introspection is a powerful technique for determining the specific aspects of guest VM execution from outside the VM. Unfortunately, existing introspection solutions share a common questionable assumption. This assumption is embodied in the expectation that original kernel data structures are respected by the untrusted guest and thus can be directly used to bridge the well-known semantic gap. In this paper, we assume the perspective of the attacker, and exploit this questionable assumption to subvert VM introspection. In particular, we present an attack called DKSM (Direct Kernel Structure Manipulation), and show that it can effectively foil existing VM introspection solutions into providing false information. By assuming this perspective, we hope to better understand the challenges and opportunities for the development of future reliable VM introspection solutions that are not vulnerable to the proposed attack.","1060-9857","978-0-7695-4250-8","","10.1109/SRDS.2010.39","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5623380","Direct Kernel Structure Manipulation;Introspection;Virtualization","Data structures;Kernel;Malware;Monitoring;Reliability;Semantics;Switches","data structures;security of data;virtual machines","direct kernel structure manipulation;kernel data structures;virtual machine introspection","","23","","25","","","Oct. 31 2010-Nov. 3 2010","","IEEE","IEEE Conference Publications"
"Integrating Security with QoS in Next Generation Networks","Taleb, T.; Aoul, Y.H.; Benslimane, A.","NEC Eur. Ltd., Heidelberg, Germany","Global Telecommunications Conference (GLOBECOM 2010), 2010 IEEE","20110110","2010","","","1","5","Along with recent Internet security threats, different security measures have emerged. Whilst these security schemes ensure a level of protection against such threats, they sometimes have significant impact on perceived Quality of Service (QoS). There is thus need to retrieve ways for an efficient integration of security requirements with their QoS counterparts. In this paper, we devise a Quality of Protection framework that tunes between security requirements and QoS using a multi-attribute decision making model. The performance of the proposed approach is evaluated and verified via a use case study using computer simulations.","1930-529X","978-1-4244-5636-9","978-1-4244-5637-6","10.1109/GLOCOM.2010.5683321","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5683321","","Delay;Grippers;IPTV;Monitoring;Quality of service;Security","Internet;decision making;next generation networks;quality of service;security of data;telecommunication security","Internet security threat;QoS;multiattribute decision making model;network security;next generation networks;quality of protection framework;quality of service","","0","","14","","","6-10 Dec. 2010","","IEEE","IEEE Conference Publications"
"Program at a glance","","","Computers and Communications (ISCC), 2013 IEEE Symposium on","20140306","2013","","","000101","000119","Provides a schedule of conference events and a listing of which papers were presented in each session.","","","","10.1109/ISCC.2013.6754931","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6754931","","","","","","0","","","","","7-10 July 2013","","IEEE","IEEE Conference Publications"
"A Neural Network Based Anomaly Intrusion Detection System","Al-Janabi, S.T.F.; Saeed, H.A.","Coll. of Comput., Univ. of Anbar, Ramadi, Iraq","Developments in E-systems Engineering (DeSE), 2011","20120213","2011","","","221","226","Security system is the immune system for computers which is similar to the immune system in the human body. This includes all operations required to protect computer and systems from intruders. The aim of this work is to develop an anomaly-based intrusion detection system (IDS) that can promptly detect and classify various attacks. Anomaly-based IDSs need to be able to learn the dynamically changing behavior of users or systems. In this paper, we are experimenting with packet behavior as parameters in anomaly intrusion detection. There are several methods to assist IDSs to learn system's behavior. The proposed IDS uses a back propagation artificial neural network (ANN) to learn system's behavior. We have used the KDD'99 data set in our experiments and the obtained results satisfy the work objective.","","978-1-4577-2186-1","","10.1109/DeSE.2011.19","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6149943","IDS;KDD'99;anomaly detection;intrusion;neural network","Artificial neural networks;Computers;Intrusion detection;Monitoring;Testing;Training","backpropagation;neural nets;security of data","ANN;IDS;KDD99 data set;anomaly intrusion detection system;back propagation artificial neural network;computer immune system;human body;security system","","2","","19","","","6-8 Dec. 2011","","IEEE","IEEE Conference Publications"
"Distributed Denial of Service detection using hybrid machine learning technique","Barati, M.; Abdullah, A.; Udzir, N.I.; Mahmod, R.; Mustapha, N.","Fac. of Comput. Sci. & Inf. Technol., Univ. Putra Malaysia, Serdang, Malaysia","Biometrics and Security Technologies (ISBAST), 2014 International Symposium on","20150119","2014","","","268","273","Distributed Denial of Service (DDoS) is a major threat among many security issues. To overcome this problem, many studies have been carried out by researchers, however due to inefficiency of their techniques in terms of accuracy and computational cost, proposing an efficient method to detect DDoS attack is still a hot topic in research. Current paper proposes architecture of a detection system for DDoS attack. Genetic Algorithm (GA) and Artificial Neural Network (ANN) are deployed for feature selection and attack detection respectively in our hybrid method. Wrapper method using GA is deployed to select the most efficient features and then DDoS attack detection rate is improved by applying Multi-Layer Perceptron (MLP) of ANN. Results demonstrate that the proposed method is able to detect DDoS attack with high accuracy and deniable False Alarm.","","978-1-4799-6443-7","","10.1109/ISBAST.2014.7013133","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7013133","Distributed DoS Attack;IDS;Machine Learning","Accuracy;Artificial neural networks;Biological cells;Computer crime;Feature extraction;Genetic algorithms","computer network security;feature selection;genetic algorithms;learning (artificial intelligence);multilayer perceptrons","ANN;DDoS attack detection system;GA;MLP;Wrapper method;artificial neural network;deniable false alarm;distributed denial of service detection;feature selection;genetic algorithm;hybrid machine learning;hybrid method;multilayer perceptron","","0","","20","","","26-27 Aug. 2014","","IEEE","IEEE Conference Publications"
"Hybrid of rough set theory and Artificial Immune Recognition System as a solution to decrease false alarm rate in intrusion detection system","Sabri, F.N.M.; Norwawi, N.M.; Seman, K.","Fac. of Sci. & Technol, Univ. Sains, Nilai, Malaysia","Information Assurance and Security (IAS), 2011 7th International Conference on","20120105","2011","","","134","138","Denial of Service (DoS) attacks is one of the security threats for computer systems and applications. It usually make use of software bugs to crash or freeze a service or network resource or bandwidth limits by making use of a flood attack to saturate all bandwidth. Predicting a potential DOS attacks would be very helpful for an IT departments or managements to optimize the security of intrusion detection system (IDS). Nowadays, false alarm rates and accuracy become the main subject to be addressed in measuring the effectiveness of IDS. Thus, the purpose of this work is to search the classifier that is capable to reduce the false alarm rates and increase the accuracy of the detection system. This study applied Artificial Immune System (AIS) in IDS. However, this study has been improved by using integration of rough set theory (RST) with Artificial Immune Recognition System 1 (AIRS1) algorithm, (Rough-AIRS1) to categorize the DoS samples. RST is expected to be able to reduce the redundant features from huge amount of data that is capable to increase the performance of the classification. Furthermore, AIS is an incremental learning approach that will minimize duplications of cases in a knowledge based. It will be efficient in terms of memory storage and searching for similarities in Intrusion Detection (IDS) attacks patterns. This study use NSL-KDD 20% train dataset to test the classifiers. Then, the performances are compared with single AIRS1 and J48 algorithm. Results from these experiments show that Rough-AIRS1 has lower number of false alarm rate compared to single AIRS but a little bit higher than J48. However, accuracy for this hybrid technique is slightly lower compared to others.","","978-1-4577-2154-0","","10.1109/ISIAS.2011.6122808","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6122808","Intrusion detection system;accuracy;artificial immune recognition system;false alarm rate;rough set theory","Accuracy;Data mining;Immune system;Intrusion detection;Testing;Training","artificial immune systems;computer crime;learning (artificial intelligence);pattern classification;program debugging;rough set theory","AIRS1 algorithm;AIS;DOS attack;IT department;J48 algorithm;NSL-KDD;Rough-AIRS 1;artificial immune recognition system;artificial immune system;denial of service attack;false alarm rate;flood attack;incremental learning approach;intrusion detection system;memory storage;redundant feature;rough set theory;security threat;software bug","","0","","15","","","5-8 Dec. 2011","","IEEE","IEEE Conference Publications"
"QoS and security in energy-harvesting wireless sensor networks","Taddeo, A.V.; Mura, Marcello; Ferrante, Alberto","ALaRI, Faculty of Informatics, University of Lugano, via G. Buffi 13, Lugano, Switzerland","Security and Cryptography (SECRYPT), Proceedings of the 2010 International Conference on","20110405","2010","","","1","10","Wireless sensor networks are composed of small nodes that might be used for a variety of purposes. Nodes communicate together through a wireless connection that might be subject to different attacks when the network is placed in hostile environments. Furthermore, the nodes are usually equipped with very small batteries providing limited battery life, therefore limited power consumption is of utmost importance for nodes. This is in clear opposition with the requirement of providing security to communications as security might be very expensive from the power consumption stand point. Energy harvesting methods can be used to recharge batteries, but, in most of the cases the recharge profile cannot be known in advance. Therefore, nodes might face periods of time in which no recharge is available and the battery level is low. In this paper we introduce an optimization mechanism that allows the system to change the communication security settings at runtime with the goal of improving node lifetime, yet providing a suitable security level. The optimization mechanism further improves energy consumption by putting in place a quality of service mechanism: when energy is scarce, the system tends to send only essential packets. As shown by the simulations presented in this paper, this mechanism optimizes the energy consumption among different recharges.","","","","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5741696","Energy harvesting;Quality of services;Security;Wireless sensor networks;priority","Batteries;Energy consumption;Multiaccess communication;Optimization;Quality of service;Security;Wireless sensor networks","","","","0","","22","","","26-28 July 2010","","IEEE","IEEE Conference Publications"
"DeepSign: Deep learning for automatic malware signature generation and classification","David, O.E.; Netanyahu, N.S.","Dept. of Comput. Sci., Bar-Ilan Univ., Ramat-Gan, Israel","Neural Networks (IJCNN), 2015 International Joint Conference on","20151001","2015","","","1","8","This paper presents a novel deep learning based method for automatic malware signature generation and classification. The method uses a deep belief network (DBN), implemented with a deep stack of denoising autoencoders, generating an invariant compact representation of the malware behavior. While conventional signature and token based methods for malware detection do not detect a majority of new variants for existing malware, the results presented in this paper show that signatures generated by the DBN allow for an accurate classification of new malware variants. Using a dataset containing hundreds of variants for several major malware families, our method achieves 98.6% classification accuracy using the signatures generated by the DBN. The presented method is completely agnostic to the type of malware behavior that is logged (e.g., API calls and their parameters, registry entries, websites and ports accessed, etc.), and can use any raw input from a sandbox to successfully train the deep neural network which is used to generate malware signatures.","","","","10.1109/IJCNN.2015.7280815","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7280815","Autoencoders;Automatic Signature Generation;Deep Belief Network;Deep Learning;Malware","Malware;Training","belief networks;invasive software;learning (artificial intelligence);neural nets;pattern classification","DBN;DeepSign;automatic malware signature classification;automatic malware signature generation;deep belief network;deep learning;deep neural network;deep stack denoising autoencoders;deep unsupervised neural network;malware behavior invariant compact representation;malware families","","","","","","","12-17 July 2015","","IEEE","IEEE Conference Publications"
"A Study of ESMTC(Enterprise Security Management System Based on Threshold Classification)","Kyong-Ho Choi; Won Hyung Park; Kim, K.J.","Center for Ind. Security, Kyonggi Univ., Suwon, South Korea","Information Science and Applications (ICISA), 2012 International Conference on","20120621","2012","","","1","6","Most of organizations operate an Enterprise Security Management system (ESM) for managing and analyzing security events. However, it is difficult to instantly analyze and respond for each event by a security manager because the amount of security events collected, stored, analyzed, and displayed by the Enterprise Security Management system is significantly increased according to time and expansions in systems and networks. In addition, as the trends of threats have been changed as a type of Advanced Persistent Threat (APT) that attacks specific individuals and organizations for a long term period, an integrated analysis is required for all security events. Thus, in this study, an Enterprise Security Management system based on Threshold Classification (ESMTC) is proposed to detect and intercept cyber threats occurred for a long term period. It shows an advantage that it does not failure to notice even a single attack through structuralizing and listing detailed attack detection packets and performs related analyses to other attacks.","","978-1-4673-1402-2","","10.1109/ICISA.2012.6220971","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6220971","","Computer crime;Educational institutions;Industries;Monitoring;Operating systems;Organizations","business data processing;corporate modelling;security of data","APT;ESMTC;advanced persistent threat;cyber threats;detection packets;enterprise security management system based on threshold classification;security events","","0","","9","","","23-25 May 2012","","IEEE","IEEE Conference Publications"
"A anti-worm technology of combining billing gateway with vulnerability Scanning","Zhou Feifei; Wen He","Dept. of Comput. Sci. Inst., Transp. Manage. Inst. of Transp. Minist., Beijing, China","Computer Design and Applications (ICCDA), 2010 International Conference on","20100809","2010","5","","V5-572","V5-575","In order to address the widespread worm intrusion problem of the medium-sized LAN, it designed a technology that used the Billing Gateway to combine with the vulnerability scanning. Through the technology, it suspends the qualification of visiting internet in poisonous computers after judge if the computers are poisonous, and solves the problem of worm intrusion and widespread in the LAN from user's angle. The result shows that the technology has a certain reference value to other medium-sized local area network.","","978-1-4244-7164-5","978-1-4244-7164-5","10.1109/ICCDA.2010.5541152","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5541152","Anti-Virus;Computer security;LAN;Network;security","Computer worms;Conference management;Data security;Intrusion detection;Local area networks;Network servers;Paper technology;Switches;Technology management;Transportation","computer network security;internetworking;local area networks;network servers","antiworm technology;billing gateway;internet;medium-sized LAN;medium-sized local area network;vulnerability scanning;worm intrusion problem","","0","","5","","","25-27 June 2010","","IEEE","IEEE Conference Publications"
"An Intrusion Detection Technology Based on Immune Theory","Peng Yali; Deng Jiangang; Zou Chengwu; Yu Min","Inst. of Comput. S&T, Jiangxi Normal Univ., Nanchang, China","Information and Computing Science, 2009. ICIC '09. Second International Conference on","20090721","2009","2","","148","151","Using the specific immunity and clonal expansion principles of B , T cells of human immune system in intrusion detection is a significative research. We proposed a new kind of structure of detection, which is using vulnerability and its corresponding data, and setting up tree code mode. Employing the improved CLOPE cluster's algorithm at antibody muster to distill the fragment of variable region, and then rearrange the gene. It can integrate the antibody muster, detect unknown attack. Experiments show that the method can not only detect defined intrusion fast and accurate, but also undefined intrusion, especially anamorphosis of defined attack.","","978-0-7695-3634-7","","10.1109/ICIC.2009.146","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5169030","CLOPE;Immune;Intrusion detection system;Vulnerability","Clustering algorithms;Data engineering;Design engineering;Detectors;Humans;Immune system;Intrusion detection;Packaging;Protection;Scattering","security of data","CLOPE cluster algorithm;clonal expansion principles;human immune system;immune theory;intrusion detection technology","","0","","8","","","21-22 May 2009","","IEEE","IEEE Conference Publications"
"Tor-based malware and Tor connection detection","Ghafir, I.; Svoboda, J.; Prenosil, V.","Fac. of Inf., Masaryk Univ., Brno, Czech Republic","Frontiers of Communications, Networks and Applications (ICFCNA 2014 - Malaysia), International Conference on","20150702","2014","","","1","6","Anonymous communication networks, like Tor, partially protect the confidentiality of user traffic by encrypting all communications within the overlay network. However, Tor is not only used for good; a great deal of the traffic in the Tor networks is in fact port scans, hacking attempts, exfiltration of stolen data and other forms of online criminality. The anonymity network Tor is often misused by hackers and criminals in order to remotely control hacked computers. In this paper we present our methodology for detecting any connection to or from Tor network. Our detection method is based on a list of Tor servers. We process the network traffic and match the source and destination IP addresses for each connection with Tor servers list. The list of Tor servers is automatically updated each day and the detection is in the real time. We applied our methodology on campus live traffic and showed that it can automatically detect Tor connections in the real time. We also applied our methodology on packet capture (pcap) files which contain real and long-lived malware traffic and we proved that our methodology can successfully detect Tor connections.","","978-1-78561-072-1","","10.1049/cp.2014.1411","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7141237","Cyber attacks;Tor network;bonet;intrusion detection system;malware","","invasive software","IP addresses;Tor connection detection;Tor-based malware;anonymous communication networks;malware traffic","","0","","","","","3-5 Nov. 2014","","IET","IET Conference Publications"
"Translating Security Policy to Executable Code for Sandboxing Linux Kernel","Mohanty, H.; VenkataSwamy, M.; Ramaswamy, S.; Shyamasundar, R.K.","Dept. of Comput. & Inf. Sci., Univ. of Hyderabad, Hyderabad, India","Computer Modeling and Simulation, 2009. EMS '09. Third UKSim European Symposium on","20091228","2009","","","124","129","Model based intrusion detection mechanisms have produced encouraging results for reduced false alarms. This paper extends our earlier work, where we reported for sandboxing Linux 2.6 using code generated from policies. Here we pursue the problem of code generation from a set of policies extracted from a domain model. Such a technique can support the safeguarding of system resources. We also present some of the features of the tool currently under development to automate the sandboxing process.","","978-1-4244-5345-0","978-0-7695-3886-0","10.1109/EMS.2009.42","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5358813","Code Generator;Linux kernel;Sandboxing","Computational modeling;Computer science;Computer security;Computer simulation;Information security;Intrusion detection;Kernel;Law;Legal factors;Linux","Linux;operating system kernels;program compilers;security of data","Linux kernel;code generation;executable code;false alarm;intrusion detection;sandboxing;security policy;system resource","","1","","7","","","25-27 Nov. 2009","","IEEE","IEEE Conference Publications"
