"http://ieeexplore.ieee.org.ezproxy.rit.edu/search/searchresult.jsp?download-format=download-csv&ar=6081881,4414457,6415817,7133049,4688384,6682080,1392755,7033803,6851533,5549466,6933224,6508330,1210188,4804448,6758839,4721575,1333427,5273867,7165133,4580099,1690388,5451769,1625320,5476663,4215807,6718441,4664274,4024481,4721224,6554177,7129395,6329231,6515481,6997064,7158882,1206606,6846477,1607533,7034170,1437836,5898964,4223229,4076926,4620623,6208348,6299287,5062173,5279558,6903487,5623381,4021947,5999864,5635570,1260114,6184895,4529320,6822318,6185284,5990655,6332204,6686474,5714492,7182944,5484830,7019283,5717159,1630921,7064626,5485336,6828057,6940213,4446697,7129184,4446054,4738466,6980960,6890520,6195589,7000543,6565409,5560697,7012931,4258525,1173566,1274254,6220366,6838228,5959760,4299776,6518912,5350409,4382879,7164948,5473646,1592979,6523809,5600281,5358211,6332370,6081880",2015/11/22 18:20:45
"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Year","Volume","Issue","Start Page","End Page","Abstract","ISSN","ISBN","EISBN","DOI",PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","MeSH Terms",Article Citation Count,Patent Citation Count,"Reference Count","Copyright Year","Online Date",Issue Date,"Meeting Date","Publisher",Document Identifier
"Matryoshka: Tunneled packets breaking the rules","Ghali, C.; Hamady, F.; Elhajj, I.H.; Kayssi, A.","Electr. & Comput. Eng. Dept., American Univ. of Beirut, Beirut, Lebanon","High Performance Computing and Simulation (HPCS), 2011 International Conference on","20110825","2011","","","485","490","Intrusion detection and prevention systems (IDPSs) are widely used to secure computer networks. They monitor network traffic by searching for unusual combinations in protocol headers and for malicious patterns in the packet payloads. In this paper we present ""Matryoshka"", a vulnerability that allows tunneled malicious packets to bypass the signature mapping procedures implemented in many industrial IDPS. Matryoshka is implemented as a tool and tested against Snort under different topologies and modes. To mitigate attacks that can be initialized using the bypassed tunneled malicious packets, a Snort preprocessor was developed and tested, and results demonstrated that all malicious tunneled packets were successfully detected. Processing overhead of the preprocessor to inspect and decapsulate tunneled packets was measured at 2% of the overall overhead of inspecting, decapsulating, and matching the malicious signature, and at 0:2% of the overall overhead of inspecting, decapsulating, assembling, and matching the signature.","","978-1-61284-380-3","","10.1109/HPCSim.2011.5999864","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=5999864","Fragmentation;Intrusion Detection and Prevention Systems;SNORT®;Tunneling","IP networks;Inspection;Network topology;Protocols;Security;Topology;Tunneling","computer network security","Matryoshka vulnerability;Snort preprocessor;bypassed tunneled malicious packet;computer network security;intrusion detection system;intrusion prevention system;malicious signature decapsulation;malicious signature inspection;malicious signature matching;signature mapping procedure","","0","","23","","","4-8 July 2011","","IEEE","IEEE Conference Publications"
"A Node-based Trust Management Scheme for Mobile Ad-Hoc Networks","Ferdous, R.; Muthukkumarasamy, V.; Sattar, A.","Inst. for Integrated & Intell. Syst., Griffith Univ., Griffith, NSW, Australia","Network and System Security (NSS), 2010 4th International Conference on","20101115","2010","","","275","280","The inherent freedom in self-organized mobile ad-hoc networks (MANETs) introduces challenges for trust management; particularly when nodes do not have any prior knowledge of each other. Furthermore in MANETs, the nodes themselves should be responsible for their own security. We propose a novel approach for trust management in MANETs that is based on the nodes' own responsibility of building their trust level and node-level trust monitoring. The main contribution of this work is in the introduction of a Node based Trust Management (NTM) scheme in MANET based on the assumption that individual nodes are themselves responsible for their own trust level. We explore and develop the mathematical framework of trust in NTM. Finally, in this context, we demonstrate our scheme with notations, algorithms, analytical model and prove of its correctness.","","978-1-4244-8484-3","978-0-7695-4159-4","10.1109/NSS.2010.67","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=5635570","MANET;Trust;Trust Management System;cluster;node;route","Ad hoc networks;Context;Markov processes;Mobile communication;Mobile computing;Monitoring;Security","ad hoc networks;mobile radio;telecommunication security","MANET;NTM;mobile ad-hoc networks;node-based trust management scheme","","6","","27","","","1-3 Sept. 2010","","IEEE","IEEE Conference Publications"
"Intrusion detection based on hidden Markov model","Qing-Bo Yin; Li-Ran Shen; Ru-bo Zhang; Xue-Yao Li; Hui-Qiang Wang","Coll. of Comput. Sci. & Technol., Harbin Eng. Univ., China","Machine Learning and Cybernetics, 2003 International Conference on","20040219","2003","5","","3115","3118 Vol.5","The intrusion detection technologies of the network security are researched, and the technologies of pattern recognition are used to intrusion detection. Intrusion detection rely on a wide variety of observable data to distinguish between legitimate and illegitimate activities. Hidden Markov Model (HMM) has been successfully used in speech recognition and some classification areas. Since Anomaly Intrusion Detection can be treated as a classification problem, some basic ideas have been proposed on using HMM to model normal behavior. The experiments have showed that the method based on HMM is effective to detect anomalistic behaviors.","","0-7803-8131-9","","10.1109/ICMLC.2003.1260114","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=1260114","","Computer science;Computer security;Data engineering;Data security;Educational institutions;Handwriting recognition;Hidden Markov models;Intrusion detection;Pattern recognition;Speech recognition","feature extraction;hidden Markov models;pattern recognition;security of data","HMM;anomalistic behavior detection;classification;hidden Markov Model;illegitimate activities;intrusion detection;legitimate activities;network security;observable data;pattern recognition;speech recognition","","3","","4","","","2-5 Nov. 2003","","IEEE","IEEE Conference Publications"
"Semantics-Aware Storage and Replication of Trust Metadata in Mobile Ad-hoc Networks","Natarajan, V.; Sencun Zhu; Srivatsa, M.; Opper, J.","Pennsylvania State Univ., University Park, PA, USA","Advanced Information Networking and Applications (AINA), 2012 IEEE 26th International Conference on","20120419","2012","","","376","383","Cooperation between nodes is essential for the functionality of a mobile ad-hoc network (MANET). However, since the nodes in a MANET are generally resource limited, some nodes could refuse service to other nodes to conserve their resources, thereby exhibiting selfish behavior. Also, since a MANET is often deployed in uncontrolled environments, some nodes could be compromised by an adversary and directed to act maliciously. A trust management framework in a MANETis useful to infer if nodes behave in a selfish or malicious manner, so that appropriate action could be taken, in order to maximize network performance. In this paper, we propose a scalable trust management scheme to partition and store an information network of trust metadata of nodes in a MANET. The simplicity of our scheme for trust metadata propagation and retrieval and its robustness to node failures, membership changes and mobility, make it a promising choice for trust management in a MANET. Simulation results that evaluate our scheme based on the trust management metrics we have defined demonstrate its performance benefits.","1550-445X","978-1-4673-0714-7","","10.1109/AINA.2012.89","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=6184895","Local Broadcast;Mobile Ad-Hoc Network;Replication;Semantic Aware;Trust Management","Availability;Buffer storage;Jamming;Measurement;Mobile ad hoc networks;Robustness;Routing","meta data;mobile ad hoc networks;resource allocation;telecommunication security","MANET;mobile ad-hoc network;resource conservation;semantics-aware storage;trust management metrics;trust metadata replication","","0","","28","","","26-29 March 2012","","IEEE","IEEE Conference Publications"
"Evaluation of Anomaly Based Character Distribution Models in the Detection of SQL Injection Attacks","Kiani, M.; Clark, A.; Mohay, G.","Inf. Security Inst., Queensland Univ. of Technol., Brisbane, QLD","Availability, Reliability and Security, 2008. ARES 08. Third International Conference on","20080523","2008","","","47","55","The ubiquity of Web applications has led to an increased focus on the development of attacks targeting these applications. One particular type of attack that has recently become prominent is the SQL injection attack. SQL injection attacks can potentially result in unauthorized access to confidential information stored in a backend database. In this paper we describe an anomaly based approach which utilizes the character distribution of certain sections of HTTP requests to detect previously unseen SQL injection attacks. Our approach requires no user interaction, and no modification of or access to, either the backend database or the source code of the web application itself. Our practical results suggest that the model proposed in this paper is superior to existing models at detecting SQL injection attacks. We also evaluate the effectiveness of our model at detecting different types of SQL injection attacks.","","978-0-7695-3102-1","","10.1109/ARES.2008.123","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=4529320","Anomaly Based Intrusion Detection System;SQL injection","Australia;Availability;Buffer overflow;Databases;Information security;Intrusion detection;Libraries;Production;Protocols;Web server","Internet;SQL;security of data","SQL injection attack detection;anomaly based character distribution models;backend database","","6","","19","","","4-7 March 2008","","IEEE","IEEE Conference Publications"
"An Intelligent Intrusion Detection System for Cloud Computing (SIDSCC)","Alqahtani, S.M.; Al Balushi, M.; John, R.","Sch. of Comput. Sci. ASAP Res. Group, Univ. of Nottingham, Nottingham, UK","Computational Science and Computational Intelligence (CSCI), 2014 International Conference on","20140529","2014","2","","135","141","Cloud computing is a distributed architecture that has shared resources, software, and information. There exists a great number of implementations and research for Intrusion Detection Systems (IDS) in grid and cloud environments, however they are limited in addressing the requirements for an ideal intrusion detection system. Security issues in Cloud Computing (CC) have become a major concern to its users, availability being one of the key security issues. Distributed Denial of Service (DDoS) is one of these security issues that poses a great threat to the availability of the cloud services. The aim of this research is to evaluate the performance of IDS in CC when the DDoS attack is detected in a private cloud, named Saa SCloud. A model has been implemented on three virtual machines, Saa SCloud Model, DDoS attack Model, and IDSServer Model. Through this implementation, Service Intrusion Detection System in Cloud Computing (SIDSCC) will be proposed, investigated and evaluated.","","","","10.1109/CSCI.2014.108","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=6822318","Cloud Computing;DDoS Attack;ICMP Flood;IDS;IDSServer;SIDSCC;Saa SCloud","Bandwidth;Cloud computing;Computer crime;Intrusion detection;Monitoring;Servers","cloud computing;computer network security;virtual machines","DDoS attack model;IDSServer model;SIDSCC;SaaSCloud model;cloud computing;cloud environment;cloud service availability;distributed architecture;distributed denial of service;intelligent intrusion detection system;private cloud;security issues;service intrusion detection system;shared information;shared resources;shared software;virtual machines","","0","","28","","","10-13 March 2014","","IEEE","IEEE Conference Publications"
"Coping with the Complexity of SOA Systems with Message Forensics","Hayashi, T.; Kara, A.; Miyazaki, T.; Iwase, J.; Fukuhara, H.; Saburi, T.; Hisada, M.","Sch. of Comput. Sci. & Eng., Univ. of Aizu, Aizu-Wakamatsu, Japan","Advanced Information Networking and Applications Workshops (WAINA), 2012 26th International Conference on","20120419","2012","","","732","737","This paper introduces an approach to construct SOA (Service Oriented Architecture) systems using the so called a synchronous messaging network. An asynchronous messaging network (or simply messaging network) refers to an overlay network (over LAN, VPN, Internet, etc.) that allows exchanging well-formatted asynchronous messages (typically in XML) between the service providers and consumers in the system. The proposed approach aims at reducing the operation and maintenance cost of the system by using a messaging network enhanced with the capability to store, inspect and analyze selected portions of the exchanged messages under the strict control of security and privacy. Complexity makes any information system vulnerable to design flaws, operation error, and security problems. The proposed approach facilitates analyzing these problems associated with complex SOA systems through the message-store analysis. We consider that the application of computer forensics to the message store in SOA helps the system administrator to identify and fix various problems. The requirements for the messaging network for SOA systems are also presented.","","978-1-4673-0867-0","","10.1109/WAINA.2012.99","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=6185284","SOA;forensics;message mediation;messaging network","Computers;Forensics;History;Information systems;Security;Semiconductor optical amplifiers;Service oriented architecture","computational complexity;computer forensics;data privacy;overlay networks;service-oriented architecture","SOA system complexity;asynchronous messaging network;computer forensics;maintenance cost reduction;message forensics;message privacy;message security;message-store analysis;operation cost reduction;overlay network;service oriented architecture","","0","","27","","","26-29 March 2012","","IEEE","IEEE Conference Publications"
"On the design of Virtual machine Intrusion detection system","Tupakula, U.; Varadharajan, V.","INSS Res. Group, Macquarie Univ., Sydney, NSW, Australia","Integrated Network Management (IM), 2011 IFIP/IEEE International Symposium on","20110818","2011","","","682","685","In this paper we propose comprehensive security architecture called VICTOR to deal with different types of attacks on virtual machines. Our model takes into account the specific characteristics of operating system and applications running in each virtual machine (VM) at a fine granular level to deal with the attacks. Our architecture has several components such as entity validation, intrusion detection engine and dynamic analyzer. The entity validation component is used in the detection of attack traffic with spoofed source address, secure logging, and capturing information of the operating system and applications running in the virtual machines. The intrusion detection engine component is used for detection of known attacks and suspicious behaviour by monitoring the incoming and outgoing traffic of virtual machines. The dynamic analyzer is used for detection and validation of suspicious processes, detection of zero day attacks and fine granular isolation of malicious process or application that is generating the attack traffic.","","978-1-4244-9219-0","978-1-4244-9220-6","10.1109/INM.2011.5990655","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=5990655","Intrusion detection;Security architecture;Virtual machine monitorsy","Australia;Hardware;IP networks;Irrigation;Levee;Trojan horses","security of data;virtual machines","VICTOR;dynamic analyzer;fine granular isolation;intrusion detection engine;secure logging;spoofed source address;suspicious behaviour;traffic;virtual machine","","0","","6","","","23-27 May 2011","","IEEE","IEEE Conference Publications"
"Memory Efficient Parallelization for Aho-Corasick Algorithm on a GPU","Nhat-Phuong Tran; Myungho Lee; Sugwon Hong; Minho Shin","Dept. of Comput. Sci. & Eng., Myongji Univ., Yongin, South Korea","High Performance Computing and Communication & 2012 IEEE 9th International Conference on Embedded Software and Systems (HPCC-ICESS), 2012 IEEE 14th International Conference on","20121018","2012","","","432","438","Pattern matching is a commonly used operation in many applications including image processing, computer and network security, bioinformatics, among many others. Aho-Corasick (AC) algorithm is one of the well-known pattern matching techniques and it is intensively used in computer and network security. In order to meet the real-time performance requirements imposed on these security applications, developing a high-speed parallelization technique is essential for the AC algorithm. In this paper, we present a new memory efficient parallelization technique which efficiently places and caches the input text data and the reference data in the on-chip shared memories and texture caches of the Graphic Processing Unit (GPU). Furthermore, the new approach efficiently schedules memory accesses in order to minimize the overhead in loading data to the on-chip shared memories. The approach cuts down the effective memory access latencies and leads to significant performance improvements. Experimental results on Nvidia GeForce 9500GT GPU shows up to 15-times speedup compared with a serial version on 2.2Ghz Core2Duo Intel processor, and 15Gbps throughput performance.","","978-1-4673-2164-8","","10.1109/HPCC.2012.65","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=6332204","Aho-Corasick algorithm;GPU;computer security;parallelization","AC machines;Algorithm design and analysis;Doped fiber amplifiers;Graphics processing unit;Instruction sets;Memory management;Pattern matching","cache storage;computer network security;graphics processing units;parallel algorithms;pattern matching;real-time systems;shared memory systems","AC algorithm;Aho-Corasick algorithm;Core2Duo Intel processor;GPU;Nvidia GeForce 9500GT GPU;bioinformatics;graphic processing unit;high-speed parallelization technique;image processing;input text data caches;memory access latencies;memory accesses scheduling;memory efficient parallelization;memory efficient parallelization technique;network security;on-chip shared memories;pattern matching techniques;real-time performance;security applications;texture caches","","1","","14","","","25-27 June 2012","","IEEE","IEEE Conference Publications"
"An incentive-based leader selection mechanism for mobile ad-hoc networks (MANETs)","Pari, S.M.A.; Salehi, M.J.; Noormohammadpour, M.; Khalaj, B.H.; Bagheri, H.; Katz, M.","Dept. of Electr. Eng., Sharif Univ. of Technol., Tehran, Iran","Wireless Days (WD), 2013 IFIP","20140102","2013","","","1","6","In this paper, we study the problem of leader selection in the presence of selfish nodes in mobile ad-hoc networks (MANETs). In order to encourage selfish nodes to assume the leadership role, some form of incentive mechanism is required. We present an incentive-based leader selection mechanism in which incentives are incorporated in the form of credit transfer to the leader, which motivates nodes to compete with each other for assuming the leadership role. The competition among nodes is modeled as a series of one-on-one incomplete information, alternating offers bargaining games. Furthermore, we propose an efficient algorithm in order to reduce the communication overhead imposed on the network for selecting a new leader, in case the current leader is disconnected from the network due to reasons such as mobility and battery depletion. Simulation results show that the proposed mechanism not only increases the overall lifetime of a network, but also decreases the amount of imposed communication overhead on the network in comparison with the traditional leader selection algorithms.","2156-9711","","","10.1109/WD.2013.6686474","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=6686474","Bargaining game;Incentive mechanism;Leader selection;MANETs;Price-based systems;Self-organizing networks","Ad hoc networks;Games;Heuristic algorithms;Lead;Mathematical model;Mobile computing;Protocols","game theory;mobile ad hoc networks","MANETs;bargaining games;battery depletion;communication overhead;incentive-based leader selection mechanism;mobile ad-hoc networks;selfish nodes","","0","","14","","","13-15 Nov. 2013","","IEEE","IEEE Conference Publications"
"High Performance Firewalls in MANETs","Hang Zhao; Bellovin, S.M.","","Mobile Ad-hoc and Sensor Networks (MSN), 2010 Sixth International Conference on","20110217","2010","","","154","160","Doing route selection based in part on source addresses is a form of policy routing, which has started to receive increased amounts of attention. In this paper, we extend our previous work on ROLF (ROuting as the Firewall Layer) to achieve source prefix filtering. This permits easy definition of “inside” and “outside”, even in MANET environment where there is no topological boundary. We present algorithms for route propagation and packet forwarding using ROFL, we measure its performance in a simulated environment with two different ad hoc routing protocols. Simulation results demonstrate that ROFL can significantly reduce unwanted packets without extra control traffic incurred, and thus improves overall system performance and preserves battery power of mobile nodes. ROFL is the first scheme to provide a concrete defense against some battery exhaustion attacks in MANETs. Moreover, it requires only minor changes to existing ad hoc network routing protocols, making it practical and feasible to be deployed in real world.","","978-1-4244-9456-9","978-0-7695-4315-4","10.1109/MSN.2010.30","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=5714492","Firewall;MANETs;Policy Routing;Security","Ad hoc networks;IEEE news;Mobile computing;Network topology;Routing;Routing protocols;Security","authorisation;mobile ad hoc networks;routing protocols","MANET;battery exhaustion attacks;high performance firewalls;mobile ad hoc networks;mobile nodes;packet forwarding;policy routing;route propagation;route selection;routing as the firewall layer;routing protocols;source addresses;source prefix filtering","","3","","22","","","20-22 Dec. 2010","","IEEE","IEEE Conference Publications"
"Safety monitoring of long distance power transmission cables and oil pipelines with OTDR technology","Huijuan Wu; Ya Qian; Hanyu Li; Shunkun Xiao; Zhizhong Fu; Yunjiang Rao","Key Lab. of Opt. Fiber Sensing & Commun.(Minist. of Educ.), Univ. of Electron. Sci. & Technol. of China, Chengdu, China","Lasers and Electro-Optics (CLEO), 2015 Conference on","20150813","2015","","","1","2","This paper presents two typical applications of polarization- and phase- sensitive OTDRs, which are representative Distributed Optical Fiber Sensors (DOFSs), for on-line safety monitoring of long-distance power transmission cables and oil pipelines in the energy industry.","","","","","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=7182944","","Monitoring;Optical fiber cables;Optical fiber polarization;Optical fiber sensors;Pipelines;Power cables","fibre optic sensors;optical time-domain reflectometry;pipelines;power transmission lines","DOFS;Distributed Optical Fiber Sensor;OTDR technology;energy industry;long-distance power transmission cables;oil pipelines;on-line safety monitoring;phase-sensitive OTDR;polarization-sensitive OTDR","","0","","5","","","10-15 May 2015","","IEEE","IEEE Conference Publications"
"Considering several scenarios in network attacks and dissimilar attacks","Rikhtechi, L.; Roozbahani, A.R.","Boroujerd Branch, Dept. of Comput. Eng., Islamic Azad Univ., Boroujerd, Iran","Networked Computing (INC), 2010 6th International Conference on","20100614","2010","","","1","4","Intrusion detection systems is playing major role in network attacks detection. The algorithms that is placed in them, are improving continuously. During two years, the major of efforts is focused to distributing these systems. So considering the traffic overhead in networks is important. We consider several scenarios for attacks that are happened in networks. Also, we consider several scenarios for dissimilar attacks. The result that is obtained in this paper shows if even the rate of dissimilar attacks is high, the rate of dissimilar attacks is reducing by the time. This paper can help to researchers to increase the collaborative platform between IDSs.","","978-1-4244-6986-4","978-89-88678-20-6","","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=5484830","IDSs;Scenarios;dissimilar Attacks;distribute","Collaboration;Computer crime;Computer hacking;Computer network management;Computer networks;Intrusion detection;Protection;Protocols;Reconnaissance;Telecommunication traffic","","","","0","","10","","","11-13 May 2010","","IEEE","IEEE Conference Publications"
"A secure intrusion detection system for MANETs","SakilaAnnarasi, R.; Sivanesh, S.","Dept. of Comput. Sci. & Eng., Univ. Coll. of Eng., Tiruchirappalli, India","Advanced Communication Control and Computing Technologies (ICACCCT), 2014 International Conference on","20150126","2014","","","1174","1178","Adhoc networks become more important in many applications for its mobility and scalability property. MANET does not possess any fixed network infrastructure. It possess bidirectional communication link. In adhoc network, nodes that are present in same communication range will communicate directly and those beyond the range communicate through their neighbours. The open medium makes MANET more vulnerable to malicious attackers. Many methods like acknowledgement based systems and monitoring methods are proposed to provide secure MANET. In acknowledgment based system, crytographic techniques are used to provide security against false misbehavior report, limited transmission power and receiver collision problems which creates network and routing overhead and fails to address problems like partial dropping. In my project, acknowledgement based intrusion detection system with trust values are used to address malicious activity in certain cicumstances without affecting network performance avoiding requirementment of predistributed keys and use of digital signatures like other intrusion detection systems which cause more network overhead.","","978-1-4799-3913-8","","10.1109/ICACCCT.2014.7019283","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=7019283","Digital Signature;Mobile Adhoc NETwork (MANET);Trust values","Intrusion detection;Knowledge based systems;Mobile ad hoc networks;Mobile computing;Routing;Throughput","cryptography;digital signatures;mobile ad hoc networks;security of data;telecommunication security","MANET;acknowledgment based system;bidirectional communication link;crytographic techniques;digital signatures;false misbehavior report;malicious attackers;mobile adhoc network;mobility property;network overhead;partial dropping;receiver collision problems;routing overhead;scalability property;secure intrusion detection system;security;transmission power","","0","","12","","","8-10 May 2014","","IEEE","IEEE Conference Publications"
"The Wireless Control Network: Synthesis and robustness","Pajic, M.; Sundaram, S.; Le Ny, Jerome; Pappas, G.J.; Mangharam, R.","Dept. of Electr. & Syst. Eng., Univ. of Pennsylvania, Philadelphia, PA, USA","Decision and Control (CDC), 2010 49th IEEE Conference on","20110222","2010","","","7576","7581","We consider the problem of stabilizing a plant with a network of resource constrained wireless nodes. Traditional networked control schemes are designed with one of the nodes in the network acting as a dedicated controller, while the other nodes simply route information to and from the controller and the plant. We introduce the concept of a Wireless Control Network (WCN) where the entire network itself acts as the controller. Specifically, at each time-step, each node updates its internal state to be a linear combination of the states of the nodes in its neighborhood. We show that this causes the entire network to behave as a linear dynamical system, with sparsity constraints imposed by the network topology. We then provide a numerical design procedure to determine the appropriate linear combinations to be applied by each node so that the transmissions of the nodes closest to the actuators will stabilize the plant. We also show how our design procedure can be modified to maintain mean square stability under packet drops in the network.","0743-1546","978-1-4244-7745-6","","10.1109/CDC.2010.5717159","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=5717159","","Actuators;Delay;Linear matrix inequalities;Network topology;Wireless networks;Wireless sensor networks","control system synthesis;linear systems;network topology;networked control systems;radio networks;stability","linear dynamical system;mean square stability;network topology;networked control schemes;wireless control network;wireless nodes","","10","","18","","","15-17 Dec. 2010","","IEEE","IEEE Conference Publications"
"Cluster Security Research Involving the Modeling of Network Exploitations Using Exploitation Graphs","Wei Li; Vaughn, R.B.","Graduate Sch. of Comput. & Inf. Sci., Nova Southeastern Univ., Fort Lauderdale, FL","Cluster Computing and the Grid, 2006. CCGRID 06. Sixth IEEE International Symposium on","20060530","2006","2","","26","26","In this paper, we overview cluster security research underway at Mississippi State University (MSU) and focus on one particular effort involving a process to model system vulnerabilities and possible exploitations in specific cluster environments using exploitation graphs (e-graphs). Cluster security research at MSU has included attacks against clusters, anomaly detection, sensor fusion, VGLI security functionality in clusters, and the use of known system vulnerability data, system configuration data, and vulnerability scanner results to create e-graphs to model possible attack scenarios. The use of e-graphs is helpful in determining attacker work factor analysis, cost/benefit analysis of security, detection of attacks, and identification of critical vulnerabilities","","0-7695-2585-7","","10.1109/CCGRID.2006.1630921","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=1630921","cluster security;exploitation graph (e-graph);modeling and simulating;network security","Aerospace electronics;Computer networks;Computer security;Condition monitoring;Cost benefit analysis;Data security;Intelligent sensors;Runtime;Sensor fusion;Sensor systems","graph theory;security of data;telecommunication security;workstation clusters","VGLI security functionality;anomaly detection;attack detection;attacker work factor analysis;cluster environments;cluster security research;critical vulnerability identification;exploitation graphs;network exploitation modeling;network securitv;security cost-benefit analysis;sensor fusion;system configuration data;system vulnerability data;vulnerability scanner","","8","","33","","","16-19 May 2006","","IEEE","IEEE Conference Publications"
"Towards secure end-to-end data aggregation in AMI through delayed-integrity-verification","Sye Loong Keoh; Zhaohui Tang","Sch. of Comput. Sci., Univ. of Glasgow, Singapore, Singapore","Information Assurance and Security (IAS), 2014 10th International Conference on","20150323","2014","","","6","11","The integrity and authenticity of the energy usage data in Advanced Metering Infrastructure (AMI) is crucial to ensure the correct energy load to facilitate generation, distribution and customer billing. Any malicious tampering to the data must be detected immediately. This paper introduces secure end-to-end data aggregation for AMI, a security protocol that allows the concentrators to securely aggregate the data collected from the smart meters, while enabling the utility back-end that receives the aggregated data to verify the integrity and data originality. Compromise of concentrators can be detected. The aggregated data is protected using Chameleon Signatures and then forwarded to the utility back-end for verification, accounting, and analysis. Using the Trapdoor Chameleon Hash Function, the smart meters can periodically send an evidence to the utility back-end, by computing an alternative message and a random value (m', r) such that m' consists of all previous energy usage measurements of the smart meter in a specified period of time. By verifying that the Chameleon Hash Value of (m', r) and that the energy usage matches those aggregated by the concentrators, the utility back-end is convinced of the integrity and authenticity of the data from the smart meters. Any data anomaly between smart meters and concentrators can be detected, thus indicating potential compromise of concentrators.","","978-1-4799-8098-7","","10.1109/ISIAS.2014.7064626","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=7064626","","Ground penetrating radar;IEEE 802.15 Standards;IP networks;Logic gates;Zigbee","cryptographic protocols;data communication;smart meters;telecommunication security","AMI;advanced metering infrastructure;chameleon signatures;customer billing;delayed-integrity-verification;energy usage measurements;secure end-to-end data aggregation;trapdoor chameleon hash function","","0","","21","","","28-30 Nov. 2014","","IEEE","IEEE Conference Publications"
"Notice of Retraction<BR>3Why we need the intrusion detection prevention systems (IDPS) in it company","Mirashe, S.P.; Kalyankar, N.V.","Network&Network Security IDC, Reliance Commun., Navi Mumbai, India","Computer Engineering and Technology (ICCET), 2010 2nd International Conference on","20100617","2010","7","","V7-112","V7-116","Notice of Retraction<BR><BR>After careful and considered review of the content of this paper by a duly constituted expert committee, this paper has been found to be in violation of IEEE's Publication Principles.<BR><BR>We hereby retract the content of this paper. Reasonable effort should be made to remove all past references to this paper.<BR><BR>The presenting author of this paper has the option to appeal this decision by contacting TPII@ieee.org.<BR><BR>Typical IT Security Technical Work Intrusion Detection/Prevention, Ethical is hacking/Penetration Testing IT Security in the Business Risk, Audit Support, Compliance Policies, Standards, and Procedures IT Security's Role in Creation and Enforcement.","","978-1-4244-6347-3","","10.1109/ICCET.2010.5485336","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=5485336","","Access control;Communication system security;Companies;Computer networks;Computer worms;Information security;Internet;Intrusion detection;Software systems;Web server","computer crime","IDPS;IT company;IT security testing;audit support;business risk;compliance policies;intrusion detection systems;intrusion prevention systems","","0","","5","","","16-18 April 2010","","IEEE","IEEE Conference Publications"
