Zotero Export,11/6/2015,(Tagged papers),Zotero/IEEE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Key,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body
EZQIFKET,journalArticle,2007,"Hwang, Kai; Cai, Min; Chen, Ying; Qin, Min",Hybrid Intrusion Detection with Weighted Signature Generation over Anomalous Internet Episodes,IEEE Transactions on Dependable and Secure Computing,,1545-5971,10.1109/TDSC.2007.9,http://ieeexplore.ieee.org/lpdocs/epic03/wrapper.htm?arnumber=4099191,,Jan-07,8/11/2015 12:53,8/12/2015 13:25,8/11/2015 12:53,41-55,,1,4,,,,,,,,,,,,,,,CrossRef,,,,,,computational_time; MIT_LL; roc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NWAPKXTA,conferencePaper,2012,"Aneetha, A. S.; Indhu, T. S.; Bose, S.",Hybrid Network Intrusion Detection System Using Expert Rule Based Approach,"Proceedings of the Second International Conference on Computational Science, Engineering and Information Technology",978-1-4503-1310-0,,10.1145/2393216.2393225,http://doi.acm.org/10.1145/2393216.2393225,"The usage of internet has almost become indispensable for information transaction and communication among people in various sections of the society. However as the network grows, secured information communication has become more vulnerable due to threats from unknown sources and hence the need for secured information sharing assumes greater importance in the present scenario. Various types of threats can be monitored by designing effective intrusion detection systems for providing security to the network. In this paper we have proposed a new frame work based on a hybrid intrusion detection system for known and unknown attacks in an efficient way. This frame work has the ability to detect intrusion in real time environment from the link layer. This has been achieved by combining rule base with appropriate clustering techniques for both supervised and unsupervised data. The known attack patterns are identified, with misuse detection system, using the rule base and, with anomaly detection, new attacks are identified by deploying clustering techniques. The new attacks have been updated in the rule base with the knowledge from an expert database that improved the efficiency of the system. The detection rate of the hybrid system has been found to increase as the unknown attack percentage increases whereas in misuse, detection rate is found to decrease and in anomaly detection rate remains constant.",2012,7/25/2014 19:39,7/25/2014 19:39,7/25/2014 19:39,47–51,,,,,,,CCSEIT '12,,,,ACM,"New York, NY, USA",,,,,,ACM Digital Library,,,,C:\Users\Ryan\AppData\Roaming\Zotero\Zotero\Profiles\hn6tel97.default\zotero\storage\M4J2KS5H\Aneetha et al. - 2012 - Hybrid Network Intrusion Detection System Using Ex.pdf,,KDD99; true_positive_rate,anomaly detection; clustering techniques; expert rule base; hybrid intrusion detection system; misuse detection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NENG2V5H,conferencePaper,2012,"Anderson, Blake; Storlie, Curtis; Lane, Terran",Improving Malware Classification: Bridging the Static/Dynamic Gap,Proceedings of the 5th ACM Workshop on Security and Artificial Intelligence,978-1-4503-1664-4,,10.1145/2381896.2381900,http://doi.acm.org/10.1145/2381896.2381900,"Malware classification systems have typically used some machine learning algorithm in conjunction with either static or dynamic features collected from the binary. Recently, more advanced malware has introduced mechanisms to avoid detection in these views by using obfuscation techniques to avoid static detection and execution-stalling techniques to avoid dynamic detection. In this paper we construct a classification framework that is able to incorporate both static and dynamic views into a unified framework in the hopes that, while a malicious executable can disguise itself in some views, disguising itself in every view while maintaining malicious intent will prove to be substantially more difficult. Our method uses kernels to place a similarity metric on each distinct view and then employs multiple kernel learning to find a weighted combination of the data sources which yields the best classification accuracy in a support vector machine classifier. Our approach opens up new avenues of malware research which will allow the research community to elegantly look at multiple facets of malware simultaneously, and which can easily be extended to integrate any new data sources that may become popular in the future.",2012,8/11/2015 14:37,8/11/2015 14:37,8/11/2015 13:58,3–14,,,,,,Improving Malware Classification,AISec '12,,,,ACM,"New York, NY, USA",,,,,,ACM Digital Library,,,,,http://dl.acm.org/ft_gateway.cfm?id=2381900&type=pdf,accuracy; auc; computational_time; false_positive_rate,computer security; machine learning; malware; multiple kernel learning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I43K42M3,conferencePaper,2007,"Kruegel, Christopher; Balzarotti, Davide; Robertson, William; Vigna, Giovanni",Improving Signature Testing through Dynamic Data Flow Analysis,,978-0-7695-3060-4,,10.1109/ACSAC.2007.40,http://ieeexplore.ieee.org/lpdocs/epic03/wrapper.htm?arnumber=4412976,,Dec-07,8/11/2015 13:05,8/12/2015 14:14,8/11/2015 13:05,53-63,,,,,,,,,,,IEEE,,,,,,,CrossRef,,,,,,false_negative_rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W4648HKJ,conferencePaper,2010,"Papadogiannakis, Antonis; Polychronakis, Michalis; Markatos, Evangelos P.",Improving the Accuracy of Network Intrusion Detection Systems Under Load Using Selective Packet Discarding,Proceedings of the Third European Workshop on System Security,978-1-4503-0059-9,,10.1145/1752046.1752049,http://doi.acm.org/10.1145/1752046.1752049,"Under conditions of heavy traffic load or sudden traffic bursts, the peak processing throughput of network intrusion detection systems (NIDS) may not be sufficient for inspecting all monitored traffic, and the packet capturing subsystem inevitably drops excess arriving packets before delivering them to the NIDS. This impedes the detection ability of the system and leads to missed attacks. In this work we present selective packet discarding, a best effort approach that enables the NIDS to anticipate overload conditions and minimize their impact on attack detection. Instead of letting the packet capturing subsystem randomly drop arriving packets, the NIDS proactively discards packets that are less likely to affect its detection accuracy, and focuses on the traffic at the early stages of each network flow. We present the design of selective packet discarding and its implementation in Snort NIDS. Our experiments show that selective packet discarding significantly improves the detection accuracy of Snort under increased traffic load, allowing it to detect attacks that would have otherwise been missed.",2010,7/25/2014 19:56,7/25/2014 19:56,7/25/2014 19:56,15–21,,,,,,,EUROSEC '10,,,,ACM,"New York, NY, USA",,,,,,ACM Digital Library,,,,C:\Users\Ryan\AppData\Roaming\Zotero\Zotero\Profiles\hn6tel97.default\zotero\storage\NBVXIS8I\Papadogiannakis et al. - 2010 - Improving the Accuracy of Network Intrusion Detect.pdf,,CPU_usage; packets_dropped; processing_bandwidth; throughput; true_positive_rate,intrusion detection; overload control; selective packet discarding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFJ5SAU4,conferencePaper,2008,"Amigoni, Francesco; Basilico, Fabrizio; Basilico, Nicola; Zanero, Stefano",Integrating Partial Models of Network Normality via Cooperative Negotiation: An Approach to Development of Multiagent Intrusion Detection Systems,Proceedings of the 2008 IEEE/WIC/ACM International Conference on Web Intelligence and Intelligent Agent Technology - Volume 02,978-0-7695-3496-1,,10.1109/WIIAT.2008.323,http://dx.doi.org/10.1109/WIIAT.2008.323,"Using agents for developing intrusion detection systems can provide several advantages, including configurability, adaptability, scalability, and robustness. Almost all works in agent-based intrusion detection have considered agents as elements that perform specific tasks in the intrusion detection process. In this paper, we propose a novel way of using agents to solve one of the most pressing problems in intrusion detection: the definition of an accurate model of network normality. We consider agents as associated to partial models of network normality that harmonize their conflicts via cooperative negotiation. Experimental results show that the proposed approach is promising.",2008,7/30/2014 0:55,7/30/2014 0:55,7/30/2014 0:55,531–537,,,,,,Integrating Partial Models of Network Normality via Cooperative Negotiation,WI-IAT '08,,,,IEEE Computer Society,"Washington, DC, USA",,,,,,ACM Digital Library,,,,C:\Users\Ryan\AppData\Roaming\Zotero\Zotero\Profiles\hn6tel97.default\zotero\storage\DAGGPF6B\Amigoni et al. - 2008 - Integrating Partial Models of Network Normality vi.pdf,,DarpaIDE; false_positive_rate; roc; true_positive_rate,cooperative negotiation; intrusion detection systems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBGJABGH,journalArticle,2007,"Hooper, Emmanuel",Intelligent Detection and Response Strategies for Complex Attacks,IEEE Aerospace and Electronic Systems Magazine,,0885-8985,10.1109/MAES.2007.4408519,http://ieeexplore.ieee.org/lpdocs/epic03/wrapper.htm?arnumber=4408519,,Nov-07,8/11/2015 13:09,8/12/2015 14:23,8/11/2015 13:09,12-Mar,,11,22,,,,,,,,,,,,,,,CrossRef,,,,,,conf_mtrx; custom_test_data; false_positive_rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7MNEPNIC,conferencePaper,2009,"Jormakka, Jorma; Lucenius, Jan",Intruder Detection System Architecture for an SOA-Based C4I2SR System,,978-1-4244-5166-1,,10.1109/ComputationWorld.2009.73,http://ieeexplore.ieee.org/lpdocs/epic03/wrapper.htm?arnumber=5359600,,Nov-09,8/11/2015 13:18,8/12/2015 14:53,8/11/2015 13:18,289-297,,,,,,,,,,,IEEE,,,,,,,CrossRef,,,,,,custom_test_data; true_positve_rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HDWQ7IGC,conferencePaper,2012,"Ding, Qi; Katenka, Natallia; Barford, Paul; Kolaczyk, Eric; Crovella, Mark",Intrusion As (Anti)Social Communication: Characterization and Detection,Proceedings of the 18th ACM SIGKDD International Conference on Knowledge Discovery and Data Mining,978-1-4503-1462-6,,10.1145/2339530.2339670,http://doi.acm.org/10.1145/2339530.2339670,"A reasonable definition of intrusion is: entering a community to which one does not belong. This suggests that in a network, intrusion attempts may be detected by looking for communication that does not respect community boundaries. In this paper, we examine the utility of this concept for identifying malicious network sources. In particular, our goal is to explore whether this concept allows a core-network operator using flow data to augment signature-based systems located at network edges. We show that simple measures of communities can be defined for flow data that allow a remarkably effective level of intrusion detection simply by looking for flows that do not respect those communities. We validate our approach using labeled intrusion attempt data collected at a large number of edge networks. Our results suggest that community-based methods can offer an important additional dimension for intrusion detection systems.",2012,7/29/2014 14:49,7/29/2014 14:49,7/29/2014 14:49,886–894,,,,,,Intrusion As (Anti)Social Communication,KDD '12,,,,ACM,"New York, NY, USA",,,,,,ACM Digital Library,,,,C:\Users\Ryan\AppData\Roaming\Zotero\Zotero\Profiles\hn6tel97.default\zotero\storage\V97UB56X\Ding et al. - 2012 - Intrusion As (Anti)Social Communication Character.pdf,,custom_test_data; false_positive_rate; roc; true_positive_rate,intrusion detection; social graphs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377S4GMN,journalArticle,2012,"Wei, Min; Kim, Keecheon",Intrusion detection scheme using traffic prediction for wireless industrial networks,Journal of Communications and Networks,,1229-2370,10.1109/JCN.2012.6253092,http://ieeexplore.ieee.org/lpdocs/epic03/wrapper.htm?arnumber=6253092,,Jun-12,8/11/2015 13:16,8/12/2015 15:39,8/11/2015 13:16,310-318,,3,14,,,,,,,,,,,,,,,CrossRef,,,,,,custom_test_data; false_positive_rate; true_positive_rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F62UQQV6,conferencePaper,2007,"Ramakrishnan, Vikram; Kumar, R. Anil; John, Sherin",Intrusion Detection Using Protocol-based Non-Conformance to Trusted Behaviors,,978-1-4244-1215-0 978-1-4244-1216-7,,10.1109/ICNSURV.2007.384158,http://ieeexplore.ieee.org/lpdocs/epic03/wrapper.htm?arnumber=4272190,,Apr-07,8/11/2015 13:03,8/11/2015 13:55,8/11/2015 13:03,12-Jan,,,,,,,,,,,IEEE,,,,,,,CrossRef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NRDGWKVZ,journalArticle,2014,"Wang, Xiaofei; Liu, Bin; Jiang, Junchen; Xu, Yang; Wang, Yi; Wang, Xiaojun",Kangaroo: Accelerating String Matching by Running Multiple Collaborative Finite State Machines,IEEE Journal on Selected Areas in Communications,,0733-8716,10.1109/JSAC.2014.2358841,http://ieeexplore.ieee.org/lpdocs/epic03/wrapper.htm?arnumber=6905731,,2014,8/11/2015 12:57,8/12/2015 17:55,8/11/2015 12:57,1-Jan,,,,,,Kangaroo,,,,,,,,,,,,CrossRef,,,,,,DarpaIDE; memory_usage; num_distinct_transitions; scanning_time; scan_rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMNXQDG6,journalArticle,2010,"Gupta, K.K.; Nath, B.; Kotagiri, R.",Layered Approach Using Conditional Random Fields for Intrusion Detection,IEEE Transactions on Dependable and Secure Computing,,1545-5971,10.1109/TDSC.2008.20,http://ieeexplore.ieee.org/lpdocs/epic03/wrapper.htm?arnumber=4479491,,Jan-10,8/11/2015 12:56,8/12/2015 18:03,8/11/2015 12:56,35-49,,1,7,,,,,,,,,,,,,,,CrossRef,,,,,,accuracy; F-value; KDD99; recall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TFIRQ3SN,conferencePaper,2010,"Vigna, Giovanni",Network Intrusion Detection: Dead or Alive?,Proceedings of the 26th Annual Computer Security Applications Conference,978-1-4503-0133-6,,10.1145/1920261.1920279,http://doi.acm.org/10.1145/1920261.1920279,"Research on network intrusion detection has produced a number of interesting results. In this paper, I look back to the NetSTAT system, which was presented at ACSAC in 1998. In addition to describing the original system, I discuss some historical context, with reference to well-known evaluation efforts and to the evolution of network intrusion detection into a broader field that includes malware detection and the analysis of malicious behavior.",2010,7/25/2014 19:48,7/25/2014 19:48,7/25/2014 19:48,117–126,,,,,,Network Intrusion Detection,ACSAC '10,,,,ACM,"New York, NY, USA",,,,,,ACM Digital Library,,,,C:\Users\Ryan\AppData\Roaming\Zotero\Zotero\Profiles\hn6tel97.default\zotero\storage\FRT5TDGM\Vigna - 2010 - Network Intrusion Detection Dead or Alive.pdf,,MIT_LL; precision; recall,intrusion detection; network security,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TB9KP99X,conferencePaper,2012,"Sujatha, P. Kola; Priya, C. Suba; Kannan, A.",Network Intrusion Detection System Using Genetic Network Programming with Support Vector Machine,"Proceedings of the International Conference on Advances in Computing, Communications and Informatics",978-1-4503-1196-0,,10.1145/2345396.2345501,http://doi.acm.org/10.1145/2345396.2345501,"Nowadays Internet Services spread all over the world. There are large amount of data present in the internet services. However the internet services increases at the same time intrusions also increases. Network Intrusion Detection Systems are used to detect the intrusions in the network. For efficient Network Intrusion Detection System the preprocessing is most essential. In order to preprocess the dataset Support Vector Machine algorithm is used and that gives the new data model which has been used for creating rules for misuse detection. The dataset can be classified into two datasets; namely positive kernel and negative kernel. Positive Kernel is used for creating the rules. After classifying the dataset, fuzzification is applied to that datset and then the rules has been created by Genetic Network Programming which based on direct graph structure. In the testing phase the system has been used to detect the misuse activities. By combining SVM with Genetic Network Programming increases the performance of the detection rate of the Network Intrusion Detection Model and reduces the false positive rate.",2012,7/25/2014 19:55,7/25/2014 19:55,7/25/2014 19:55,645–649,,,,,,,ICACCI '12,,,,ACM,"New York, NY, USA",,,,,,ACM Digital Library,,,,C:\Users\Ryan\AppData\Roaming\Zotero\Zotero\Profiles\hn6tel97.default\zotero\storage\UTFX2UM3\Sujatha et al. - 2012 - Network Intrusion Detection System Using Genetic N.pdf,,false_positive_rate; KDD99; num_features; true_positive_rate,genetic network programming; KDDCUP'99 dataset; network intrusion detection system; RBF kernel function; support vector machine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FHSQ76IQ,conferencePaper,2009,"Choudhary, Amit Kumar; Swarup, Akhilesh",Neural Network Approach for Intrusion Detection,"Proceedings of the 2Nd International Conference on Interaction Sciences: Information Technology, Culture and Human",978-1-60558-710-3,,10.1145/1655925.1656163,http://doi.acm.org/10.1145/1655925.1656163,Intrusion Detection System is based on the belief that an intruder's behavior will be noticeably different from that of a legitimate user and would exploit security vulnerabilities. This paper proposes a neural network approach to improve the alert throughput of a network and making it attack prohibitive using IDS. For evolving and testing intrusion the KDD CUP 99 dataset are used. The result of proposed approach is found to be more efficient in the area of Intrusion Detection and promises a good scope for further research.,2009,7/28/2014 23:09,7/28/2014 23:09,7/28/2014 23:09,1297–1301,,,,,,,ICIS '09,,,,ACM,"New York, NY, USA",,,,,,ACM Digital Library,,,,C:\Users\Ryan\AppData\Roaming\Zotero\Zotero\Profiles\hn6tel97.default\zotero\storage\94H4X8G8\Choudhary and Swarup - 2009 - Neural Network Approach for Intrusion Detection.pdf,,accuracy; KDD99,generalized regression neural network; intrusion detection system; Neural network,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AXH7HJQX,conferencePaper,2013,"Callegari, Christian; Casella, Alessandro; Giordano, Stefano; Pagano, Michele; Pepe, Teresa",Sketch-based multidimensional IDS: A new approach for network anomaly detection,,978-1-4799-0895-0,,10.1109/CNS.2013.6682725,http://ieeexplore.ieee.org/lpdocs/epic03/wrapper.htm?arnumber=6682725,,Oct-13,8/11/2015 13:17,8/11/2015 13:55,8/11/2015 13:17,350-358,,,,,,Sketch-based multidimensional IDS,,,,,IEEE,,,,,,,CrossRef,,,,,,MAWILab; roc; slowdown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
