"http://ieeexplore.ieee.org.ezproxy.rit.edu/search/searchresult.jsp?download-format=download-csv&ar=7036781,5497832,5421839,6735407,6736855,6884906,4682299,6725331,5678024,5654816,6686354,4599219,1666486,4736909,5138016,6498376,1541543,7253748,5635232,6016798,5367708,5671039,1625689,6040856,1429933,6161622,4021111,1210028,4420221,6655707,6756016,4976790,797905,6201922,5633852,5721046,7148345,1691928,6769676,1659471,6246102,7166110,7065579,4086884,6632070,4808902,5234325,5474773,5582691,5770397,1194965,5360137,5541362,5474252,1644158,4795984,6024113,4554452,5665189,6926557,5513939,6179178,5679451,4725663,4021241,4579536,4287780,1435744,5402616,4344661,5633851,1614797,5376626,6011481,7170604,5305874,4288876,1547612,4529460,4699962,7208973,4663387,4675279,5438075,4289875,6770189,7288796,1215651,1226838,5228172,6893417,5716416,1687642,6075142,1684924,4624490,4288867,4344507,5260848,5169029",2015/11/20 16:22:38
"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Year","Volume","Issue","Start Page","End Page","Abstract","ISSN","ISBN","EISBN","DOI",PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","MeSH Terms",Article Citation Count,Patent Citation Count,"Reference Count","Copyright Year","Online Date",Issue Date,"Meeting Date","Publisher",Document Identifier
"Playing Games with Internal Attackers Repeatedly","Kantzavelou, I.; Katsikas, S.","Dept. of Inf. & Commun. Syst. Eng., Univ. of the Aegean, Greece","Systems, Signals and Image Processing, 2009. IWSSIP 2009. 16th International Conference on","20091228","2009","","","1","6","Insiders might threaten organizations' systems any time. By interacting with a system, an insider plays games with the security mechanisms employed to protect it. We apply game theory to model these interactions in an extensive form game, that is being played repeatedly with an Intrusion Detection System (IDS). The outcomes of the game are quantified by specifying players' preferences and by assigning numbers to reflect these preferences. Examining players' best responses, the solution of the game follows by locating all the Nash Equilibria (NE). We extend the NE notion to the logit Quantal Response Equilibrium (QRE), to capture players' bounded rationality. The QRE results are more realistic and show that the solution of the game might be significantly different than the corresponding NE solution. Thus, we determine how an insider will interact in the future, and how an IDS will react to protect the system.","","978-1-4244-4530-1","978-1-4244-4530-1","10.1109/IWSSIP.2009.5367708","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=5367708","","Communication systems;Digital systems;Educational technology;Game theory;Informatics;Intrusion detection;Protection;Security;Systems engineering and theory;Systems engineering education","game theory;security of data","Nash equilibrium;extensive form game;game theory;intrusion detection system;logit quantal response equilibrium","","0","","14","","","18-20 June 2009","","IEEE","IEEE Conference Publications"
"Research on Detector Generating Algorithm Based on Artificial Immune","Liu Zhen; Xu Su; Li Jun","Coll. of Comput. &amp; Inf., Nanchang Univ., Nanchang, China","Multimedia Information Networking and Security (MINES), 2010 International Conference on","20101217","2010","","","452","455","The key of intrusion detection system based on artificial immune is generating the Detector set. To generate highly efficient one, we adopt the mutated Nonself-body set to generate candidate detectors and variable threshold R- continues bits matching rule to reduce the number of hole in mature detector, increase the tolerance of the candidate detector and the detector set, to result in mismatch detectors and increase detect ability. Theoretical analysis and experimental results show that the improved algorithm is effective and feasible.","","978-1-4244-8626-7","978-0-7695-4258-4","10.1109/MINES.2010.101","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=5671039","Artificial Immunity;Hole;Intrusion Detection;Negative Algorithm;R- Continues bits Matching Rule","Algorithm design and analysis;Computers;Detectors;Immune system;Intrusion detection;Pattern matching","artificial immune systems;computer network security","artificial immune;candidate detectors;detector generating algorithm;intrusion detection system;mature detector;mismatch detectors;mutated nonself-body set;variable threshold R-continues bits matching rule","","0","","7","","","4-6 Nov. 2010","","IEEE","IEEE Conference Publications"
"Incorporating intrusion detection functionality into IXP2800 network processor based router","Seungho Ryu; Bo-heung Chung; Ki-Young Kim","Electron. Telecommun. Res. Inst.","Advanced Communication Technology, 2006. ICACT 2006. The 8th International Conference","20060508","2006","1","","4 pp.","800","Network processor (NP)-based network devices enable us to easily add functionalities by program update. This paper suggests the method of developing intrusion detection system by use of micro-engine program on Intel IXP2800 NP based router system","","89-5519-129-4","","10.1109/ICACT.2006.206084","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=1625689","Intel IXP;Intrusion Detection;Network Processor;Router","Inspection;Intrusion detection;Monitoring;Network interfaces;Pattern matching;Payloads;Standards development;Switches;Testing;Web server","digital signatures;microprocessor chips;system monitoring","Intel IXP2800 NP;intrusion detection;micro-engine program;network processor based router","","1","","7","","","20-22 Feb. 2006","","IEEE","IEEE Conference Publications"
"Semantic Filters in Intelligence Analysis","Chen, J.Q.","Grad. Sch. of Manage. & Technol., Univ. of Maryland Univ. Coll., Adelphi, MD, USA","Web Intelligence and Intelligent Agent Technology (WI-IAT), 2011 IEEE/WIC/ACM International Conference on","20111010","2011","3","","265","268","It is a challenge to identify the relevant pieces for further intelligence analysis among a big chunk of data. Filters have been built to provide such a function in almost all the network traffic capture and analysis tools as well as signature-based intrusion detection systems. However, most filters only work on strings of words, numbers, and/or other symbols. This paper proposes a type of context-aware and semantically relevant filters. This proposal is built on the findings in ontological semantics [1]. A detailed case study is used to show the effectiveness and efficiency of this proposal. The result of this research indicates that a good filter for intelligence analysis should incorporate relevant linguistic theories, which can explain one major aspect of human intelligence at another level.","","978-1-4577-1373-6","978-0-7695-4513-4","10.1109/WI-IAT.2011.218","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=6040856","Ontological semantics;analsysis;filters;intelligence","Authentication;Authorization;Computer networks;Filtering theory;Humans;Protocols;Semantics","computational linguistics;digital signatures;ontologies (artificial intelligence);ubiquitous computing","context-aware filter;human intelligence;intelligence analysis;linguistic theory;network traffic;ontological semantics;semantic filter;signature-based intrusion detection system","","0","","6","","","22-27 Aug. 2011","","IEEE","IEEE Conference Publications"
"3rd Annual Communication Networks and Services Research Conference - Table of contents","","","Communication Networks and Services Research Conference, 2005. Proceedings of the 3rd Annual","20050531","2005","","","v","viii","Presents the table of contents of the proceedings.","","0-7695-2333-1","","10.1109/CNSR.2005.3","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=1429933","","","","","","0","","","","","16-18 May 2005","","IEEE","IEEE Conference Publications"
"Anomaly Extraction in Backbone Networks Using Association Rules","Brauckhoff, D.; Dimitropoulos, X.; Wagner, A.; Salamatian, K.","Computing Department, ETH Zurich, Zurich, Switzerland","Networking, IEEE/ACM Transactions on","20121213","2012","20","6","1788","1799","Anomaly extraction refers to automatically finding, in a large set of flows observed during an anomalous time interval, the flows associated with the anomalous event(s). It is important for root-cause analysis, network forensics, attack mitigation, and anomaly modeling. In this paper, we use meta-data provided by several histogram-based detectors to identify suspicious flows, and then apply association rule mining to find and summarize anomalous flows. Using rich traffic data from a backbone network, we show that our technique effectively finds the flows associated with the anomalous event(s) in all studied cases. In addition, it triggers a very small number of false positives, on average between 2 and 8.5, which exhibit specific patterns and can be trivially sorted out by an administrator. Our anomaly extraction method significantly reduces the work-hours needed for analyzing alarms, making anomaly detection systems more practical.","1063-6692","","","10.1109/TNET.2012.2187306","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=6161622","Association rules;computer networks;data mining;detection algorithms","Association rules;Cloning;Detectors;Feature extraction;Histograms;IP networks","","","","5","","36","","2012-02-29","Dec. 2012","","IEEE","IEEE Journals & Magazines"
"Anomaly-Based Intrusion Detection using Fuzzy Rough Clustering","Chimphlee, W.; Abdullah, A.H.; Noor Md Sap, M.; Srinoy, S.; Chimphlee, S.","Fac. of Sci. & Technol., Suan Dusit Rajabhat Univ.","Hybrid Information Technology, 2006. ICHIT '06. International Conference on","20061211","2006","1","","329","334","It is an important issue for the security of network to detect new intrusion attack and also to increase the detection rates and reduce false positive rates in intrusion detection system (IDS). Anomaly intrusion detection focuses on modeling normal behaviors and identifying significant deviations, which could be novel attacks. The normal and the suspicious behavior in computer networks are hard to predict as the boundaries between them cannot be well defined. We apply the idea of the fuzzy rough c-means (FRCM) to clustering analysis. FRCM integrates the advantage of fuzzy set theory and rough set theory that the improved algorithm to network intrusion detection. The experimental results on dataset KDDCup99 show that our method outperforms the existing unsupervised intrusion detection methods","","0-7695-2674-8","","10.1109/ICHIT.2006.253508","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=4021111","","Clustering algorithms;Data security;Electronic mail;Fuzzy systems;Intrusion detection;Monitoring;Protection;Telecommunication traffic;Training data;Unsupervised learning","computer networks;fuzzy set theory;pattern clustering;rough set theory;security of data","anomaly-based intrusion detection;computer networks;fuzzy rough c-means;fuzzy rough clustering;fuzzy set theory;intrusion attack","","5","","19","","","9-11 Nov. 2006","","IEEE","IEEE Conference Publications"
"An environment for enabling interactive grids","Talwar, V.; Basu, S.; Kumar, R.","Hewlett-Packard Labs., Palo Alto, CA, USA","High Performance Distributed Computing, 2003. Proceedings. 12th IEEE International Symposium on","20030709","2003","","","184","193","Traditional use of grid computing allows a user to submit batch jobs in a grid environment. We believe, next generation grids will extend the application domain to include interactive graphical sessions. We term such grids interactive grids. In this paper, we describe some of the challenges involved in building interactive grids. These include fine grain access control, QoS guarantees, and dynamic account management. In order to architect interactive grids, we propose and describe I-GENV, an environment for enabling interactive grids. I-GENV consists of GISH-'Grid Interactive Shell', Controlled Desktop, SAC-'Session Admission Control' module, GMMA-'Grid Monitoring and Management Agents', System Policies, and Dynamic Account Manager. We also present our testbed implementation of I-GENV using and extending Globus Toolkit 2.0 for the Grid middleware infrastructure, and VNC as the remote display technology.","1082-8907","0-7695-1965-2","","10.1109/HPDC.2003.1210028","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=1210028","","Access control;Admission control;Condition monitoring;Control systems;Environmental management;Grid computing;Middleware;Milling machines;Resource management;Streaming media","access control;graphical user interfaces;grid computing;interactive systems;middleware;quality of service","GISH;GMMA;Globus Toolkit 2.0;I-GENV;QoS guarantees;SAC module;VNC;controlled desktop;dynamic account management;dynamic account manager;fine grain access control;grid computing;grid interactive shell;grid middleware infrastructure;grid monitoring and management agents;interactive graphical sessions;interactive grids;quality of service;session admission control;system policies;testbed implementation;virtual network computing","","11","11","23","","","22-24 June 2003","","IEEE","IEEE Conference Publications"
"2007 International Conference on Convergence Information Technology - Table of contents","","","Convergence Information Technology, 2007. International Conference on","20080107","2007","","","v","v","Presents the table of contents of the proceedings.","","0-7695-3038-9","","10.1109/ICCIT.2007.4","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=4420221","","","","","","0","","","","","21-23 Nov. 2007","","IEEE","IEEE Conference Publications"
"Auditing and Analysis of Network Traffic in Cloud Environment","Shetty, S.","Electr. & Comput. Eng., Tennessee State Univ., Nashville, TN, USA","Services (SERVICES), 2013 IEEE Ninth World Congress on","20131107","2013","","","260","267","Cloud computing allows users to remotely store their data into the cloud and provides on-demand applications and services from a shared pool of configurable computing resources. The security of the outsourced data in the cloud is dependent on the security of the cloud computing system and network. Though, there have been numerous efforts on securing data on the cloud computing system, evaluation of data security on the network between cloud provider and its users is still a very challenging task. The audit of the cloud computing system and network will provide insights on the security and performance of VMs and the operating system on multiple data centers and the intra-cloud network managed by cloud providers and the wide-area network between the cloud user and cloud provider. Thus, network traffic analysis for cloud auditing is of critical importance so that users can resort to an external audit party to verify the data security on the network between cloud provider and its users. This paper presents the following key technologies required to analyze network traffic in the cloud computing environment: IP geolocation of network devices between cloud provider and its users, monitoring the data security of the cloud network path, and online mining of massive cloud auditing logs generated by cloud network traffic.","","978-0-7695-5024-4","","10.1109/SERVICES.2013.42","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=6655707","IP geolocation;cloud auditing;online data mining","Accuracy;Availability;Cloud computing;Geology;IP networks;Measurement;Security","IP networks;auditing;cloud computing;computer centres;computer network security;data mining;formal verification;telecommunication traffic;virtual machines;wide area networks","VM performance;cloud computing environment;cloud computing system security;cloud environment;cloud network path;cloud provider;cloud user;configurable computing resources;data centers;data security evaluation;data security monitoring;data security verification;intracloud network;network device IP geolocation;network security;network traffic analysis;network traffic auditing;on-demand application;on-demand service;online massive cloud auditing log mining;operating system;outsourced data security;remotely data storage;wide-area network","","0","","29","","","June 28 2013-July 3 2013","","IEEE","IEEE Conference Publications"
"Immune multi-agent model using vaccine for cooperative air-defense system of systems for surface warship formation based on danger theory","Wang, Jun; Zhao, Xiaozhe; Xu, Beiping; Wang, Wei; Niu, Zhiyong","School of Electronic & Information, Northwestern Polytechnical University, Xi'an 710072, China; Department of Missile, Dalian Naval Academy, Dalian 116018, China","Systems Engineering and Electronics, Journal of","20140305","2013","24","6","946","953","Aiming at the problem on cooperative air-defense of surface warship formation, this paper maps the cooperative air-defense system of systems (SoS) for surface warship formation (CASoSSWF) to the biological immune system (BIS) according to the similarity of the defense mechanism and characteristics between the CASoSSWF and the BIS, and then designs the models of components and the architecture for a monitoring agent, a regulating agent, a killer agent, a pre-warning agent and a communicating agent by making use of the theories and methods of the artificial immune system, the multi-agent system (MAS), the vaccine and the danger theory (DT). Moreover a new immune multi-agent model using vaccine based on DT (IMMUVBDT) for the cooperative air-defense SoS is advanced. The immune response and immune mechanism of the CASoSSWF are analyzed. The model has a capability of memory, evolution, commendable dynamic environment adaptability and self-learning, and embodies adequately the cooperative air-defense mechanism for the CA-SoSSWF. Therefore it shows a novel idea for the CASoSSWF which can provide conception models for a surface warship formation operation simulation system.","","","","10.1109/JSEE.2013.00111","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=6756016","cooperative air-defense system of systems (CASoS);danger theory (DT);immune multi-agent model (IMM);surface warship formation;vaccine","","","","","0","","","","","Dec. 2013","","BIAI","BIAI Journals & Magazines"
"IPv4 to IPv6 Evolution Strategies of Pakistan Internet Exchange","Nawaz, A.; Ashraf, M.; Hong, X.B.; Wu, J.; Lin, J.T.","Key Lab. of OCLT, Beijing Univ. of Posts & Telecommun. (BUPT), Beijing","Networking and Services, 2009. ICNS '09. Fifth International Conference on","20090526","2009","","","383","388","Pakistan Internet Exchange (PIE) is the largest Internet Exchange Point (IXP) in Pakistan operated and maintained by Pakistan Telecom. PIE serves almost all categories of IP users like ISPs, Educational Institutions, DNOPS, VOIP Operators, Cable Operators and Institutions with multiple services like Internet Access, DSL, MPLS-VPNs, VoIP, IPTV and VoD. PIE has 3 main nodes and 42 remote nodes with total uplink traffic of around 8Gbps. It is well anticipated that by deployment of new 4G services in future, current IPv4 addresses will not be sufficient. Furthermore, as per directives of Pakistan Telecommunication Authority (PTA), the regulator of Telecom sector in Pakistan, all network operators in Pakistan have to deploy IPv6 services by year 2011. We have suggested phase wise plan for evolution of PIE Network from IPv4 to IPv6. To the best of our knowledge, plan for evolution of PIE from IPv4 to IPv6 has never been proposed before.","","978-1-4244-3688-0","978-0-7695-3586-9","10.1109/ICNS.2009.19","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=4976790","IPv4 to IPv6;IPv6 Evolution Strategies;IPv6 Migration Strategies;PIE;Pakistan Internet Exchange","Cities and towns;DSL;Educational institutions;IPTV;Internet telephony;Optical fiber cables;Routing protocols;Telecommunication switching;Telecommunication traffic;Web and internet services","IP networks;Internet;telecommunication traffic;transport protocols","IPv4;IPv6;Pakistan Internet exchange point;Pakistan telecommunication authority;telecommunication traffic","","0","","10","","","20-25 April 2009","","IEEE","IEEE Conference Publications"
"An airport vulnerability assessment methodology","Veatch, J.D.; James, J.W.; May, T.T.; Wood, T.M.; Kruse, E.M.","Sci. Appl. Int. Corp., USA","Security Technology, 1999. Proceedings. IEEE 33rd Annual 1999 International Carnahan Conference on","20020806","1999","","","134","151","This paper highlights a general vulnerability assessment methodology and procedural tools that have been developed, refined, and applied to more than one hundred facilities over a 20-year period. The methodology and tools were adapted to conduct assessments of two major airports in the United States. The methodology is applied in a logical, sequenced fashion that considers the threat, target identification, adversary types, malevolent acts of concern, and consequences of an adversary success. Algorithms are used to analyze potential consequences, the relative importance of targets to the adversary, and security vulnerability levels, to arrive at a relative risk for each threat and target combination. Countermeasures are then developed to minimize the risk and the methodology is reapplied to determine the relative risk reduction achieved. This iterative process is continued until the most cost-effective method for reducing risk to an acceptable level is identified. The airport modeling and characterization is documented by recording data and performing calculations through use of a spreadsheet during table-top discussions of the scenarios. The results of the assessments are then provided to airport planners, security managers, and decision makers","","0-7803-5247-5","","10.1109/CCST.1999.797905","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=797905","","Airports;Algorithm design and analysis;Data security;Disk recording;Explosives;Information analysis;Information security;Iterative methods;Risk analysis;Risk management","airports;safety;security;spreadsheet programs","United States;airport vulnerability assessment methodology;cost-effective method;countermeasures;security vulnerability;spreadsheet;target identification","","0","2","","","","1999","05 Oct 1999-07 Oct 1999","IEEE","IEEE Conference Publications"
"Research on video copyright protection system","Yujie Zhang; Yuanyuan Zhang","Coll. of Inf. & Electr. Eng., Shaanxi Univ. of Sci. & Technol., Xi''an, China","Consumer Electronics, Communications and Networks (CECNet), 2012 2nd International Conference on","20120517","2012","","","1277","1281","To solve the problems existing in the traditional DRM (Digital Right Management) systems, an effective algorithm based on DCT, DWT, neural network and digital watermarking was proposed, and a professional video copyright protection platform was built using the above algorithm. The platform includes video watermark embedding, watermark detection and video piracy tracking and other functions. It doesn't only achieve the prevention beforehand but also the piracy tracking afterwards. The simulation results show that the platform can effectively implement the copyright protection of digital video works.","","978-1-4577-1414-6","","10.1109/CECNet.2012.6201922","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=6201922","copyright protection;discrete cosine transform;discrete wavelet transform;piracy tracking;video watermark","Copyright protection;Discrete cosine transforms;Discrete wavelet transforms;Image coding;Robustness;Watermarking","copyright;discrete cosine transforms;discrete wavelet transforms;neural nets;video coding;video watermarking","DCT;DRM;DWT;digital right management system;digital video works;digital watermarking;neural network;video copyright protection system;video piracy tracking;video watermark;watermark detection","","0","","13","","","21-23 April 2012","","IEEE","IEEE Conference Publications"
"A Biologically Modeled Intrusion Detection System for Mobile Networks","Williams, B.C.; Fulp, E.W.","Dept. of Comput. Sci., Wake Forest Univ., Wake Forest, NC, USA","Broadband, Wireless Computing, Communication and Applications (BWCCA), 2010 International Conference on","20101111","2010","","","453","458","A computer security system is typically tasked with identifying an intrusion, which is defined as a set of actions that attempt to compromise, “the integrity, confidentiality, or availability of any resources provided by a computing system” [1] An attack on a computer system plays out in a series of sequential events, the granularity of which can vary drastically depending on the type of exploit. An intrusion detection system is tasked with monitoring a system or systems in order to look for these events as indicators of potential malicious behavior. Computer intrusion detection can be provided via signatures which describe the actions associated with an attack. In a world with constantly evolving threats combined with unique new attack vectors, maintaining signatures for every individual piece of malware becomes unwieldy. This is especially true in the mobile realm, where the additional processing power and battery capacity needed to handle high numbers of signatures adversely impacts the user experience and overall platform speed. As mobile devices become increasingly computer-like, complete with similar vulnerabilities and ever-increasing connectivity, their attractiveness to attackers has increased. Efficiently detecting threats across devices on a mobile network This paper introduces the Mobile Network Defense (MND), a lightweight intrusion detection system. MND is biologically-modeled on the behavior of a population of ants, giving it many advantages over traditional security measures. Each ant in the virtual colony has the ability to detect one specic metric of the current state of a computer. In combination, the results of these simple tests can point to specic attacks, while the dynamic nature of the MND offers performance benets over the traditional static setup. This paper will demonstrate how the biologically-modeled MND offers a 34% improvement in detection time over other agent-based systems, and provides more efficient intrusion detect- - ion platform than a static model with respect to CPU utilization, making the system attractive for use across many types of mobile devices.","","978-1-4244-8448-5","978-0-7695-4236-2","10.1109/BWCCA.2010.113","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=5633852","ACO;IDS;Security;agent;mobile;swarm intelligence","Grippers;Intrusion detection;Mobile communication;Mobile handsets;Performance evaluation","computer network security;mobile radio;optimisation;safety systems","biologically modeled intrusion detection system;computer security system;mobile network defense;potential malicious behavior indicator","","0","","16","","","4-6 Nov. 2010","","IEEE","IEEE Conference Publications"
"The Problem of NIDS Evasion in Mobile Networks","Colajanni, M.; Dal Zotto, L.; Marchetti, M.; Messori, M.","Dept. of Inf. Eng., Univ. of Modena & Reggio Emilia, Modena, Italy","New Technologies, Mobility and Security (NTMS), 2011 4th IFIP International Conference on","20110228","2011","","","1","6","This paper presents a novel NIDS evasion strategy that allows attackers to exploit network mobility to perform attacks undetectable by modern NIDSs. Mobility-based NIDS evasion works by combining traditional evasion techniques and node mobility. It represents a generally applicable evasion strategy that works on several protocols for node mobility, and it is effective against state-of-the- art and well configured signature-based NIDSs. We describe three evasion scenarios based on node mobility, and demonstrate the practical applicability of the proposed evasion strategy through a proof of concept attack in a realistic network environment. We conclude the paper by presenting some ideas addressing mobility-based NIDS evasion.","2157-4952","978-1-4244-8705-9","978-1-4244-8703-5","10.1109/NTMS.2011.5721046","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=5721046","","Home automation;Mobile communication;Mobile computing;Monitoring;Optimization;Payloads;Protocols","Internet;mobility management (mobile radio);telecommunication security","Internet-enabled mobile devices;mobile networks;mobility-based NIDS evasion strategy;network mobility;node mobility","","1","","26","","","7-10 Feb. 2011","","IEEE","IEEE Conference Publications"
"Detection rate analysis for user to root attack class using correlation feature selection","Bahl, S.; Sharma, S.K.","SET, Ansal Univ., Gurgaon, India","Computing, Communication & Automation (ICCCA), 2015 International Conference on","20150706","2015","","","66","71","Intrusion detection system (IDS) research field has grown tremendously in the past decade. Improving the detection rate of user to root (U2R) attack classes is an open research problem. Current IDS uses all data features to detect intrusions. Some of the features may be redundant to the detection process. The purpose of this empirical study is to identify important features to improve the detection rate of U2R attack class. The investigated correlation feature selection improved the overall accuracy, detection rate of U2R attack. The empirical results have given a noticeable improvement in detection rate of U2R.","","978-1-4799-8889-1","","10.1109/CCAA.2015.7148345","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=7148345","Classification;Intrusion detection system;correlation feature selection;filter;wrapper","Accuracy;Automation;Correlation;Feature extraction;Search methods;Testing;Training","correlation methods;feature selection;security of data","IDS research field;U2R attack classes;correlation feature selection;detection rate analysis;intrusion detection system research field;open research problem;user to root attack classes","","0","","19","","","15-16 May 2015","","IEEE","IEEE Conference Publications"
"Unsupervised SVM Based on p-kernels for Anomaly Detection","Kunlun Li; Guifa Teng","Coll. of Inf. Sci. & Technol., Agric. Univ. of Hebei","Innovative Computing, Information and Control, 2006. ICICIC '06. First International Conference on","20061016","2006","2","","59","62","Recently machine learning-based intrusion detection approaches have been subjected to extensive researches because they can detect both misuse and anomaly. In this paper, we use an unsupervised learning method for anomaly detection. This is done by introducing a new kind of kernel function, a simple form of p-kernel, to one-class SVM. Test and comparison this method with standard SVM and several other existing machine learning algorithms shows that the approach proposed in this paper yielded highly accurate","","0-7695-2616-0","","10.1109/ICICIC.2006.371","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=1691928","","Computer errors;Computerized monitoring;Data security;Information security;Intrusion detection;Kernel;Protection;Support vector machine classification;Support vector machines;Unsupervised learning","security of data;support vector machines;unsupervised learning","anomaly detection;machine learning-based intrusion detection approach;one-class SVM;p-kernel function;support vector machines;unsupervised learning method","","1","","12","","","Aug. 30 2006-Sept. 1 2006","","IEEE","IEEE Conference Publications"
"Comparing reliability and security: Concepts, requirements, and techniques","Hanmer, Robert S.; McBride, Donald T.; Mendiratta, Veena B.","Technical Component Management area in Alcatel-Lucent's Procurement and Sourcing Unit","Bell Labs Technical Journal","20140429","2007","12","3","65","78","Design of highly secure systems is increasingly important. This paper explores the relationship between reliability engineering and security engineering for software products. Our work has indicated that designing for reliability and designing for security share many common ideas and, more importantly, techniques that can be leveraged in product development. Security failures are one aspect of product dependability, and while security failures are qualitatively different from other reliability failures in some ways, the two classes of failures have a great deal in common. International Telecommunication Union, Telecommunications Standardization Sector (ITU-T) Recommendation X.805 suggests that availability has a specific meaning for security, namely, that it “ensures that there is no denial of authorized access to network elements, stored information, information flows, services and applications due to events impacting the network.” This definition is very similar to the definition of availability that reliability engineers use in describing functionality. This paper explores the similarities and differences in approaches taken within the communications domain for reliability and security. The three areas that are discussed are terminology, requirements, and common techniques. © 2007 Alcatel-Lucent.","1089-7089","","","10.1002/bltj.20250","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=6769676","","","","","","0","","","","","Fall 2007","","Alcatel-Lucent","Alcatel-Lucent Journal"
"Experience Using Active and Passive Mapping for Network Situational Awareness","Webster, S.; Lippmann, R.; Zissman, M.","Lincoln Lab., MIT, Lexington, MA","Network Computing and Applications, 2006. NCA 2006. Fifth IEEE International Symposium on","20060814","2006","","","19","26","Passive network mapping has often been proposed as an approach to maintain up-to-date information on networks between active scans. This paper presents a comparison of active and passive mapping on an operational network. On this network, active and passive tools found largely disjoint sets of services and the passive system took weeks to discover the last 15% of active services. Active and passive mapping tools provided different, not complimentary information. Deploying passive mapping on an enterprise network does not reduce the need for timely active scans due to non-overlapping coverage and potentially long discovery times","","0-7695-2640-3","","10.1109/NCA.2006.23","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=1659471","","Computer crashes;Information security;Laboratories;Open source software;Operating systems;Passive networks;Peer to peer computing;Probes;Protection;Telecommunication traffic","computer networks;security of data;telecommunication security","active network mapping;network situational awareness;passive network mapping","","3","","16","","","24-26 July 2006","","IEEE","IEEE Conference Publications"
"Distributed Intrusion Detection trust management through integrity and expertise evaluation","KhorasaniZadeh, H.; Idris, N.B.; Ab Manan, J.-L.","Adv. Inf. Sch., Univ. Technol. Malaysia, Kuala Lumpur, Malaysia","Cyber Security, Cyber Warfare and Digital Forensic (CyberSec), 2012 International Conference on","20120723","2012","","","133","138","Information sharing and collaboration has facilitated decision accuracy and reaction time in many applications. Distributed Intrusion Detection Systems (DIDS) solutions are one of such applications that have dramatically been transformed. This is mainly due to increasing number of attacks as well as sophisticated nature of today's intrusions. Moreover, it has been shown that various critical components of a system can be targeted. This is further exasperated by the fact that most DIDS models do not consider attacks that targets the collaborative network itself. We specifically find this issue to be very critical and hence in this paper we propose a trust aware DIDS simulation model that is capable of categorizing each participating IDS expertise (i.e. speciality and competence), therefore helps collaborating organizations to consult our simulation model for choosing the right candidate for any type of intrusion. We call our proposed DIDS model Consultative Trusted Computing-based Collaborative IDS (CTC IDS). We utilize the Trusted Platform Module (TPM) for integrity evaluation and to fine-tune peer evaluation.","","978-1-4673-1425-1","","10.1109/CyberSec.2012.6246102","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=6246102","Distributed Intrusion Detection Systems;Trust Management in Distributed Intrusion Detection","Collaboration;Computational modeling;Computer architecture;Hardware;Intrusion detection;Peer to peer computing;Software","distributed processing;groupware;security of data;trusted computing","CTC IDS;DIDS model consultative trusted computing-based collaborative IDS;TPM;collaborative network;distributed intrusion detection trust management;expertise evaluation;information collaboration;information sharing;integrity evaluation;peer evaluation fine tuning;trust aware DIDS simulation model;trusted platform module","","0","","19","","","26-28 June 2012","","IEEE","IEEE Conference Publications"
