http://ieeexplore.ieee.org.ezproxy.rit.edu/search/searchresult.jsp?bulkSetSize=2000&download-format=download-csv&refinements%3D4291944822%2C4291944246%26ranges%3D1998_2016_p_Publication_Year%26matchBoolean%3Dtrue%26searchField%3DSearch_All_Text%26queryText%3D%28%28.QT.minutes.QT.%29+AND+.QT.Intrusion+detection+system.QT.%29,11/22/2015 19:09,"((""minutes"") AND ""Intrusion detection system"")",IEEE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Document Title,Authors,Author Affiliations,Publication Title,Date Added To Xplore,Year,Volume,Issue,Start Page,End Page,Abstract,ISSN,ISBN,EISBN,DOI,PDF Link,Author Keywords,IEEE Terms,INSPEC Controlled Terms,INSPEC Non-Controlled Terms,MeSH Terms,Article Citation Count,Patent Citation Count,Reference Count,Copyright Year,Online Date,Issue Date,Meeting Date,Publisher,Document Identifier,,,
Combined performance and risk analysis for border management applications,"Sacanamboy, M.; Cukic, B.","Lane Dept. of CSEE, West Virginia Univ., Morgantown, WV, USA","Dependable Systems and Networks (DSN), 2010 IEEE/IFIP International Conference on",20100809,2010,,,403,412,"When designing critical applications, trade offs between different security solutions and their performance implications are common. Unfortunately, understanding the precise implications of such tradeoffs early in the system development lifecycle is difficult. This paper proposes a methodology for combined analysis of performance and security risk. We transform system requirements into a Layered Queueing Network (LQN) model that subsequently provides analytical performance analysis feedback when considering a set of security mechanisms and incurred security risks. We quantify security risks using cost curves. The proposed approach is illustrated through a realistic case study of a border management application.",,978-1-4244-7500-1,978-1-4244-7499-8,10.1109/DSN.2010.5544292,http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=5544292,,Application software;Conference management;Costs;Delay;Performance analysis;Queueing analysis;Risk analysis;Risk management;Security;Software performance,risk analysis;security of data;software engineering;systems analysis,analytical performance analysis feedback;border management application;layered queueing network model;risk analysis;security mechanisms;security risk;system development lifecycle;system requirements,,6,,29,,,June 28 2010-July 1 2010,,IEEE,IEEE Conference Publications,,,
Teaching information warfare with lab experiments via the Internet,"Jacobson, D.","Iowa State Univ., Ames, IA, USA","Frontiers in Education, 2004. FIE 2004. 34th Annual",20050418,2004,,,T3C/7,T3C12 Vol. 1,Iowa State University has offered a course in information warfare for the past 8 years to both on campus and off campus students via streaming media. The class looks at computer security from an attack/defend viewpoint. We study attacks and look at methods to stop the attacks. The course has several lab experiments where student try out attack tools and defense mechanisms. Both on-campus and off-campus students access the lab via the Internet which creates a unique set of challenges of trying to keep the attacks off the Internet. The largest lab experiment is where the students are given the Web site address to a company that was designed for the experiment. They are to break into the company and gather as much information as they can about the company and its employees. The students must submit a report where they document every step they took to break-in and then develop a plan to fix the problems.,0190-5848,0-7803-8552-7,,10.1109/FIE.2004.1408520,http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=1408520,,Computer science education;Computer security;Distance learning;Internet;Jacobian matrices;Laboratories;Military computing;National security;Streaming media;Web page design,Internet;computer aided instruction;computer science education;laboratories;security of data;student experiments,Internet;Iowa State University;computer security;distance education;information warfare;lab experiments,,0,,6,,,20-23 Oct. 2004,,IEEE,IEEE Conference Publications,,,
Energy Consumption Side-Channel Attack at Virtual Machines in a Cloud,"Hlavacs, H.; Treutner, T.; Gelas, J.-P.; Lefevre, L.; Orgerie, A.-C.","Res. Group Entertainment Comput., Univ. of Vienna, Vienna, Austria","Dependable, Autonomic and Secure Computing (DASC), 2011 IEEE Ninth International Conference on",20120102,2011,,,605,612,"Virtualized data centers where several virtual machines (VMs) are hosted per server are becoming more popular due to Cloud Computing. As a consequence of energy efficiency concerns, the exact combination of VMs running on a specific server will most likely change over time. We present experimental results how to use the energy/power consumption logs of a power monitored server as a side-channel that allows us to recognize the exact combination of VMs it currently hosts to a high degree. For classification, we use a maximum log-likelihood approach, which works well for comparably small training and test set sizes. We also show to which degree a specific VM can be recognized, regardless of other VMs currently running on the same server, and show false negative/positive rates. To cross-validate our results, we have used a Kolmogorov-Smirnov test, resulting in comparable quality of recognition within shorter time. In order to clarify whether our approach is generalizable and yields reproducible results, we have set up a second experimental infrastructure in Lyon, using a different hardware platform and power measurement device. We have obtained similar results and have experimented with different CPU frequency scaling governors, yielding comparable quality of recognition. As a result, energy consumption data of servers must be protected carefully, as it is potentially valuable information for an attacker trying to track down a VM to mount further attack steps.",,978-1-4673-0006-3,,10.1109/DASC.2011.110,http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=6119058,,Cloud computing;Energy consumption;Energy measurement;Power demand;Power measurement;Servers;Virtual machine monitors,cloud computing;power aware computing;virtual machines,Kolmogorov-Smirnov test;VM;cloud computing;data centers;energy consumption side channel attack;energy efficiency;energy/power consumption;hardware platform;power measurement device;power monitored server;virtual machines,,3,,12,,,12-14 Dec. 2011,,IEEE,IEEE Conference Publications,,,
"2012 International Conference on Devices, Circuits and Systems (ICDCS)",,,"Devices, Circuits and Systems (ICDCS), 2012 International Conference on",20120423,2012,,,1,748,Provides the entire conference content.,,978-1-4577-1545-7,,10.1109/ICDCSyst.2012.6188784,http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=6188784,,CMOS integrated circuits;CMOS technology;Field programmable gate arrays;MESFETs;MOSFETs;Optical imaging;Random access memory,,,,0,,,,,15-16 March 2012,,IEEE,IEEE Conference Publications,,,
Visual firewall: real-time network security monitor,"Lee, C.P.; Trost, J.; Gibbs, N.; Beyah, R.; Copeland, J.A.","CSC, Georgia Tech, USA","Visualization for Computer Security, 2005. (VizSEC 05). IEEE Workshop on",20051114,2005,,,129,136,"Networked systems still suffer from poor firewall configuration and monitoring. VisualFirewall seeks to aid in the configuration of firewalls and monitoring of networks by providing four simultaneous views that display varying levels of detail and time-scales as well as correctly visualizing firewall reactions to individual packets. The four implemented views, real-time traffic, visual signature, statistics, and IDS alarm, provide the levels of detail and temporality that system administrators need to properly monitor their systems in a passive or an active manner. We have visualized several attacks, and we feel that even individuals unfamiliar with networking concepts can quickly distinguish between benign and malignant traffic patterns with a minimal amount of introduction.",,0-7803-9477-1,,10.1109/VIZSEC.2005.1532075,http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=1532075,,Computer security;Computer viruses;Computer worms;Computerized monitoring;Information security;Intrusion detection;Protection;Real time systems;Telecommunication traffic;Visualization,authorisation;data visualisation;telecommunication security,VisualFirewall;firewall configuration;firewall monitoring;information visualization;network monitoring;networked systems;real-time network security monitor;real-time traffic;user interfaces;visual signature,,4,,13,,,26 Oct. 2005,,IEEE,IEEE Conference Publications,,,
Assessment of security and vulnerability of home wireless networks,"Stimpson, T.; Lu Liu; Jianjun Zhang; Hill, R.; Weining Liu; Yongzhao Zhan","DISYS Res. Group, Univ. of Derby, Derby, UK","Fuzzy Systems and Knowledge Discovery (FSKD), 2012 9th International Conference on",20120709,2012,,,2133,2137,"Wireless networks are being used in homes far more extensively than ever before. With the growth of the Internet, coupled with wireless devices such as laptops and Wi-Fi enabled phones, their usage has increased greatly. This project discovered the security trends in the home wireless market by collecting data directly from the source. This information, when analysed, provided an overview of wireless local area networks and the lack of security used. The findings were then used to create a set of recommendations and how it is believed the current system is failing to provide the safety measures needed to ensure that users stay secure while utilizing wireless networks within the home.",,978-1-4673-0025-4,,10.1109/FSKD.2012.6233783,http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=6233783,Encryption;Network;Security;Wireless,Communication system security;Encryption;IEEE 802.11 Standards;Safety;Wireless networks,Internet;home automation;telecommunication security;wireless LAN,Internet;Wi-Fi enabled phone;home wireless market;home wireless network;laptop;network vulnerability;safety measures;security trend;wireless device;wireless local area network,,0,,17,,,29-31 May 2012,,IEEE,IEEE Conference Publications,,,
Backtracking Algorithmic Complexity Attacks against a NIDS,"Smith, R.; Estan, C.; Jha, S.","University of Wisconsin-Madison, USA","Computer Security Applications Conference, 2006. ACSAC '06. 22nd Annual",20061226,2006,,,89,98,"Network Intrusion Detection Systems (NIDS) have become crucial to securing modern networks. To be effective, a NIDS must be able to counter evasion attempts and operate at or near wire-speed. Failure to do so allows malicious packets to slip through a NIDS undetected. In this paper, we explore NIDS evasion through algorithmic complexity attacks. We present a highly effective attack against the Snort NIDS, and we provide a practical algorithmic solution that successfully thwarts the attack. This attack exploits the behavior of rule matching, yielding inspection times that are up to 1.5 million times slower than that of benign packets. Our analysis shows that this attack is applicable to many rules in SnortÂ¿s ruleset, rendering vulnerable the thousands of networks protected by it. Our countermeasure confines the inspection time to within one order of magnitude of benign packets. Experimental results using a live system show that an attacker needs only 4.0 kbps of bandwidth to perpetually disable an unmodified NIDS, whereas all intrusions are detected when our countermeasure is used.",1063-9527,0-7695-2716-7,,10.1109/ACSAC.2006.17,http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=4041157,,Bandwidth;Computer networks;Counting circuits;Inspection;Intrusion detection;Payloads;Protection;Protocols;TCPIP;Wire,,,,13,1,26,,,Dec. 2006,,IEEE,IEEE Conference Publications,,,
Network Anomaly Detection System: The State of Art of Network Behaviour Analysis,"Meng Hui Lim; Jones, A.","Malaysia Res. Centre, British Telecommun. pic, Kuala Lumpur","Convergence and Hybrid Information Technology, 2008. ICHIT '08. International Conference on",20080909,2008,,,459,465,"This paper presents a taxonomy of anomaly detection techniques that is then used to survey and classify a number of research prototypes and commercial products. Commercial products and solutions based anomaly detection techniques are beginning to establish themselves in mainstream security solutions alongside firewalls, intrusion prevention systems and network monitoring solutions. These solutions are focused mainly on network-based anomaly detection, thus creating a new industry buzzword that describes it: Network Behavior Analysis. This classification is used predictably, pointing towards a number of areas of future research in the field of anomaly detection.",,978-0-7695-3328-5,,10.1109/ICHIT.2008.249,http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=4622868,anomaly detection;network behaviour analysis;network intrusion detection,Art;Detectors;Intrusion detection;Monitoring;Programmable control;Sensor phenomena and characterization;Sensor systems;Taxonomy;Telecommunication traffic;Traffic control,computer networks;security of data;telecommunication security,network anomaly detection;network behaviour analysis;security solution,,7,,21,,,28-30 Aug. 2008,,IEEE,IEEE Conference Publications,,,
Research on the key technology of reconstructing attack scenario based on state machine,Feng Xuewei; Wang Dongxia; Ma Guoqing; Li Jin,"Beijing Inst. of Syst. Eng., Beijing, China","Computer Science and Information Technology (ICCSIT), 2010 3rd IEEE International Conference on",20100907,2010,1,,42,46,"An attack activity to cyberspace will cause the security devices generating huge number of security events, it is unfeasible to analyze these events by the manual way for the security manager. After analyzing the existing algorithms of security events correlation, we propose an attack scenario reconstruction technology based on state machine. The processes of attackers intruding into the cyberspace can be restored and the more comprehensive attack scenario description information will be generated using this technology. This working lets the security manager more comfy. The state machine based attack scenario reconstruction technology processes security events using clustering analysis and causal analysis concurrently, it builds a correlation state machine in memory for every attack scenario tree which is predefined by the security manager, when security events are coming, the current state set of the correlation state machine will process them, if the condition is satisfied, the current states of the state machine will transfer, it corresponds to the developing of the multi-step attack. If one of the leaf nodes of the state machine is in its current state set, an attack scenario description information will be generated and then sent to the security manager. The correlating technology based on state machine is more timely and accurately, and at last, we use the DARPA2000 Intrusion Scenario Specific Data Sets to validate the technology, the experiment results show that it is feasible to analyze security events using the technology we proposed.",,978-1-4244-5537-9,,10.1109/ICCSIT.2010.5563843,http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=5563843,attack scenario reconstruction;attack scenario tree;causal analysis;clustering analysis;correlating state machine,Computational modeling;Computers;Correlation;Security;XML,computer network security;correlation methods;finite state machines;pattern clustering,DARPA2000 intrusion scenario specific data sets;attack scenario reconstruction technology;clustering analysis;correlation state machine;cyberspace;security devices;security events correlation;state machine,,1,,13,,,9-11 July 2010,,IEEE,IEEE Conference Publications,,,
Building auto-adaptive distributed applications: the QuO-APOD experience,"Atighetchi, M.; Pal, P.P.; Jones, C.C.; Rubel, P.; Schantz, R.E.; Loyall, J.P.; Zinky, J.A.","BBN Syst. & Technol. Corp., Cambridge, MA, USA","Distributed Computing Systems Workshops, 2003. Proceedings. 23rd International Conference on",20030611,2003,,,104,109,"Exploiting autonomic adaptation in defending a distributed application is a relatively new research area. We describe how the QuO adaptive middleware was used to implement auto-adaptive defenses ranging from simple rapid response sensor-actuator tactics to more sophisticated containment and outrun strategies. In addition, we report on two experiments where live red team attacks were used to evaluate our auto-adaptive defense technology.",,0-7695-1921-0,,10.1109/ICDCSW.2003.1203540,http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=1203540,,Adaptive systems;Availability;Contracts;Distributed computing;Middleware;Monitoring;Open source software;Performance evaluation;Software tools;Technology transfer,middleware;quality of service,adaptive middleware;auto-adaptive defense technology;autonomic adaptation;distributed application,,6,,20,,,19-22 May 2003,,IEEE,IEEE Conference Publications,,,
Helping TicketMaster: Changing the Economics of Ticket Robots with Geographic Proof-of-Work,"Kaiser, E.; Wu-chang Feng","Portland State Univ., Portland, OR, USA","INFOCOM IEEE Conference on Computer Communications Workshops , 2010",20100520,2010,,,1,6,"When tickets for popular events such as Hannah Montana concerts go on sale online, they sell out almost instantly. Unfortunately, a significant number of them are purchased by world-wide networks of ticket purchasing robots run by scalpers looking to turn a quick profit. Ticket outlets currently employ CAPTCHAs to slow down fully automated purchasing robots. Since the profit associated with scalping tickets is several orders of magnitude larger than the cost associated with paying humans to solve the CAPTCHAs, this approach has been ineffective. CAPTCHAs have a fundamental flaw when used to protect online tickets: the cost to solve them using humans is fixed and small. To address this problem, this paper explores a novel alternative based on geographically-driven proof-of-work. The crux of the approach exploits the observation that most legitimate clients are located geographically close to the event. By requiring every client to solve a cryptographic puzzle whose difficulty is based on their distance to the event, ticket purchasing robots must be placed close to each event in order to monopolize the tickets. This requirement significantly increases the cost of operating such networks. Using emulation and simulation, we demonstrate the utility of our approach in tackling the online ticketing problem.",,978-1-4244-6739-6,978-1-4244-6739-6,10.1109/INFCOMW.2010.5466663,http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=5466663,,Communications Society;Costs;Cryptography;Databases;Emulation;Humans;Marketing and sales;Protection;Robotics and automation;Robots,Internet;marketing data processing;security of data,CAPTCHA;TicketMaster;cryptographic puzzle;geographic proof-of-work;online ticket protection;scalping tickets;ticket purchasing robots,,1,,23,,,15-19 March 2010,,IEEE,IEEE Conference Publications,,,
Modeling spatial and temporal behavior of Internet traffic anomalies,"Bandara, V.; Pezeshki, A.; Anura, P.J.","Dept. of Electr. & Comput. Eng., Colorado State Univ., Fort Collins, CO, USA","Local Computer Networks (LCN), 2010 IEEE 35th Conference on",20110322,2010,,,384,391,"A new approach based on graph wavelets for analyzing the spatial and temporal behavior of Internet traffic anomalies is presented. This approach is applied to Internet2 traffic measurements to evaluate the time duration and spatial spread (number of links affected) of anomalies. Based on the empirical results, a node model is proposed that captures the behavior of anomalies at individual network nodes. The model considers various aspects of anomalies, such as its origin, termination, propagation, duration and volume changes. The derivation of the model parameters requires only local node information, but the model is capable of producing network-wide anomalies whose behavior mimics network wide anomalies. Model is verified by using Internet2 traffic data. Since the proposed model can be specified using only a few parameters, it can be used in place of large anomaly traces with a great data reduction. As extensions, the model is applied over a path and an aggregated model that applies to a neighborhood in the network is also presented. A method to use the graph wavelet components found during the analysis to implement a real-time anomaly monitoring system is also discussed.",0742-1303,978-1-4244-8387-7,,10.1109/LCN.2010.5735749,http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=5735749,Graph wavelets;Internet traffic anomalies;Modeling network anomalies,Analytical models;Cities and towns;Discrete wavelet transforms;Internet;Probability distribution;Wavelet analysis;Wavelet coefficients,Internet;computer network security;graph theory;telecommunication traffic;wavelet transforms,Internet traffic anomaly;Internet2 traffic data;graph wavelet;network-wide anomaly;real-time anomaly monitoring system;spatial behavior;temporal behavior,,2,,24,,,10-14 Oct. 2010,,IEEE,IEEE Conference Publications,,,
How the Cyber Defense Exercise Shaped an Information-Assurance Curriculum,"Mullins, B.E.; Lacey, T.H.; Mills, R.F.; Trechter, J.M.; Bass, S.D.","US Air Force Inst. of Technol., Wright-Patterson Air Force Base","Security & Privacy, IEEE",20071001,2007,5,5,40,49,"In this article, we provide a brief history of the Cyber Defense Exercise (CDX), describe Air Force Institute of Technology (AFIT's) participation in it, and explain how the experience shaped the information-assurance curriculum and course format at AFIT. The CDX is an annual competition designed to give students the opportunity to learn and demonstrate best practices in defensive information assurance. The CDX's fundamental objective is to design and implement a network that provides specified IT services and defend it against an onslaught of cyberattacks and natural events. CDX participants included blue forces (students), red forces (attacker) and a white cell.",1540-7993,,,10.1109/MSP.2007.111,http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=4336277,Information Security;computer and information science education;network management;network topology;network-level security and protection,Best practices;Computer architecture;Computer crime;Computer hacking;Computer networks;Computer security;Educational institutions;Information security;Military computing;National security,computer science education;security of data,Air Force Institute;Cyber Defense Exercise;Cyber defense exercise;IT service;blue force;computer science education;information-assurance curriculum;red force;white cell,,2,,13,,,Sept.-Oct. 2007,,IEEE,IEEE Journals & Magazines,,,
A Combined Fusion and Data Mining Framework for the Detection of Botnets,"Kiayias, A.; Neumann, J.; Walluck, D.; McCusker, O.","Dept. of Comput. Sci. & Eng., Univ. of Connecticut, Storrs, CT","Conference For Homeland Security, 2009. CATCH '09. Cybersecurity Applications & Technology",20090324,2009,,,273,284,"This paper describes a combined fusion and mining framework applied to the detection of stealthy botnets.The framework leverages a fusion engine that tracks hosts through the use of feature-based profiles generated from multiple network sensor types. These profiles are classified and correlated based on a set of known host profiles, e.g., web servers, mail servers,and bot behavioral characteristics. A mining engine discovers emergent threat profiles and delivers them to the fusion engine for processing. We describe the distributed nature of botnets and how they are created and managed. We then describe a combined fusion and mining model that builds on recent work in the cybersecurity domain. The framework we present employs an adaptive fusion system driven by a mining system focused on the discovery of new threats. We conclude with a discussion of experimental results, deployment issues, and a summary of our arguments.",,978-0-7695-3568-5,,10.1109/CATCH.2009.9,http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=4804456,botnets;crimeware;data fusion;data mining;distributed detection model;distributed threat;hyperplane;network behavior analyzer;profile;threat-centricity.,Application software;Computer science;Computer security;Data engineering;Data mining;Engines;Fusion power generation;Peer to peer computing;Sensor phenomena and characterization;Terrorism,data mining;sensor fusion,adaptive fusion system;botnets;crimeware;data mining;distributed detection model;distributed threat;fusion engine;mining engine;multiple network sensor,,1,,26,,,3-4 March 2009,,IEEE,IEEE Conference Publications,,,
Real-time network anomaly detection system using machine learning,"Shuai Zhao; Chandrashekar, M.; Yugyung Lee; Medhi, D.","Comput. Sci. & Electr. Eng. Dept., Univ. of Missouri-Kansas City, Kansas City, MO, USA","Design of Reliable Communication Networks (DRCN), 2015 11th International Conference on the",20150709,2015,,,267,270,"The ability to process, analyze, and evaluate realtime data and to identify their anomaly patterns is in response to realized increasing demands in various networking domains, such as corporations or academic networks. The challenge of developing a scalable, fault-tolerant and resilient monitoring system that can handle data in real-time and at a massive scale is nontrivial. We present a novel framework for real time network traffic anomaly detection using machine learning algorithms. The proposed prototype system uses existing big data processing frameworks such as Apache Hadoop, Apache Kafka, and Apache Storm in conjunction with machine learning techniques and tools. Our approach consists of a system for real-time processing and analysis of the real-time network-flow data collected from the campus-wide network at the University of Missouri-Kansas City. Furthermore, the network anomaly patterns were identified and evaluated using machine learning techniques. We present preliminary results on anomaly detection with the campus network data.",,,,10.1109/DRCN.2015.7149025,http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=7149025,,Accuracy;Fasteners;IP networks;Ports (Computers);Real-time systems;Storms;Support vector machines,Big Data;fault tolerant computing;learning (artificial intelligence),Big data processing frameworks;University of Missouri-Kansas City;campus network data;machine learning algorithms;real-time network anomaly detection system;scalable fault-tolerant resilient monitoring system,,0,,19,,,24-27 March 2015,,IEEE,IEEE Conference Publications,,,
"Key-Recovery Attacks on KIDS, a Keyed Anomaly Detection System","Tapiador, J.E.; Orfila, A.; Ribagorda, A.; Ramos, B.","Dept. of Comput. Sci., Univ. Carlos III de Madrid, Leganes, Spain","Dependable and Secure Computing, IEEE Transactions on",20150512,2015,12,3,312,325,"Most anomaly detection systems rely on machine learning algorithms to derive a model of normality that is later used to detect suspicious events. Some works conducted over the last years have pointed out that such algorithms are generally susceptible to deception, notably in the form of attacks carefully constructed to evade detection. Various learning schemes have been proposed to overcome this weakness. One such system is Keyed IDS (KIDS), introduced at DIMVA “10. KIDS” core idea is akin to the functioning of some cryptographic primitives, namely to introduce a secret element (the key) into the scheme so that some operations are infeasible without knowing it. In KIDS the learned model and the computation of the anomaly score are both key-dependent, a fact which presumably prevents an attacker from creating evasion attacks. In this work we show that recovering the key is extremely simple provided that the attacker can interact with KIDS and get feedback about probing requests. We present realistic attacks for two different adversarial settings and show that recovering the key requires only a small amount of queries, which indicates that KIDS does not meet the claimed security properties. We finally revisit KIDS' central idea and provide heuristic arguments about its suitability and limitations.",1545-5971,,,10.1109/TDSC.2013.39,http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=6598669,Adversarial classification;anomaly detection;intrusion detection systems;secure machine learning,Computational modeling;Feature extraction;Intrusion detection;Machine learning algorithms;Payloads;Training,learning (artificial intelligence);security of data,KIDS;anomaly detection systems;evasion attacks;key-recovery attacks;keyed anomaly detection system;machine learning algorithms,,0,,23,,9/13/2013,May-June 2015,,IEEE,IEEE Journals & Magazines,,,
Fast and Effective Worm Fingerprinting via Machine Learning,"Stewart Yang; Jianping Song; Rajamani, H.; Taewon Cho; Yin Zhang; Mooney, R.","Department of Computer Sciences, University of Texas at Austin, Austin, TX 78712, USA. windtown@cs.utexas.edu","Autonomic Computing, 2006. ICAC '06. IEEE International Conference on",20060807,2006,,,311,313,"As Internet worms become ever faster and more sophisticated, it is important to be able to extract worm signatures in an accurate and timely manner. In this paper, we apply machine learning to automatically fingerprint polymorphic worms, which are able to change their appearance across every instance. Using real Internet traces and synthetic polymorphic worms, we evaluated the performance of several advanced machine learning algorithms, including naive Bayes, decision-tree induction, rule learning (RIPPER) and support vector machines. The results are very promising. Compared with Polygraph, the state of the art in polymorphic worm fingerprinting, several machine learning algorithms are able to generate more accurate signatures, tolerate more noise in the training data and require much shorter training time. These results open the possibility of applying machine learning to build a fast and accurate online worm fingerprinting system.",,1-4244-0175-5,,10.1109/ICAC.2006.1662421,http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=1662421,,Computer worms;Fingerprint recognition;Internet;Intrusion detection;Machine learning;Machine learning algorithms;Support vector machines;Telecommunication traffic;Testing;Training data,,,,0,,4,,,13-16 June 2006,,IEEE,IEEE Conference Publications,,,
Design and Implementation of the Honey-DVD,"Dornseif, M.; Freiling, F.C.; Gedicke, N.; Holz, T.",Mannheim Univ.,"Information Assurance Workshop, 2006 IEEE",20060710,2006,,,231,238,"Honeynets are a valuable source of data about techniques, tactics and motives of attackers in the Internet, but up to now they have been notoriously difficult to set up and maintain. This work describes the development and implementation of an easy to use, freely distributable, bootable solution on DVD for deploying honeynets. The system is based on a live Linux distribution and can be set up without installing anything on a local hard drive. It sets up a group of virtually emulated honeypots and links them together in a virtual network. Moreover, a honeywall is added to protect the honeypots. The whole honeynet is configured and maintained via a centralised controller software on the DVD which allows an easy configuration and automates all necessary procedures in the virtual network",,1-4244-0130-5,,10.1109/IAW.2006.1652100,http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=1652100,,Automatic control;Centralized control;Computerized monitoring;DVD;Internet;Linux;Network interfaces;Production;Protection;Switches,Internet;Linux;data analysis;digital versatile discs;security of data;system monitoring,DVD;Internet;Linux distribution;centralised controller software;honeynets;honeywall;virtual network;virtually emulated honeypots,,1,,21,,,21-23 June 2006,,IEEE,IEEE Conference Publications,,,
ISITL: intrusion signatures in augmented interval temporal logic,Ming-Guang Ouyang; Feng Pan; Yun-Tao Zhang,"Network Center, Shanghai Jiao Tong Univ., China","Machine Learning and Cybernetics, 2003 International Conference on",20040121,2003,3,,1630,1635 Vol.3,"Interval temporal logic based intrusion signatures (ISITL) is a high-abstractive formal description language for representing intrusion signatures. Based on Alien's interval temporal logic, it is augmented with some real time extensions, which enhance the expressivities. Mode chart is the visualization of intrusion signatures in ISITL, which makes the formulas more readable. Compared with other competitive languages, ISITL is simpler and more expressive.",,0-7803-8131-9,,10.1109/ICMLC.2003.1259757,http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=1259757,,Calculus;Electronic mail;Formal languages;Intelligent networks;Intrusion detection;Logic;Real time systems;Scalability;Security;Visualization,computer networks;formal languages;security of data;temporal logic,formal description language;interval temporal logic;intrusion signatures;mode chart;real time extensions,,0,,10,,,2-5 Nov. 2003,,IEEE,IEEE Conference Publications,,,
Demystifying Internet-Wide Service Discovery,"Leonard, D.; Loguinov, D.","Dept. of Comput. Sci. & Eng., Texas A&M Univ., College Station, TX, USA","Networking, IEEE/ACM Transactions on",20131218,2013,21,6,1760,1773,"This paper develops a high-performance, Internet-wide service discovery tool, which we call IRLscanner, whose main design objectives have been to maximize politeness at remote networks, allow scanning rates that achieve coverage of the Internet in minutes/hours (rather than weeks/months), and significantly reduce administrator complaints. Using IRLscanner and 24-h scans, we perform 21 Internet-wide experiments using six different protocols (i.e., DNS, HTTP, SMTP, EPMAP, ICMP, and UDP ECHO), demonstrate the usefulness of ACK scans in detecting live hosts behind stateless firewalls, and undertake the first Internet-wide OS fingerprinting. In addition, we analyze the feedback generated (e.g., complaints, IDS alarms) and suggest novel approaches for reducing the amount of blowback during similar studies, which should enable researchers to collect valuable experimental data in the future with significantly fewer hurdles.",1063-6692,,,10.1109/TNET.2012.2231434,http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=6389736,Horizontal scanning;Internet measurement,Bandwidth;Extrapolation;IP networks;Internet;Probes;Random access memory,Internet;transport protocols,24-h scans;DNS protocol;EPMAP protocol;HTTP protocol;ICMP protocol;IRLscanner;Internet-wide OS fingerprinting;Internet-wide service discovery tool;SMTP protocol;UDP ECHO protocol;blowback;remote networks,,0,,61,,12/20/2012,Dec. 2013,,IEEE,IEEE Journals & Magazines,,,
Worm epidemics in high-speed networks,"Chen, T.M.; Robert, J.-M.","Dept. of Electr. Eng., Southern Methodist Univ., Dallas, TX, USA",Computer,20040621,2004,37,6,48,53,"Future worm epidemics might spread at unprecedented rates in high-speed networks. A comprehensive automated defense system will be the only way to contain new threats but could be too risky to implement without more reliable detection accuracy and better real-time traffic analysis. Although researchers continue to work on improving worm detection accuracy and real-time traffic analysis, a practical solution thus far remains elusive. One possible alternative is to try to prevent a worm from spreading rather than react to an existing epidemic.",0018-9162,,,10.1109/MC.2004.36,http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=1306386,,Biological system modeling;Collaborative software;Computer crime;Computer viruses;Computer worms;High-speed networks;IP networks;Intelligent networks;Internet;Pervasive computing,Internet;invasive software;real-time systems;telecommunication security;telecommunication traffic,automated defense system;high-speed networks;real-time traffic analysis;worm epidemic,,14,,12,,,Jun-04,,IEEE,IEEE Journals & Magazines,,,
